seriola_lalandi_dorsalis ENSSLDG00000009024
pan_paniscus ENSPPAG00000039058
gorilla_gorilla ENSGGOG00000008624
homo_sapiens ENSG00000137574
pongo_abelii ENSPPYG00000018597
nomascus_leucogenys ENSNLEG00000001101
papio_anubis ENSPANG00000018910
theropithecus_gelada ENSTGEG00000016836
mandrillus_leucophaeus ENSMLEG00000034807
cercocebus_atys ENSCATG00000035375
macaca_nemestrina ENSMNEG00000023719
macaca_fascicularis ENSMFAG00000029838
macaca_mulatta ENSMMUG00000005478
chlorocebus_sabaeus ENSCSAG00000014611
colobus_angolensis_palliatus ENSCANG00000041389
piliocolobus_tephrosceles ENSPTEG00000013352
rhinopithecus_roxellana ENSRROG00000035127
rhinopithecus_bieti ENSRBIG00000041893
cebus_capucinus ENSCCAG00000030476
callithrix_jacchus ENSCJAG00000016657
saimiri_boliviensis_boliviensis ENSSBOG00000024469
aotus_nancymaae ENSANAG00000035525
carlito_syrichta ENSTSYG00000000171
microcebus_murinus ENSMICG00000011199
prolemur_simus ENSPSMG00000004097
propithecus_coquereli ENSPCOG00000013537
otolemur_garnettii ENSOGAG00000012572
tupaia_belangeri ENSTBEG00000010953
heterocephalus_glaber_male ENSHGLG00100001065
heterocephalus_glaber_female ENSHGLG00000000284
fukomys_damarensis ENSFDAG00000011405
cavia_porcellus ENSCPOG00000009713
cavia_aperea ENSCAPG00000013732
octodon_degus ENSODEG00000002948
chinchilla_lanigera ENSCLAG00000009468
spermophilus_dauricus ENSSDAG00000002806
ictidomys_tridecemlineatus ENSSTOG00000009597
marmota_marmota_marmota ENSMMMG00000001130
castor_canadensis ENSCCNG00000029064
dipodomys_ordii ENSDORG00000012484
mus_spicilegus ENSMSIG00000030101
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026726
mus_spicilegus ENSMSIG00000017945
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026727
mus_musculus ENSMUSG00000028233
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025779
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025780
mus_pahari MGP_PahariEiJ_G0023901
mus_pahari MGP_PahariEiJ_G0023902
rattus_norvegicus ENSRNOG00000008156
meriones_unguiculatus ENSMUGG00000026114
cricetulus_griseus_crigri-picr ENSCGRG00015023101
cricetulus_griseus_crigri ENSCGRG00000008981
cricetulus_griseus_chok1gshd ENSCGRG00001019470
mesocricetus_auratus ENSMAUG00000009875
peromyscus_maniculatus_bairdii ENSPEMG00000007957
microtus_ochrogaster ENSMOCG00000019560
nannospalax_galili ENSNGAG00000019532
jaculus_jaculus ENSJJAG00000016239
oryctolagus_cuniculus ENSOCUG00000017522
ochotona_princeps ENSOPRG00000010995
sorex_araneus ENSSARG00000009071
phascolarctos_cinereus ENSPCIG00000016232
notamacropus_eugenii ENSMEUG00000001697
sarcophilus_harrisii ENSSHAG00000012878
monodelphis_domestica ENSMODG00000009174
ornithorhynchus_anatinus ENSOANG00000021853
xenopus_tropicalis ENSXETG00000005648
latimeria_chalumnae ENSLACG00000008074
ciona_savignyi ENSCSAVG00000011154
ciona_intestinalis ENSCING00000013683
eptatretus_burgeri ENSEBUG00000013120
drosophila_melanogaster FBgn0266195
caenorhabditis_elegans_strain_n2 WBGene00011631
lepisosteus_oculatus ENSLOCG00000005492
saccharomyces_cerevisiae YPL157W
