marmota_marmota ENSMMMG00000021091
dasypus_novemcinctus ENSDNOG00000033461
dasypus_novemcinctus ENSDNOG00000036418
dasypus_novemcinctus ENSDNOG00000039559
dasypus_novemcinctus ENSDNOG00000036813
dasypus_novemcinctus ENSDNOG00000039306
dasypus_novemcinctus ENSDNOG00000041795
dasypus_novemcinctus ENSDNOG00000035176
dasypus_novemcinctus ENSDNOG00000036795
dasypus_novemcinctus ENSDNOG00000031620
dasypus_novemcinctus ENSDNOG00000045671
dasypus_novemcinctus ENSDNOG00000034988
dasypus_novemcinctus ENSDNOG00000031183
dasypus_novemcinctus ENSDNOG00000044163
dasypus_novemcinctus ENSDNOG00000047943
dasypus_novemcinctus ENSDNOG00000044130
dasypus_novemcinctus ENSDNOG00000039616
dasypus_novemcinctus ENSDNOG00000034987
dasypus_novemcinctus ENSDNOG00000048775
dasypus_novemcinctus ENSDNOG00000045936
dasypus_novemcinctus ENSDNOG00000034013
dasypus_novemcinctus ENSDNOG00000049775
dasypus_novemcinctus ENSDNOG00000041144
dasypus_novemcinctus ENSDNOG00000036238
dasypus_novemcinctus ENSDNOG00000030966
dasypus_novemcinctus ENSDNOG00000042773
dasypus_novemcinctus ENSDNOG00000037260
dasypus_novemcinctus ENSDNOG00000032538
dasypus_novemcinctus ENSDNOG00000031035
dasypus_novemcinctus ENSDNOG00000035469
dasypus_novemcinctus ENSDNOG00000047621
dasypus_novemcinctus ENSDNOG00000045870
dasypus_novemcinctus ENSDNOG00000038254
dasypus_novemcinctus ENSDNOG00000038792
dasypus_novemcinctus ENSDNOG00000035734
dasypus_novemcinctus ENSDNOG00000048579
dasypus_novemcinctus ENSDNOG00000040656
dasypus_novemcinctus ENSDNOG00000039277
dasypus_novemcinctus ENSDNOG00000044068
dasypus_novemcinctus ENSDNOG00000046456
dasypus_novemcinctus ENSDNOG00000041110
dasypus_novemcinctus ENSDNOG00000037362
dasypus_novemcinctus ENSDNOG00000032622
dasypus_novemcinctus ENSDNOG00000044161
dasypus_novemcinctus ENSDNOG00000039066
dasypus_novemcinctus ENSDNOG00000036415
dasypus_novemcinctus ENSDNOG00000042573
dasypus_novemcinctus ENSDNOG00000040853
dasypus_novemcinctus ENSDNOG00000049218
dasypus_novemcinctus ENSDNOG00000031943
dasypus_novemcinctus ENSDNOG00000031955
dasypus_novemcinctus ENSDNOG00000043688
dasypus_novemcinctus ENSDNOG00000034354
dasypus_novemcinctus ENSDNOG00000042417
dasypus_novemcinctus ENSDNOG00000039148
dasypus_novemcinctus ENSDNOG00000045293
dasypus_novemcinctus ENSDNOG00000031627
dasypus_novemcinctus ENSDNOG00000038260
dasypus_novemcinctus ENSDNOG00000031625
dasypus_novemcinctus ENSDNOG00000044336
dasypus_novemcinctus ENSDNOG00000037843
dasypus_novemcinctus ENSDNOG00000039876
dasypus_novemcinctus ENSDNOG00000036101
dasypus_novemcinctus ENSDNOG00000036048
dasypus_novemcinctus ENSDNOG00000034729
dasypus_novemcinctus ENSDNOG00000033796
dasypus_novemcinctus ENSDNOG00000045674
dasypus_novemcinctus ENSDNOG00000048703
dasypus_novemcinctus ENSDNOG00000032385
dasypus_novemcinctus ENSDNOG00000037913
dasypus_novemcinctus ENSDNOG00000040903
dasypus_novemcinctus ENSDNOG00000030845
dasypus_novemcinctus ENSDNOG00000040746
dasypus_novemcinctus ENSDNOG00000032560
dasypus_novemcinctus ENSDNOG00000040475
dasypus_novemcinctus ENSDNOG00000044486
dasypus_novemcinctus ENSDNOG00000046141
dasypus_novemcinctus ENSDNOG00000036134
loxodonta_africana ENSLAFG00000028998
loxodonta_africana ENSLAFG00000026215
loxodonta_africana ENSLAFG00000026946
loxodonta_africana ENSLAFG00000032707
loxodonta_africana ENSLAFG00000029573
loxodonta_africana ENSLAFG00000030665
loxodonta_africana ENSLAFG00000026351
loxodonta_africana ENSLAFG00000029410
loxodonta_africana ENSLAFG00000031502
loxodonta_africana ENSLAFG00000027845
loxodonta_africana ENSLAFG00000032624
loxodonta_africana ENSLAFG00000029412
loxodonta_africana ENSLAFG00000025530
loxodonta_africana ENSLAFG00000027678
loxodonta_africana ENSLAFG00000025746
loxodonta_africana ENSLAFG00000028807
loxodonta_africana ENSLAFG00000029546
loxodonta_africana ENSLAFG00000027500
loxodonta_africana ENSLAFG00000030228
loxodonta_africana ENSLAFG00000028397
loxodonta_africana ENSLAFG00000028545
loxodonta_africana ENSLAFG00000029372
loxodonta_africana ENSLAFG00000031618
loxodonta_africana ENSLAFG00000031375
loxodonta_africana ENSLAFG00000032515
loxodonta_africana ENSLAFG00000032129
loxodonta_africana ENSLAFG00000028311
loxodonta_africana ENSLAFG00000029987
loxodonta_africana ENSLAFG00000031110
loxodonta_africana ENSLAFG00000032052
loxodonta_africana ENSLAFG00000027951
loxodonta_africana ENSLAFG00000030563
loxodonta_africana ENSLAFG00000031583
loxodonta_africana ENSLAFG00000029990
loxodonta_africana ENSLAFG00000027753
loxodonta_africana ENSLAFG00000027263
loxodonta_africana ENSLAFG00000027217
loxodonta_africana ENSLAFG00000032343
loxodonta_africana ENSLAFG00000027859
loxodonta_africana ENSLAFG00000032484
loxodonta_africana ENSLAFG00000032350
loxodonta_africana ENSLAFG00000026560
loxodonta_africana ENSLAFG00000026408
loxodonta_africana ENSLAFG00000026551
loxodonta_africana ENSLAFG00000027624
loxodonta_africana ENSLAFG00000029413
loxodonta_africana ENSLAFG00000025951
loxodonta_africana ENSLAFG00000027666
loxodonta_africana ENSLAFG00000027510
loxodonta_africana ENSLAFG00000029975
loxodonta_africana ENSLAFG00000032369
loxodonta_africana ENSLAFG00000030234
loxodonta_africana ENSLAFG00000027063
loxodonta_africana ENSLAFG00000027715
loxodonta_africana ENSLAFG00000026333
loxodonta_africana ENSLAFG00000027251
loxodonta_africana ENSLAFG00000029284
loxodonta_africana ENSLAFG00000030401
loxodonta_africana ENSLAFG00000032267
loxodonta_africana ENSLAFG00000027294
loxodonta_africana ENSLAFG00000031782
loxodonta_africana ENSLAFG00000028719
loxodonta_africana ENSLAFG00000027319
loxodonta_africana ENSLAFG00000026967
loxodonta_africana ENSLAFG00000028108
loxodonta_africana ENSLAFG00000030482
loxodonta_africana ENSLAFG00000032614
castor_canadensis ENSCCNG00000007241
castor_canadensis ENSCCNG00000019662
castor_canadensis ENSCCNG00000015055
castor_canadensis ENSCCNG00000014515
castor_canadensis ENSCCNG00000014485
castor_canadensis ENSCCNG00000006797
castor_canadensis ENSCCNG00000019879
castor_canadensis ENSCCNG00000014557
castor_canadensis ENSCCNG00000014495
equus_asinus ENSEASG00005001846
equus_asinus ENSEASG00005001850
equus_asinus ENSEASG00005001875
equus_asinus ENSEASG00005017895
equus_asinus ENSEASG00005006592
equus_caballus ENSECAG00000028521
equus_asinus ENSEASG00005006591
equus_caballus ENSECAG00000035652
equus_asinus ENSEASG00005017170
equus_caballus ENSECAG00000029620
equus_caballus ENSECAG00000035002
equus_caballus ENSECAG00000040241
equus_caballus ENSECAG00000030884
equus_asinus ENSEASG00005006583
ursus_maritimus ENSUMAG00000008347
ursus_americanus ENSUAMG00000026169
ailuropoda_melanoleuca ENSAMEG00000010180
neovison_vison ENSNVIG00000017950
mustela_putorius ENSMPUG00000009459
canis_lupus ENSCAFG00020016938
canis_lupus ENSCAFG00000007366
panthera_pardus ENSPPRG00000006110
panthera_tigris ENSPTIG00000019763
mustela_putorius ENSMPUG00000009406
mustela_putorius ENSMPUG00000009432
mustela_putorius ENSMPUG00000009378
mustela_putorius ENSMPUG00000009414
mustela_putorius ENSMPUG00000009375
mustela_putorius ENSMPUG00000009428
neovison_vison ENSNVIG00000017517
mustela_putorius ENSMPUG00000009420
mustela_putorius ENSMPUG00000009399
neovison_vison ENSNVIG00000018211
ursus_americanus ENSUAMG00000003308
ursus_americanus ENSUAMG00000003519
ursus_maritimus ENSUMAG00000008319
canis_lupus ENSCAFG00000007370
canis_lupus ENSCAFG00020016888
panthera_pardus ENSPPRG00000006183
panthera_tigris ENSPTIG00000016818
felis_catus ENSFCAG00000029292
equus_asinus ENSEASG00005006574
equus_asinus ENSEASG00005006567
equus_caballus ENSECAG00000036821
callithrix_jacchus ENSCJAG00000059629
saimiri_boliviensis ENSSBOG00000023485
aotus_nancymaae ENSANAG00000013506
saimiri_boliviensis ENSSBOG00000030621
pan_troglodytes ENSPTRG00000046612
pan_paniscus ENSPPAG00000032149
homo_sapiens ENSG00000211598
gorilla_gorilla ENSGGOG00000028255
pongo_abelii ENSPPYG00000012197
nomascus_leucogenys ENSNLEG00000030219
macaca_nemestrina ENSMNEG00000032431
macaca_mulatta ENSMMUG00000008319
macaca_fascicularis ENSMFAG00000030608
theropithecus_gelada ENSTGEG00000027984
papio_anubis ENSPANG00000009854
mandrillus_leucophaeus ENSMLEG00000039156
chlorocebus_sabaeus ENSCSAG00000016463
cercocebus_atys ENSCATG00000009930
rhinopithecus_roxellana ENSRROG00000010724
rhinopithecus_bieti ENSRBIG00000038031
piliocolobus_tephrosceles ENSPTEG00000028150
colobus_angolensis ENSCANG00000031802
carlito_syrichta ENSTSYG00000035590
propithecus_coquereli ENSPCOG00000017152
prolemur_simus ENSPSMG00000022695
castor_canadensis ENSCCNG00000015069
castor_canadensis ENSCCNG00000014542
castor_canadensis ENSCCNG00000006786
castor_canadensis ENSCCNG00000014510
castor_canadensis ENSCCNG00000014437
castor_canadensis ENSCCNG00000014501
chinchilla_lanigera ENSCLAG00000007611
chinchilla_lanigera ENSCLAG00000011101
chinchilla_lanigera ENSCLAG00000012993
cavia_porcellus ENSCPOG00000039900
heterocephalus_glaber ENSHGLG00100009041
heterocephalus_glaber ENSHGLG00000018415
mus_musculus ENSMUSG00000076586
mus_spicilegus ENSMSIG00000020675
mus_musculus ENSMUSG00000076577
mus_spicilegus ENSMSIG00000008728
mus_spicilegus ENSMSIG00000006342
mus_musculus ENSMUSG00000076583
mus_musculus ENSMUSG00000076580
mus_musculus ENSMUSG00000096594
mus_musculus ENSMUSG00000094356
mus_spretus MGP_SPRETEiJ_G0000108
mus_spretus MGP_SPRETEiJ_G0000109
mus_spicilegus ENSMSIG00000013146
rattus_norvegicus ENSRNOG00000042846
rattus_norvegicus ENSRNOG00000042083
rattus_norvegicus ENSRNOG00000045966
mus_musculus ENSMUSG00000076589
mus_musculus ENSMUSG00000076581
mus_spicilegus ENSMSIG00000013147
mus_caroli MGP_CAROLIEiJ_G0000083
mus_caroli MGP_CAROLIEiJ_G0000082
rattus_norvegicus ENSRNOG00000057376
mus_musculus ENSMUSG00000104769
mus_spretus MGP_SPRETEiJ_G0000103
mus_caroli MGP_CAROLIEiJ_G0000078
mus_musculus ENSMUSG00000076591
mus_musculus ENSMUSG00000105432
mus_spicilegus ENSMSIG00000018738
mus_spretus MGP_SPRETEiJ_G0000111
mus_spretus MGP_SPRETEiJ_G0000110
mus_spretus MGP_SPRETEiJ_G0000112
rattus_norvegicus ENSRNOG00000049499
rattus_norvegicus ENSRNOG00000048070
rattus_norvegicus ENSRNOG00000047915
mus_caroli MGP_CAROLIEiJ_G0000081
meriones_unguiculatus ENSMUGG00000003148
meriones_unguiculatus ENSMUGG00000005508
meriones_unguiculatus ENSMUGG00000015070
meriones_unguiculatus ENSMUGG00000003704
meriones_unguiculatus ENSMUGG00000001203
meriones_unguiculatus ENSMUGG00000005672
meriones_unguiculatus ENSMUGG00000006006
meriones_unguiculatus ENSMUGG00000022630
meriones_unguiculatus ENSMUGG00000007266
meriones_unguiculatus ENSMUGG00000003270
meriones_unguiculatus ENSMUGG00000007650
meriones_unguiculatus ENSMUGG00000001289
meriones_unguiculatus ENSMUGG00000003833
meriones_unguiculatus ENSMUGG00000005574
meriones_unguiculatus ENSMUGG00000004406
meriones_unguiculatus ENSMUGG00000005145
meriones_unguiculatus ENSMUGG00000002061
meriones_unguiculatus ENSMUGG00000001718
meriones_unguiculatus ENSMUGG00000007655
meriones_unguiculatus ENSMUGG00000022836
meriones_unguiculatus ENSMUGG00000015064
meriones_unguiculatus ENSMUGG00000024182
mus_caroli MGP_CAROLIEiJ_G0000079
mus_musculus ENSMUSG00000076575
mus_spretus MGP_SPRETEiJ_G0000104
peromyscus_maniculatus ENSPEMG00000027313
peromyscus_maniculatus ENSPEMG00000025454
peromyscus_maniculatus ENSPEMG00000031109
peromyscus_maniculatus ENSPEMG00000030193
peromyscus_maniculatus ENSPEMG00000027298
peromyscus_maniculatus ENSPEMG00000030005
peromyscus_maniculatus ENSPEMG00000026280
peromyscus_maniculatus ENSPEMG00000027204
peromyscus_maniculatus ENSPEMG00000027512
microtus_ochrogaster ENSMOCG00000009405
peromyscus_maniculatus ENSPEMG00000022607
peromyscus_maniculatus ENSPEMG00000030933
peromyscus_maniculatus ENSPEMG00000025797
peromyscus_maniculatus ENSPEMG00000026252
microtus_ochrogaster ENSMOCG00000013661
cricetulus_griseus ENSCGRG00015013953
cricetulus_griseus ENSCGRG00015002249
cricetulus_griseus ENSCGRG00001014200
cricetulus_griseus ENSCGRG00001012707
cricetulus_griseus ENSCGRG00015011892
cricetulus_griseus ENSCGRG00015008101
cricetulus_griseus ENSCGRG00015008222
peromyscus_maniculatus ENSPEMG00000029565
peromyscus_maniculatus ENSPEMG00000025610
peromyscus_maniculatus ENSPEMG00000027741
cricetulus_griseus ENSCGRG00015008220
mesocricetus_auratus ENSMAUG00000016790
microtus_ochrogaster ENSMOCG00000004970
mus_spretus MGP_SPRETEiJ_G0000105
mus_caroli MGP_CAROLIEiJ_G0000080
mus_musculus ENSMUSG00000076576
rattus_norvegicus ENSRNOG00000048167
mus_musculus ENSMUSG00000076594
mus_musculus ENSMUSG00000096844
mus_musculus ENSMUSG00000095630
mus_spicilegus ENSMSIG00000008477
mus_spicilegus ENSMSIG00000007503
mus_musculus ENSMUSG00000094797
mus_musculus ENSMUSG00000094930
mus_musculus ENSMUSG00000095794
mus_spicilegus ENSMSIG00000006349
mus_spretus MGP_SPRETEiJ_G0000106
mus_spretus MGP_SPRETEiJ_G0000107
mus_musculus ENSMUSG00000076578
mus_musculus ENSMUSG00000076587
mus_spicilegus ENSMSIG00000020756
rattus_norvegicus ENSRNOG00000043155
rattus_norvegicus ENSRNOG00000038274
rattus_norvegicus ENSRNOG00000046289
rattus_norvegicus ENSRNOG00000049299
meriones_unguiculatus ENSMUGG00000006419
meriones_unguiculatus ENSMUGG00000022814
meriones_unguiculatus ENSMUGG00000003012
meriones_unguiculatus ENSMUGG00000005949
meriones_unguiculatus ENSMUGG00000008253
meriones_unguiculatus ENSMUGG00000001829
meriones_unguiculatus ENSMUGG00000022815
meriones_unguiculatus ENSMUGG00000011803
meriones_unguiculatus ENSMUGG00000000877
meriones_unguiculatus ENSMUGG00000019960
meriones_unguiculatus ENSMUGG00000024783
meriones_unguiculatus ENSMUGG00000024787
meriones_unguiculatus ENSMUGG00000007634
meriones_unguiculatus ENSMUGG00000011814
meriones_unguiculatus ENSMUGG00000007673
meriones_unguiculatus ENSMUGG00000010357
meriones_unguiculatus ENSMUGG00000008695
meriones_unguiculatus ENSMUGG00000003017
meriones_unguiculatus ENSMUGG00000005041
meriones_unguiculatus ENSMUGG00000026266
meriones_unguiculatus ENSMUGG00000011655
meriones_unguiculatus ENSMUGG00000026268
meriones_unguiculatus ENSMUGG00000011808
meriones_unguiculatus ENSMUGG00000005531
meriones_unguiculatus ENSMUGG00000026267
cricetulus_griseus ENSCGRG00015011885
urocitellus_parryii ENSUPAG00010010374
spermophilus_dauricus ENSSDAG00000016740
spermophilus_dauricus ENSSDAG00000024709
spermophilus_dauricus ENSSDAG00000024705
marmota_marmota ENSMMMG00000003485
spermophilus_dauricus ENSSDAG00000018399
urocitellus_parryii ENSUPAG00010001788
spermophilus_dauricus ENSSDAG00000024701
urocitellus_parryii ENSUPAG00010009589
propithecus_coquereli ENSPCOG00000020049
prolemur_simus ENSPSMG00000022675
microcebus_murinus ENSMICG00000033265
otolemur_garnettii ENSOGAG00000017219
loxodonta_africana ENSLAFG00000029707
echinops_telfairi ENSETEG00000002691
echinops_telfairi ENSETEG00000002700
echinops_telfairi ENSETEG00000002696
echinops_telfairi ENSETEG00000020397
echinops_telfairi ENSETEG00000017142
echinops_telfairi ENSETEG00000014796
echinops_telfairi ENSETEG00000002707
echinops_telfairi ENSETEG00000002695
dasypus_novemcinctus ENSDNOG00000031990
tupaia_belangeri ENSTBEG00000011111
ornithorhynchus_anatinus ENSOANG00000010340
gopherus_agassizii ENSGAGG00000009024
chelonoidis_abingdonii ENSCABG00000015523
chrysemys_picta ENSCPBG00000006069
gopherus_agassizii ENSGAGG00000016355
gopherus_agassizii ENSGAGG00000016358
chelonoidis_abingdonii ENSCABG00000018503
chelonoidis_abingdonii ENSCABG00000015970
gopherus_agassizii ENSGAGG00000016352
chrysemys_picta ENSCPBG00000005497
chelonoidis_abingdonii ENSCABG00000017831
chelonoidis_abingdonii ENSCABG00000020346
gopherus_agassizii ENSGAGG00000011468
gopherus_agassizii ENSGAGG00000018674
chelonoidis_abingdonii ENSCABG00000021266
chrysemys_picta ENSCPBG00000002193
chrysemys_picta ENSCPBG00000002310
chrysemys_picta ENSCPBG00000015239
gopherus_agassizii ENSGAGG00000006095
gopherus_agassizii ENSGAGG00000017282
chrysemys_picta ENSCPBG00000003087
chelonoidis_abingdonii ENSCABG00000020143
chrysemys_picta ENSCPBG00000004132
chrysemys_picta ENSCPBG00000002506
chrysemys_picta ENSCPBG00000005565
chelonoidis_abingdonii ENSCABG00000008632
chelonoidis_abingdonii ENSCABG00000013716
gopherus_agassizii ENSGAGG00000017285
pelodiscus_sinensis ENSPSIG00000001701
chelonoidis_abingdonii ENSCABG00000001907
chrysemys_picta ENSCPBG00000002137
chrysemys_picta ENSCPBG00000005594
gopherus_agassizii ENSGAGG00000009028
chrysemys_picta ENSCPBG00000004694
chrysemys_picta ENSCPBG00000005798
chrysemys_picta ENSCPBG00000002279
chrysemys_picta ENSCPBG00000002237
chrysemys_picta ENSCPBG00000002358
pelodiscus_sinensis ENSPSIG00000000926
chelonoidis_abingdonii ENSCABG00000005809
chrysemys_picta ENSCPBG00000002206
chelonoidis_abingdonii ENSCABG00000018501
chelonoidis_abingdonii ENSCABG00000001915
chrysemys_picta ENSCPBG00000005585
chrysemys_picta ENSCPBG00000005580
chrysemys_picta ENSCPBG00000005570
sphenodon_punctatus ENSSPUG00000017494
cyprinodon_variegatus ENSCVAG00000005496
kryptolebias_marmoratus ENSKMAG00000003799
poecilia_mexicana ENSPMEG00000000157
xiphophorus_maculatus ENSXMAG00000028152
cyprinodon_variegatus ENSCVAG00000002358
oryzias_latipes ENSORLG00000001182
oryzias_melastigma ENSOMEG00000007831
astatotilapia_calliptera ENSACLG00000014777
haplochromis_burtoni ENSHBUG00000021834
periophthalmus_magnuspinnatus ENSPMGG00000022964
pygocentrus_nattereri ENSPNAG00000017474
pygocentrus_nattereri ENSPNAG00000003462
lepisosteus_oculatus ENSLOCG00000000243
erpetoichthys_calabaricus ENSECRG00000001458
erpetoichthys_calabaricus ENSECRG00000001419
