lepidothrix_coronata ENSLCOG00000014745
paramormyrops_kingsleyae ENSPKIG00000022010
scleropages_formosus ENSSFOG00015011265
lepisosteus_oculatus ENSLOCG00000014964
amphiprion_ocellaris ENSAOCG00000002772
amphiprion_percula ENSAPEG00000015986
acanthochromis_polyacanthus ENSAPOG00000017815
stegastes_partitus ENSSPAG00000016163
parambassis_ranga ENSPRNG00000010715
astatotilapia_calliptera ENSACLG00000020745
maylandia_zebra ENSMZEG00005005046
haplochromis_burtoni ENSHBUG00000000614
pundamilia_nyererei ENSPNYG00000000030
neolamprologus_brichardi ENSNBRG00000000349
oreochromis_niloticus ENSONIG00000015875
amphilophus_citrinellus ENSACIG00000022304
fundulus_heteroclitus ENSFHEG00000005861
cyprinodon_variegatus ENSCVAG00000020753
poecilia_latipinna ENSPLAG00000010355
poecilia_latipinna ENSPLAG00000010287
poecilia_formosa ENSPFOG00000003791
poecilia_formosa ENSPFOG00000003547
poecilia_latipinna ENSPLAG00000009731
poecilia_mexicana ENSPMEG00000007269
poecilia_reticulata ENSPREG00000002728
xiphophorus_couchianus ENSXCOG00000013361
xiphophorus_maculatus ENSXMAG00000003954
gambusia_affinis ENSGAFG00000015321
kryptolebias_marmoratus ENSKMAG00000007260
oryzias_latipes ENSORLG00020000602
oryzias_latipes ENSORLG00000008864
oryzias_latipes ENSORLG00015015905
oryzias_melastigma ENSOMEG00000019128
gouania_willdenowi ENSGWIG00000017308
cottoperca_gobio ENSCGOG00000021759
larimichthys_crocea ENSLCRG00005002003
labrus_bergylta ENSLBEG00000015182
monopterus_albus ENSMALG00000013222
mastacembelus_armatus ENSMAMG00000016722
anabas_testudineus ENSATEG00000017043
betta_splendens ENSBSLG00000001783
seriola_lalandi ENSSLDG00000024302
seriola_dumerili ENSSDUG00000014491
lates_calcarifer ENSLCAG00010025753
scophthalmus_maximus ENSSMAG00000014170
hippocampus_comes ENSHCOG00000003439
tetraodon_nigroviridis ENSTNIG00000010118
takifugu_rubripes ENSTRUG00000004575
cynoglossus_semilaevis ENSCSEG00000020272
periophthalmus_magnuspinnatus ENSPMGG00000002184
gadus_morhua ENSGMOG00000002422
hucho_hucho ENSHHUG00000039347
erpetoichthys_calabaricus ENSECRG00000015383
ictalurus_punctatus ENSIPUG00000021967
bos_taurus ENSBTAG00000054062
canis_lupus ENSCAFG00000048451
myotis_lucifugus ENSMLUG00000013140
ciona_intestinalis ENSCING00000005017
ciona_savignyi ENSCSAVG00000005479
