mastacembelus_armatus ENSMAMG00000008197
myotis_lucifugus ENSMLUG00000014280
equus_asinus_asinus ENSEASG00005018821
equus_caballus ENSECAG00000032748
sus_scrofa ENSSSCG00000021663
pteropus_vampyrus ENSPVAG00000010097
ursus_americanus ENSUAMG00000020483
ursus_maritimus ENSUMAG00000015210
ailuropoda_melanoleuca ENSAMEG00000010139
mustela_putorius_furo ENSMPUG00000012830
neovison_vison ENSNVIG00000002543
canis_lupus_familiaris ENSCAFG00000028770
canis_lupus_dingo ENSCAFG00020003735
vulpes_vulpes ENSVVUG00000023997
panthera_tigris_altaica ENSPTIG00000012596
panthera_pardus ENSPPRG00000024913
felis_catus ENSFCAG00000038953
erinaceus_europaeus ENSEEUG00000002597
sorex_araneus ENSSARG00000006548
procavia_capensis ENSPCAG00000000561
echinops_telfairi ENSETEG00000008089
loxodonta_africana ENSLAFG00000010072
dasypus_novemcinctus ENSDNOG00000007681
ornithorhynchus_anatinus ENSOANG00000005801
xenopus_tropicalis ENSXETG00000015984
latimeria_chalumnae ENSLACG00000005267
eptatretus_burgeri ENSEBUG00000008264
saccharomyces_cerevisiae YDR412W
