propithecus_coquereli ENSPCOG00000022866
pongo_abelii ENSPPYG00000001255
tupaia_belangeri ENSTBEG00000017761
homo_sapiens ENSG00000275774
pan_troglodytes ENSPTRG00000043617
homo_sapiens ENSG00000179172
pan_troglodytes ENSPTRG00000039710
homo_sapiens ENSG00000277058
homo_sapiens ENSG00000179412
pan_troglodytes ENSPTRG00000048096
pongo_abelii ENSPPYG00000001860
piliocolobus_tephrosceles ENSPTEG00000005604
piliocolobus_tephrosceles ENSPTEG00000007792
rhinopithecus_bieti ENSRBIG00000006622
chlorocebus_sabaeus ENSCSAG00000000637
macaca_fascicularis ENSMFAG00000002431
aotus_nancymaae ENSANAG00000018389
dasypus_novemcinctus ENSDNOG00000044551
cebus_capucinus ENSCCAG00000020533
aotus_nancymaae ENSANAG00000029835
macaca_fascicularis ENSMFAG00000031240
papio_anubis ENSPANG00000018274
cercocebus_atys ENSCATG00000035936
theropithecus_gelada ENSTGEG00000003360
macaca_fascicularis ENSMFAG00000000371
rhinopithecus_roxellana ENSRROG00000036842
canis_lupus ENSCAFG00000005504
aotus_nancymaae ENSANAG00000038269
aotus_nancymaae ENSANAG00000037534
rhinopithecus_bieti ENSRBIG00000034098
rhinopithecus_roxellana ENSRROG00000009630
colobus_angolensis ENSCANG00000031846
colobus_angolensis ENSCANG00000037885
aotus_nancymaae ENSANAG00000025823
papio_anubis ENSPANG00000020782
papio_anubis ENSPANG00000031574
macaca_nemestrina ENSMNEG00000042280
carlito_syrichta ENSTSYG00000003305
carlito_syrichta ENSTSYG00000026064
microcebus_murinus ENSMICG00000028823
vulpes_vulpes ENSVVUG00000009265
canis_lupus ENSCAFG00020014469
ailuropoda_melanoleuca ENSAMEG00000006492
loxodonta_africana ENSLAFG00000009341
colobus_angolensis ENSCANG00000034732
piliocolobus_tephrosceles ENSPTEG00000035215
pan_troglodytes ENSPTRG00000043496
pan_paniscus ENSPPAG00000030712
gorilla_gorilla ENSGGOG00000022340
nomascus_leucogenys ENSNLEG00000028515
nomascus_leucogenys ENSNLEG00000018726
saimiri_boliviensis ENSSBOG00000028154
mesocricetus_auratus ENSMAUG00000000080
mustela_putorius ENSMPUG00000016707
pan_paniscus ENSPPAG00000034008
piliocolobus_tephrosceles ENSPTEG00000014396
piliocolobus_tephrosceles ENSPTEG00000008954
saimiri_boliviensis ENSSBOG00000030368
carlito_syrichta ENSTSYG00000034314
spermophilus_dauricus ENSSDAG00000017188
cebus_capucinus ENSCCAG00000035141
callithrix_jacchus ENSCJAG00000065180
otolemur_garnettii ENSOGAG00000028828
oryctolagus_cuniculus ENSOCUG00000031298
parus_major ENSPMJG00000013491
capra_hircus ENSCHIG00000022536
cebus_capucinus ENSCCAG00000023170
saimiri_boliviensis ENSSBOG00000032742
otolemur_garnettii ENSOGAG00000033117
ictidomys_tridecemlineatus ENSSTOG00000021413
cricetulus_griseus ENSCGRG00001006054
sorex_araneus ENSSARG00000003711
choloepus_hoffmanni ENSCHOG00000010033
oryctolagus_cuniculus ENSOCUG00000015029
oryctolagus_cuniculus ENSOCUG00000008851
oryctolagus_cuniculus ENSOCUG00000000339
sus_scrofa ENSSSCG00000038947
mustela_putorius ENSMPUG00000000164
vulpes_vulpes ENSVVUG00000012230
neovison_vison ENSNVIG00000014228
canis_lupus ENSCAFG00000018380
ursus_maritimus ENSUMAG00000003799
panthera_tigris ENSPTIG00000021061
bos_indicus ENSBIXG00005005666
bos_indicus ENSBIXG00000022695
bos_taurus ENSBTAG00000011396
bison_bison ENSBBBG00000009112
bos_mutus ENSBMUG00000018692
bos_indicus ENSBIXG00005020951
vicugna_pacos ENSVPAG00000007337
panthera_pardus ENSPPRG00000008763
felis_catus ENSFCAG00000014889
ovis_aries ENSOARG00000019672
capra_hircus ENSCHIG00000026850
ursus_americanus ENSUAMG00000007908
pteropus_vampyrus ENSPVAG00000004499
dasypus_novemcinctus ENSDNOG00000003161
dasypus_novemcinctus ENSDNOG00000040064
ochotona_princeps ENSOPRG00000002800
dipodomys_ordii ENSDORG00000012163
peromyscus_maniculatus ENSPEMG00000030844
peromyscus_maniculatus ENSPEMG00000017675
oryctolagus_cuniculus ENSOCUG00000032178
vulpes_vulpes ENSVVUG00000022952
cercocebus_atys ENSCATG00000030828
heterocephalus_glaber ENSHGLG00000002785
aotus_nancymaae ENSANAG00000028089
dasypus_novemcinctus ENSDNOG00000032764
myotis_lucifugus ENSMLUG00000007853
erinaceus_europaeus ENSEEUG00000007472
equus_caballus ENSECAG00000017645
equus_asinus ENSEASG00005010413
heterocephalus_glaber ENSHGLG00000005772
heterocephalus_glaber ENSHGLG00100001282
fukomys_damarensis ENSFDAG00000003406
chinchilla_lanigera ENSCLAG00000000947
cavia_porcellus ENSCPOG00000001474
cavia_aperea ENSCAPG00000008726
octodon_degus ENSODEG00000008102
octodon_degus ENSODEG00000001160
octodon_degus ENSODEG00000000603
octodon_degus ENSODEG00000020161
octodon_degus ENSODEG00000012803
octodon_degus ENSODEG00000017188
marmota_marmota ENSMMMG00000014501
spermophilus_dauricus ENSSDAG00000002556
dasypus_novemcinctus ENSDNOG00000009263
otolemur_garnettii ENSOGAG00000029866
otolemur_garnettii ENSOGAG00000032179
otolemur_garnettii ENSOGAG00000032454
otolemur_garnettii ENSOGAG00000012543
otolemur_garnettii ENSOGAG00000032867
castor_canadensis ENSCCNG00000005742
procavia_capensis ENSPCAG00000003025
notamacropus_eugenii ENSMEUG00000010928
vombatus_ursinus ENSVURG00010020109
phascolarctos_cinereus ENSPCIG00000020021
sarcophilus_harrisii ENSSHAG00000006145
monodelphis_domestica ENSMODG00000006606
ornithorhynchus_anatinus ENSOANG00000015707
cricetulus_griseus ENSCGRG00000009850
cricetulus_griseus ENSCGRG00001024282
cricetulus_griseus ENSCGRG00015020740
mesocricetus_auratus ENSMAUG00000020887
nannospalax_galili ENSNGAG00000018256
heterocephalus_glaber ENSHGLG00000015984
heterocephalus_glaber ENSHGLG00100017195
heterocephalus_glaber ENSHGLG00100019072
heterocephalus_glaber ENSHGLG00000014317
cebus_capucinus ENSCCAG00000022114
saimiri_boliviensis ENSSBOG00000022725
saimiri_boliviensis ENSSBOG00000028896
cebus_capucinus ENSCCAG00000014874
aotus_nancymaae ENSANAG00000027016
pan_troglodytes ENSPTRG00000043469
pan_paniscus ENSPPAG00000041389
nomascus_leucogenys ENSNLEG00000009500
rhinopithecus_roxellana ENSRROG00000029991
macaca_nemestrina ENSMNEG00000041647
pan_troglodytes ENSPTRG00000045559
pan_paniscus ENSPPAG00000033436
gorilla_gorilla ENSGGOG00000028510
saimiri_boliviensis ENSSBOG00000021934
bos_indicus ENSBIXG00000006877
bos_mutus ENSBMUG00000021520
bison_bison ENSBBBG00000007260
bos_taurus ENSBTAG00000049420
canis_lupus ENSCAFG00000042810
ovis_aries ENSOARG00000010292
dasypus_novemcinctus ENSDNOG00000043205
serinus_canaria ENSSCAG00000001071
mus_spicilegus ENSMSIG00000021798
mus_musculus ENSMUSG00000060373
mus_spretus MGP_SPRETEiJ_G0020126
mus_caroli MGP_CAROLIEiJ_G0019234
mus_pahari MGP_PahariEiJ_G0030256
rattus_norvegicus ENSRNOG00000011621
rattus_norvegicus ENSRNOG00000050800
meriones_unguiculatus ENSMUGG00000017662
cricetulus_griseus ENSCGRG00000012098
cricetulus_griseus ENSCGRG00001004415
cricetulus_griseus ENSCGRG00015003739
mesocricetus_auratus ENSMAUG00000000739
peromyscus_maniculatus ENSPEMG00000017899
microtus_ochrogaster ENSMOCG00000001623
nannospalax_galili ENSNGAG00000020552
jaculus_jaculus ENSJJAG00000019720
jaculus_jaculus ENSJJAG00000020950
jaculus_jaculus ENSJJAG00000024039
jaculus_jaculus ENSJJAG00000017581
jaculus_jaculus ENSJJAG00000000615
jaculus_jaculus ENSJJAG00000019199
jaculus_jaculus ENSJJAG00000014312
fukomys_damarensis ENSFDAG00000010728
jaculus_jaculus ENSJJAG00000022293
capra_hircus ENSCHIG00000015259
pogona_vitticeps ENSPVIG00000004580
anolis_carolinensis ENSACAG00000029093
notechis_scutatus ENSNSUG00000004868
salvator_merianae ENSSMRG00000005311
sphenodon_punctatus ENSSPUG00000018728
gopherus_agassizii ENSGAGG00000011310
chelonoidis_abingdonii ENSCABG00000012576
chrysemys_picta ENSCPBG00000011437
pelodiscus_sinensis ENSPSIG00000012177
apteryx_haastii ENSAHAG00000018172
apteryx_owenii ENSAOWG00000019363
dromaius_novaehollandiae ENSDNVG00000000821
oryctolagus_cuniculus ENSOCUG00000013026
carlito_syrichta ENSTSYG00000027744
microtus_ochrogaster ENSMOCG00000020993
aotus_nancymaae ENSANAG00000034055
otolemur_garnettii ENSOGAG00000034058
tupaia_belangeri ENSTBEG00000011514
piliocolobus_tephrosceles ENSPTEG00000038526
ictidomys_tridecemlineatus ENSSTOG00000030323
phascolarctos_cinereus ENSPCIG00000033123
lonchura_striata ENSLSDG00000008464
echinops_telfairi ENSETEG00000008069
apteryx_rowi ENSARWG00000008414
macaca_mulatta ENSMMUG00000018813
xenopus_tropicalis ENSXETG00000010133
latimeria_chalumnae ENSLACG00000012197
