cyanistes_caeruleus ENSCCEG00000020875
mastacembelus_armatus ENSMAMG00000008356
cynoglossus_semilaevis ENSCSEG00000019300
seriola_dumerili ENSSDUG00000014853
seriola_lalandi_dorsalis ENSSLDG00000002260
scophthalmus_maximus ENSSMAG00000005874
amphiprion_percula ENSAPEG00000005098
amphiprion_ocellaris ENSAOCG00000023083
acanthochromis_polyacanthus ENSAPOG00000018672
stegastes_partitus ENSSPAG00000023502
astatotilapia_calliptera ENSACLG00000008273
pundamilia_nyererei ENSPNYG00000016209
haplochromis_burtoni ENSHBUG00000006576
maylandia_zebra ENSMZEG00005027145
oreochromis_niloticus ENSONIG00000012329
neolamprologus_brichardi ENSNBRG00000019313
amphilophus_citrinellus ENSACIG00000014597
fundulus_heteroclitus ENSFHEG00000005898
cyprinodon_variegatus ENSCVAG00000015180
xiphophorus_maculatus ENSXMAG00000026538
xiphophorus_couchianus ENSXCOG00000007466
gambusia_affinis ENSGAFG00000007339
poecilia_formosa ENSPFOG00000003542
poecilia_latipinna ENSPLAG00000001836
poecilia_mexicana ENSPMEG00000017143
poecilia_reticulata ENSPREG00000019790
kryptolebias_marmoratus ENSKMAG00000020288
oryzias_latipes_asm223469v1 ENSORLG00015021589
oryzias_latipes ENSORLG00000008434
oryzias_latipes ENSORLG00020005083
oryzias_melastigma ENSOMEG00000014783
hippocampus_comes ENSHCOG00000002470
periophthalmus_magnuspinnatus ENSPMGG00000004371
gadus_morhua ENSGMOG00000010870
esox_lucius ENSELUG00000020164
cynoglossus_semilaevis ENSCSEG00000018163
lepisosteus_oculatus ENSLOCG00000009662
petromyzon_marinus ENSPMAG00000008380
eptatretus_burgeri ENSEBUG00000002013
