erinaceus_europaeus ENSEEUG00000004006
fukomys_damarensis ENSFDAG00000004988
cavia_aperea ENSCAPG00000015127
cavia_porcellus ENSCPOG00000012100
octodon_degus ENSODEG00000014980
chinchilla_lanigera ENSCLAG00000004774
spermophilus_dauricus ENSSDAG00000000150
spermophilus_dauricus ENSSDAG00000003948
urocitellus_parryii ENSUPAG00010023725
ictidomys_tridecemlineatus ENSSTOG00000006068
marmota_marmota_marmota ENSMMMG00000014317
ochotona_princeps ENSOPRG00000012827
oryctolagus_cuniculus ENSOCUG00000008805
choloepus_hoffmanni ENSCHOG00000010172
dasypus_novemcinctus ENSDNOG00000014570
loxodonta_africana ENSLAFG00000016667
procavia_capensis ENSPCAG00000001549
echinops_telfairi ENSETEG00000018149
canis_lupus_familiaris ENSCAFG00000024062
vulpes_vulpes ENSVVUG00000004943
ailuropoda_melanoleuca ENSAMEG00000001454
mustela_putorius_furo ENSMPUG00000006902
dasypus_novemcinctus ENSDNOG00000048529
notamacropus_eugenii ENSMEUG00000009175
phascolarctos_cinereus ENSPCIG00000024672
sarcophilus_harrisii ENSSHAG00000011116
monodelphis_domestica ENSMODG00000003256
ornithorhynchus_anatinus ENSOANG00000002356
calidris_pygmaea ENSCPGG00000018486
calidris_pugnax ENSCPUG00000011015
melopsittacus_undulatus ENSMUNG00000001650
lepidothrix_coronata ENSLCOG00000012438
manacus_vitellinus ENSMVIG00005013757
lonchura_striata_domestica ENSLSDG00000004872
taeniopygia_guttata ENSTGUG00000008034
serinus_canaria ENSSCAG00000008387
ficedula_albicollis ENSFALG00000002896
cyanistes_caeruleus ENSCCEG00000006122
parus_major ENSPMJG00000013776
junco_hyemalis ENSJHYG00000006328
zonotrichia_albicollis ENSZALG00000004674
parus_major ENSPMJG00000013778
numida_meleagris ENSNMEG00000005346
numida_meleagris ENSNMEG00000005345
gallus_gallus ENSGALG00000000608
anas_platyrhynchos_platyrhynchos ENSAPLG00000003035
apteryx_owenii ENSAOWG00000008916
apteryx_owenii ENSAOWG00000000447
apteryx_haastii ENSAHAG00000012404
apteryx_rowi ENSARWG00000005425
nothoprocta_perdicaria ENSNPEG00000005038
dromaius_novaehollandiae ENSDNVG00000008464
crocodylus_porosus ENSCPRG00005008089
pelodiscus_sinensis ENSPSIG00000016752
pelodiscus_sinensis ENSPSIG00000006942
chelonoidis_abingdonii ENSCABG00000013482
gopherus_agassizii ENSGAGG00000010035
chrysemys_picta_bellii ENSCPBG00000005354
pogona_vitticeps ENSPVIG00000011375
anolis_carolinensis ENSACAG00000002779
notechis_scutatus ENSNSUG00000020403
notechis_scutatus ENSNSUG00000020421
salvator_merianae ENSSMRG00000007189
sphenodon_punctatus ENSSPUG00000006240
coturnix_japonica ENSCJPG00005015073
meleagris_gallopavo ENSMGAG00000008446
anas_platyrhynchos_platyrhynchos ENSAPLG00000020626
parus_major ENSPMJG00000013777
ficedula_albicollis ENSFALG00000002955
junco_hyemalis ENSJHYG00000006271
serinus_canaria ENSSCAG00000008333
lonchura_striata_domestica ENSLSDG00000004905
cyanistes_caeruleus ENSCCEG00000004342
lepidothrix_coronata ENSLCOG00000012437
calidris_pygmaea ENSCPGG00000018481
calidris_pugnax ENSCPUG00000010645
apteryx_owenii ENSAOWG00000007387
apteryx_haastii ENSAHAG00000012436
apteryx_rowi ENSARWG00000005443
dromaius_novaehollandiae ENSDNVG00000006259
manacus_vitellinus ENSMVIG00005013614
crocodylus_porosus ENSCPRG00005008049
pogona_vitticeps ENSPVIG00000011374
notechis_scutatus ENSNSUG00000020404
salvator_merianae ENSSMRG00000007176
sphenodon_punctatus ENSSPUG00000006278
gopherus_agassizii ENSGAGG00000010041
chelonoidis_abingdonii ENSCABG00000013756
chrysemys_picta_bellii ENSCPBG00000013777
pelodiscus_sinensis ENSPSIG00000016890
dasypus_novemcinctus ENSDNOG00000016532
xenopus_tropicalis ENSXETG00000016379
ornithorhynchus_anatinus ENSOANG00000002353
eptatretus_burgeri ENSEBUG00000004333
latimeria_chalumnae ENSLACG00000005376
danio_rerio ENSDARG00000058546
petromyzon_marinus ENSPMAG00000003266
ciona_intestinalis ENSCING00000006530
ciona_savignyi ENSCSAVG00000009349
