bos_mutus ENSBMUG00000014403
heterocephalus_glaber_female ENSHGLG00000001652
heterocephalus_glaber_male ENSHGLG00100003019
octodon_degus ENSODEG00000006708
tupaia_belangeri ENSTBEG00000003196
dipodomys_ordii ENSDORG00000003167
castor_canadensis ENSCCNG00000022502
mus_spicilegus ENSMSIG00000004973
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021610
mus_musculus ENSMUSG00000075229
mus_pahari MGP_PahariEiJ_G0016415
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020712
rattus_norvegicus ENSRNOG00000031653
peromyscus_maniculatus_bairdii ENSPEMG00000017093
cricetulus_griseus_chok1gshd ENSCGRG00001007596
cricetulus_griseus_crigri-picr ENSCGRG00015018409
cricetulus_griseus_crigri ENSCGRG00000001266
mesocricetus_auratus ENSMAUG00000020065
microtus_ochrogaster ENSMOCG00000022565
meriones_unguiculatus ENSMUGG00000000524
nannospalax_galili ENSNGAG00000021453
urocitellus_parryii ENSUPAG00010020528
ictidomys_tridecemlineatus ENSSTOG00000004419
marmota_marmota_marmota ENSMMMG00000013503
spermophilus_dauricus ENSSDAG00000006868
jaculus_jaculus ENSJJAG00000003637
fukomys_damarensis ENSFDAG00000020365
ochotona_princeps ENSOPRG00000004742
oryctolagus_cuniculus ENSOCUG00000002682
carlito_syrichta ENSTSYG00000012115
loxodonta_africana ENSLAFG00000016049
echinops_telfairi ENSETEG00000003564
choloepus_hoffmanni ENSCHOG00000004505
dasypus_novemcinctus ENSDNOG00000005535
notamacropus_eugenii ENSMEUG00000012174
phascolarctos_cinereus ENSPCIG00000025713
monodelphis_domestica ENSMODG00000018298
sarcophilus_harrisii ENSSHAG00000013662
calidris_pygmaea ENSCPGG00000006342
calidris_pugnax ENSCPUG00000006010
melopsittacus_undulatus ENSMUNG00000004731
taeniopygia_guttata ENSTGUG00000013345
serinus_canaria ENSSCAG00000011498
junco_hyemalis ENSJHYG00000009508
zonotrichia_albicollis ENSZALG00000018011
lonchura_striata_domestica ENSLSDG00000006725
parus_major ENSPMJG00000010102
cyanistes_caeruleus ENSCCEG00000002198
ficedula_albicollis ENSFALG00000004953
lepidothrix_coronata ENSLCOG00000001997
meleagris_gallopavo ENSMGAG00000013996
dromaius_novaehollandiae ENSDNVG00000015954
nothoprocta_perdicaria ENSNPEG00000008761
gallus_gallus ENSGALG00000014413
coturnix_japonica ENSCJPG00005016707
numida_meleagris ENSNMEG00000016915
anser_brachyrhynchus ENSABRG00000002572
manacus_vitellinus ENSMVIG00005012296
apteryx_haastii ENSAHAG00000011639
apteryx_owenii ENSAOWG00000005638
apteryx_rowi ENSARWG00000008768
crocodylus_porosus ENSCPRG00005012325
gopherus_agassizii ENSGAGG00000019656
chelonoidis_abingdonii ENSCABG00000001691
chrysemys_picta_bellii ENSCPBG00000000693
pelodiscus_sinensis ENSPSIG00000016987
anolis_carolinensis ENSACAG00000006601
pogona_vitticeps ENSPVIG00000025241
salvator_merianae ENSSMRG00000011076
notechis_scutatus ENSNSUG00000019131
sphenodon_punctatus ENSSPUG00000004915
latimeria_chalumnae ENSLACG00000006281
xenopus_tropicalis ENSXETG00000002796
xiphophorus_maculatus ENSXMAG00000022563
xiphophorus_couchianus ENSXCOG00000009969
gambusia_affinis ENSGAFG00000006072
poecilia_formosa ENSPFOG00000003995
poecilia_latipinna ENSPLAG00000007608
poecilia_mexicana ENSPMEG00000005595
poecilia_reticulata ENSPREG00000020406
fundulus_heteroclitus ENSFHEG00000012752
cyprinodon_variegatus ENSCVAG00000006873
kryptolebias_marmoratus ENSKMAG00000009955
periophthalmus_magnuspinnatus ENSPMGG00000023688
cynoglossus_semilaevis ENSCSEG00000016861
maylandia_zebra ENSMZEG00005021981
pundamilia_nyererei ENSPNYG00000004466
haplochromis_burtoni ENSHBUG00000016889
astatotilapia_calliptera ENSACLG00000026966
neolamprologus_brichardi ENSNBRG00000018934
oreochromis_niloticus ENSONIG00000005769
amphilophus_citrinellus ENSACIG00000021272
oryzias_latipes ENSORLG00000024197
oryzias_latipes_asm223469v1 ENSORLG00015013218
oryzias_latipes ENSORLG00020013354
oryzias_melastigma ENSOMEG00000006576
mola_mola ENSMMOG00000009844
takifugu_rubripes ENSTRUG00000017648
takifugu_rubripes ENSTRUG00000001444
tetraodon_nigroviridis ENSTNIG00000012730
hippocampus_comes ENSHCOG00000005179
mastacembelus_armatus ENSMAMG00000005663
monopterus_albus ENSMALG00000005369
seriola_dumerili ENSSDUG00000016509
seriola_lalandi_dorsalis ENSSLDG00000013727
scophthalmus_maximus ENSSMAG00000013961
anabas_testudineus ENSATEG00000009463
labrus_bergylta ENSLBEG00000018746
labrus_bergylta ENSLBEG00000005374
gasterosteus_aculeatus ENSGACG00000003271
amphiprion_ocellaris ENSAOCG00000000582
amphiprion_percula ENSAPEG00000019188
acanthochromis_polyacanthus ENSAPOG00000020382
stegastes_partitus ENSSPAG00000003963
gadus_morhua ENSGMOG00000008731
esox_lucius ENSELUG00000000112
pygocentrus_nattereri ENSPNAG00000020380
astyanax_mexicanus ENSAMXG00000038961
ictalurus_punctatus ENSIPUG00000011099
danio_rerio ENSDARG00000045351
scleropages_formosus ENSSFOG00015016820
paramormyrops_kingsleyae ENSPKIG00000025147
lepisosteus_oculatus ENSLOCG00000003236
eptatretus_burgeri ENSEBUG00000013516
ciona_intestinalis ENSCING00000014649
ciona_savignyi ENSCSAVG00000003540
drosophila_melanogaster FBgn0036909
