taeniopygia_guttata ENSTGUG00000011463
dipodomys_ordii ENSDORG00000016120
ictidomys_tridecemlineatus ENSSTOG00000001687
urocitellus_parryii ENSUPAG00010001020
spermophilus_dauricus ENSSDAG00000003372
marmota_marmota_marmota ENSMMMG00000016824
cavia_porcellus ENSCPOG00000001482
cavia_aperea ENSCAPG00000010517
chinchilla_lanigera ENSCLAG00000003920
heterocephalus_glaber_female ENSHGLG00000012311
heterocephalus_glaber_male ENSHGLG00100008560
heterocephalus_glaber_female ENSHGLG00000005996
heterocephalus_glaber_male ENSHGLG00100006882
fukomys_damarensis ENSFDAG00000018410
oryctolagus_cuniculus ENSOCUG00000003516
ochotona_princeps ENSOPRG00000009516
tupaia_belangeri ENSTBEG00000008907
dasypus_novemcinctus ENSDNOG00000015492
cebus_capucinus ENSCCAG00000022168
aotus_nancymaae ENSANAG00000014988
gorilla_gorilla ENSGGOG00000042199
heterocephalus_glaber_male ENSHGLG00100003610
heterocephalus_glaber_female ENSHGLG00000009819
octodon_degus ENSODEG00000009053
choloepus_hoffmanni ENSCHOG00000003478
loxodonta_africana ENSLAFG00000006512
procavia_capensis ENSPCAG00000000971
echinops_telfairi ENSETEG00000016499
ornithorhynchus_anatinus ENSOANG00000020607
sorex_araneus ENSSARG00000011482
notamacropus_eugenii ENSMEUG00000008425
phascolarctos_cinereus ENSPCIG00000005496
sarcophilus_harrisii ENSSHAG00000002614
monodelphis_domestica ENSMODG00000021257
ornithorhynchus_anatinus ENSOANG00000030992
xenopus_tropicalis ENSXETG00000016072
latimeria_chalumnae ENSLACG00000007155
astyanax_mexicanus ENSAMXG00000036673
pygocentrus_nattereri ENSPNAG00000024683
ictalurus_punctatus ENSIPUG00000008224
danio_rerio ENSDARG00000011934
hippocampus_comes ENSHCOG00000015128
periophthalmus_magnuspinnatus ENSPMGG00000015878
poecilia_latipinna ENSPLAG00000008263
poecilia_formosa ENSPFOG00000013877
poecilia_mexicana ENSPMEG00000011010
poecilia_reticulata ENSPREG00000011258
xiphophorus_maculatus ENSXMAG00000009319
xiphophorus_couchianus ENSXCOG00000014231
gambusia_affinis ENSGAFG00000019123
fundulus_heteroclitus ENSFHEG00000017302
cyprinodon_variegatus ENSCVAG00000019972
kryptolebias_marmoratus ENSKMAG00000015017
oryzias_latipes ENSORLG00000012299
oryzias_latipes ENSORLG00020019677
oryzias_latipes_asm223469v1 ENSORLG00015017181
oryzias_melastigma ENSOMEG00000015841
astatotilapia_calliptera ENSACLG00000005555
pundamilia_nyererei ENSPNYG00000006995
maylandia_zebra ENSMZEG00005003039
haplochromis_burtoni ENSHBUG00000014361
neolamprologus_brichardi ENSNBRG00000008792
oreochromis_niloticus ENSONIG00000000749
amphilophus_citrinellus ENSACIG00000005221
amphiprion_ocellaris ENSAOCG00000019011
amphiprion_percula ENSAPEG00000012489
acanthochromis_polyacanthus ENSAPOG00000010729
stegastes_partitus ENSSPAG00000002924
seriola_dumerili ENSSDUG00000012100
seriola_lalandi_dorsalis ENSSLDG00000024264
scophthalmus_maximus ENSSMAG00000014903
mola_mola ENSMMOG00000011906
gasterosteus_aculeatus ENSGACG00000010760
labrus_bergylta ENSLBEG00000028266
labrus_bergylta ENSLBEG00000007282
tetraodon_nigroviridis ENSTNIG00000019431
takifugu_rubripes ENSTRUG00000014211
cynoglossus_semilaevis ENSCSEG00000003658
monopterus_albus ENSMALG00000011480
mastacembelus_armatus ENSMAMG00000001989
anabas_testudineus ENSATEG00000006984
gadus_morhua ENSGMOG00000012852
esox_lucius ENSELUG00000007021
scleropages_formosus ENSSFOG00015009894
paramormyrops_kingsleyae ENSPKIG00000021566
tetraodon_nigroviridis ENSTNIG00000012755
takifugu_rubripes ENSTRUG00000017735
labrus_bergylta ENSLBEG00000019712
gasterosteus_aculeatus ENSGACG00000003621
monopterus_albus ENSMALG00000007931
mastacembelus_armatus ENSMAMG00000002541
cynoglossus_semilaevis ENSCSEG00000017983
seriola_dumerili ENSSDUG00000005594
seriola_lalandi_dorsalis ENSSLDG00000014997
anabas_testudineus ENSATEG00000006946
scophthalmus_maximus ENSSMAG00000012944
mola_mola ENSMMOG00000006091
cyprinodon_variegatus ENSCVAG00000017408
fundulus_heteroclitus ENSFHEG00000013712
gambusia_affinis ENSGAFG00000004643
poecilia_reticulata ENSPREG00000021650
poecilia_formosa ENSPFOG00000013901
poecilia_latipinna ENSPLAG00000013319
poecilia_mexicana ENSPMEG00000007449
xiphophorus_maculatus ENSXMAG00000009188
xiphophorus_couchianus ENSXCOG00000011358
kryptolebias_marmoratus ENSKMAG00000011607
oryzias_latipes_asm223469v1 ENSORLG00015011949
oryzias_latipes ENSORLG00020012278
oryzias_latipes ENSORLG00000009975
oryzias_melastigma ENSOMEG00000005424
maylandia_zebra ENSMZEG00005017698
astatotilapia_calliptera ENSACLG00000027360
pundamilia_nyererei ENSPNYG00000005874
haplochromis_burtoni ENSHBUG00000016049
neolamprologus_brichardi ENSNBRG00000017513
oreochromis_niloticus ENSONIG00000005863
amphilophus_citrinellus ENSACIG00000018838
amphiprion_ocellaris ENSAOCG00000002669
amphiprion_percula ENSAPEG00000017210
acanthochromis_polyacanthus ENSAPOG00000014777
stegastes_partitus ENSSPAG00000021267
hippocampus_comes ENSHCOG00000011712
periophthalmus_magnuspinnatus ENSPMGG00000003282
gadus_morhua ENSGMOG00000001733
esox_lucius ENSELUG00000003979
astyanax_mexicanus ENSAMXG00000039979
pygocentrus_nattereri ENSPNAG00000030032
ictalurus_punctatus ENSIPUG00000000927
danio_rerio ENSDARG00000059391
scleropages_formosus ENSSFOG00015014724
paramormyrops_kingsleyae ENSPKIG00000009781
lepisosteus_oculatus ENSLOCG00000007672
haplochromis_burtoni ENSHBUG00000022768
drosophila_melanogaster FBgn0265191
