denticeps_clupeoides ENSDCDG00000026956
pogona_vitticeps ENSPVIG00000018802
notechis_scutatus ENSNSUG00000002859
salvator_merianae ENSSMRG00000008538
phascolarctos_cinereus ENSPCIG00000019911
notamacropus_eugenii ENSMEUG00000009169
sarcophilus_harrisii ENSSHAG00000017575
monodelphis_domestica ENSMODG00000017645
ornithorhynchus_anatinus ENSOANG00000005759
marmota_marmota ENSMMMG00000017757
urocitellus_parryii ENSUPAG00010009782
cavia_porcellus ENSCPOG00000027041
cavia_aperea ENSCAPG00000016149
chinchilla_lanigera ENSCLAG00000009719
octodon_degus ENSODEG00000008606
heterocephalus_glaber ENSHGLG00100002455
heterocephalus_glaber ENSHGLG00000012788
fukomys_damarensis ENSFDAG00000007594
castor_canadensis ENSCCNG00000018086
mus_spicilegus ENSMSIG00000019145
mus_spretus MGP_SPRETEiJ_G0025131
mus_musculus ENSMUSG00000033256
mus_caroli MGP_CAROLIEiJ_G0024214
mus_pahari MGP_PahariEiJ_G0025657
meriones_unguiculatus ENSMUGG00000006786
cricetulus_griseus ENSCGRG00001024124
cricetulus_griseus ENSCGRG00015018609
cricetulus_griseus ENSCGRG00000008264
mesocricetus_auratus ENSMAUG00000022235
microtus_ochrogaster ENSMOCG00000007839
peromyscus_maniculatus ENSPEMG00000023166
nannospalax_galili ENSNGAG00000014190
microcebus_murinus ENSMICG00000033037
otolemur_garnettii ENSOGAG00000012778
macaca_nemestrina ENSMNEG00000041216
macaca_mulatta ENSMMUG00000008757
papio_anubis ENSPANG00000017835
piliocolobus_tephrosceles ENSPTEG00000016721
bos_indicus ENSBIXG00000019301
bos_indicus ENSBIXG00005013755
bos_taurus ENSBTAG00000020934
sus_scrofa ENSSSCG00000004674
equus_asinus ENSEASG00005017909
equus_caballus ENSECAG00000017035
ursus_maritimus ENSUMAG00000018937
ursus_americanus ENSUAMG00000024703
ailuropoda_melanoleuca ENSAMEG00000012671
mustela_putorius ENSMPUG00000011096
vulpes_vulpes ENSVVUG00000014405
canis_lupus ENSCAFG00000013723
panthera_pardus ENSPPRG00000007254
panthera_tigris ENSPTIG00000010931
felis_catus ENSFCAG00000007565
spermophilus_dauricus ENSSDAG00000014521
ictidomys_tridecemlineatus ENSSTOG00000026488
ochotona_princeps ENSOPRG00000004238
carlito_syrichta ENSTSYG00000001698
propithecus_coquereli ENSPCOG00000028513
vicugna_pacos ENSVPAG00000002721
sorex_araneus ENSSARG00000012701
procavia_capensis ENSPCAG00000004185
oryctolagus_cuniculus ENSOCUG00000014332
jaculus_jaculus ENSJJAG00000024265
dipodomys_ordii ENSDORG00000015296
pan_troglodytes ENSPTRG00000007030
pan_paniscus ENSPPAG00000019951
homo_sapiens ENSG00000138606
nomascus_leucogenys ENSNLEG00000005822
mandrillus_leucophaeus ENSMLEG00000029833
cercocebus_atys ENSCATG00000035533
macaca_fascicularis ENSMFAG00000045114
chlorocebus_sabaeus ENSCSAG00000010264
rhinopithecus_bieti ENSRBIG00000042047
rhinopithecus_roxellana ENSRROG00000028661
pongo_abelii ENSPPYG00000006442
gorilla_gorilla ENSGGOG00000012356
colobus_angolensis ENSCANG00000041561
saimiri_boliviensis ENSSBOG00000026120
cebus_capucinus ENSCCAG00000037493
aotus_nancymaae ENSANAG00000013917
myotis_lucifugus ENSMLUG00000007166
pteropus_vampyrus ENSPVAG00000005168
capra_hircus ENSCHIG00000012733
ovis_aries ENSOARG00000021048
tursiops_truncatus ENSTTRG00000013570
loxodonta_africana ENSLAFG00000017107
echinops_telfairi ENSETEG00000016091
dasypus_novemcinctus ENSDNOG00000033228
theropithecus_gelada ENSTGEG00000009390
callithrix_jacchus ENSCJAG00000002159
prolemur_simus ENSPSMG00000020407
rattus_norvegicus ENSRNOG00000028685
neovison_vison ENSNVIG00000021661
ursus_americanus ENSUAMG00000011959
canis_lupus ENSCAFG00020022108
bos_mutus ENSBMUG00000000541
bison_bison ENSBBBG00000007622
vombatus_ursinus ENSVURG00010004068
eptatretus_burgeri ENSEBUG00000006880
eptatretus_burgeri ENSEBUG00000003041
