hippocampus_comes ENSHCOG00000003494
lepidothrix_coronata ENSLCOG00000005736
melopsittacus_undulatus ENSMUNG00000003096
anser_brachyrhynchus ENSABRG00000005075
anas_platyrhynchos_platyrhynchos ENSAPLG00000005100
gallus_gallus ENSGALG00000006341
coturnix_japonica ENSCJPG00005005179
meleagris_gallopavo ENSMGAG00000008140
numida_meleagris ENSNMEG00000020393
calidris_pygmaea ENSCPGG00000004123
calidris_pugnax ENSCPUG00000003734
apteryx_rowi ENSARWG00000002232
apteryx_owenii ENSAOWG00000009136
apteryx_haastii ENSAHAG00000006641
dromaius_novaehollandiae ENSDNVG00000009734
nothoprocta_perdicaria ENSNPEG00000007835
phascolarctos_cinereus ENSPCIG00000010841
notamacropus_eugenii ENSMEUG00000009104
monodelphis_domestica ENSMODG00000014470
spermophilus_dauricus ENSSDAG00000001589
dipodomys_ordii ENSDORG00000028882
cavia_porcellus ENSCPOG00000021211
octodon_degus ENSODEG00000009314
chinchilla_lanigera ENSCLAG00000014537
heterocephalus_glaber_male ENSHGLG00100003447
heterocephalus_glaber_female ENSHGLG00000015149
fukomys_damarensis ENSFDAG00000013557
castor_canadensis ENSCCNG00000002799
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019464
mus_spicilegus ENSMSIG00000019652
mus_musculus ENSMUSG00000021509
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018584
rattus_norvegicus ENSRNOG00000012040
meriones_unguiculatus ENSMUGG00000008139
cricetulus_griseus_chok1gshd ENSCGRG00001000435
cricetulus_griseus_crigri ENSCGRG00000007425
cricetulus_griseus_crigri-picr ENSCGRG00015016555
mesocricetus_auratus ENSMAUG00000008787
microtus_ochrogaster ENSMOCG00000014485
peromyscus_maniculatus_bairdii ENSPEMG00000018426
nannospalax_galili ENSNGAG00000016697
jaculus_jaculus ENSJJAG00000022548
urocitellus_parryii ENSUPAG00010014369
marmota_marmota_marmota ENSMMMG00000005997
oryctolagus_cuniculus ENSOCUG00000006362
propithecus_coquereli ENSPCOG00000016092
equus_asinus_asinus ENSEASG00005020501
equus_caballus ENSECAG00000009238
myotis_lucifugus ENSMLUG00000014430
mustela_putorius_furo ENSMPUG00000009981
neovison_vison ENSNVIG00000016069
ursus_maritimus ENSUMAG00000017303
ursus_americanus ENSUAMG00000013733
ailuropoda_melanoleuca ENSAMEG00000017895
canis_lupus_familiaris ENSCAFG00000001085
canis_lupus_dingo ENSCAFG00020007209
vulpes_vulpes ENSVVUG00000017447
panthera_tigris_altaica ENSPTIG00000007726
panthera_pardus ENSPPRG00000016284
felis_catus ENSFCAG00000013930
bos_mutus ENSBMUG00000001243
bos_taurus ENSBTAG00000018287
capra_hircus ENSCHIG00000012656
ovis_aries ENSOARG00000014806
sus_scrofa ENSSSCG00000014311
prolemur_simus ENSPSMG00000000160
microcebus_murinus ENSMICG00000007277
otolemur_garnettii ENSOGAG00000031580
loxodonta_africana ENSLAFG00000027125
saimiri_boliviensis_boliviensis ENSSBOG00000033874
callithrix_jacchus ENSCJAG00000005904
aotus_nancymaae ENSANAG00000036726
pan_paniscus ENSPPAG00000027653
pan_troglodytes ENSPTRG00000017260
homo_sapiens ENSG00000145832
pongo_abelii ENSPPYG00000015803
macaca_mulatta ENSMMUG00000001951
macaca_nemestrina ENSMNEG00000032307
macaca_fascicularis ENSMFAG00000037816
cercocebus_atys ENSCATG00000030563
papio_anubis ENSPANG00000004440
rhinopithecus_bieti ENSRBIG00000031929
theropithecus_gelada ENSTGEG00000021613
piliocolobus_tephrosceles ENSPTEG00000034163
ictidomys_tridecemlineatus ENSSTOG00000025425
carlito_syrichta ENSTSYG00000033814
chlorocebus_sabaeus ENSCSAG00000013374
echinops_telfairi ENSETEG00000005363
nomascus_leucogenys ENSNLEG00000008267
gorilla_gorilla ENSGGOG00000014110
rhinopithecus_roxellana ENSRROG00000041902
colobus_angolensis_palliatus ENSCANG00000035342
mandrillus_leucophaeus ENSMLEG00000031432
cebus_capucinus ENSCCAG00000035217
tupaia_belangeri ENSTBEG00000004579
erinaceus_europaeus ENSEEUG00000012071
sorex_araneus ENSSARG00000012983
tursiops_truncatus ENSTTRG00000007335
bison_bison_bison ENSBBBG00000007276
pteropus_vampyrus ENSPVAG00000010065
procavia_capensis ENSPCAG00000011244
ochotona_princeps ENSOPRG00000010004
mus_pahari MGP_PahariEiJ_G0019648
vicugna_pacos ENSVPAG00000002613
dasypus_novemcinctus ENSDNOG00000040974
ornithorhynchus_anatinus ENSOANG00000009756
xenopus_tropicalis ENSXETG00000007900
petromyzon_marinus ENSPMAG00000004790
eptatretus_burgeri ENSEBUG00000002652
calidris_pugnax ENSCPUG00000003729
ciona_intestinalis ENSCING00000005235
