cyanistes_caeruleus ENSCCEG00000002321
microcebus_murinus ENSMICG00000010264
otolemur_garnettii ENSOGAG00000015627
dipodomys_ordii ENSDORG00000029810
castor_canadensis ENSCCNG00000003356
mus_musculus ENSMUSG00000027215
mus_spicilegus ENSMSIG00000018232
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024897
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023987
mus_pahari MGP_PahariEiJ_G0025423
rattus_norvegicus ENSRNOG00000000047
meriones_unguiculatus ENSMUGG00000018504
peromyscus_maniculatus_bairdii ENSPEMG00000014649
microtus_ochrogaster ENSMOCG00000016145
cricetulus_griseus_chok1gshd ENSCGRG00001014213
cricetulus_griseus_crigri ENSCGRG00000012389
mesocricetus_auratus ENSMAUG00000003346
nannospalax_galili ENSNGAG00000000018
jaculus_jaculus ENSJJAG00000010666
cavia_porcellus ENSCPOG00000026415
cavia_aperea ENSCAPG00000016266
chinchilla_lanigera ENSCLAG00000013557
octodon_degus ENSODEG00000016115
fukomys_damarensis ENSFDAG00000020524
ictidomys_tridecemlineatus ENSSTOG00000023731
spermophilus_dauricus ENSSDAG00000003271
urocitellus_parryii ENSUPAG00010008728
ochotona_princeps ENSOPRG00000015702
oryctolagus_cuniculus ENSOCUG00000000861
callithrix_jacchus ENSCJAG00000011453
cricetulus_griseus_crigri-picr ENSCGRG00015012703
dasypus_novemcinctus ENSDNOG00000042791
procavia_capensis ENSPCAG00000000370
ornithorhynchus_anatinus ENSOANG00000003198
latimeria_chalumnae ENSLACG00000017907
xenopus_tropicalis ENSXETG00000022237
scleropages_formosus ENSSFOG00015020745
paramormyrops_kingsleyae ENSPKIG00000003827
scleropages_formosus ENSSFOG00015012215
paramormyrops_kingsleyae ENSPKIG00000015005
pygocentrus_nattereri ENSPNAG00000025356
astyanax_mexicanus ENSAMXG00000029395
danio_rerio ENSDARG00000026070
xiphophorus_maculatus ENSXMAG00000029000
xiphophorus_couchianus ENSXCOG00000016356
gambusia_affinis ENSGAFG00000013622
poecilia_mexicana ENSPMEG00000003101
poecilia_formosa ENSPFOG00000013024
poecilia_latipinna ENSPLAG00000005193
poecilia_reticulata ENSPREG00000016305
cyprinodon_variegatus ENSCVAG00000020184
fundulus_heteroclitus ENSFHEG00000008978
kryptolebias_marmoratus ENSKMAG00000001694
mola_mola ENSMMOG00000012257
astatotilapia_calliptera ENSACLG00000008085
pundamilia_nyererei ENSPNYG00000021983
maylandia_zebra ENSMZEG00005005319
haplochromis_burtoni ENSHBUG00000003924
neolamprologus_brichardi ENSNBRG00000002178
oreochromis_niloticus ENSONIG00000008462
amphilophus_citrinellus ENSACIG00000018397
cynoglossus_semilaevis ENSCSEG00000013042
takifugu_rubripes ENSTRUG00000017050
tetraodon_nigroviridis ENSTNIG00000016039
mastacembelus_armatus ENSMAMG00000023241
monopterus_albus ENSMALG00000009257
anabas_testudineus ENSATEG00000015780
seriola_lalandi_dorsalis ENSSLDG00000005044
seriola_dumerili ENSSDUG00000021986
scophthalmus_maximus ENSSMAG00000010496
labrus_bergylta ENSLBEG00000013073
gasterosteus_aculeatus ENSGACG00000009906
hippocampus_comes ENSHCOG00000016698
amphiprion_ocellaris ENSAOCG00000004623
amphiprion_percula ENSAPEG00000001337
acanthochromis_polyacanthus ENSAPOG00000005396
acanthochromis_polyacanthus ENSAPOG00000005310
acanthochromis_polyacanthus ENSAPOG00000001009
stegastes_partitus ENSSPAG00000014075
oryzias_latipes ENSORLG00000025090
oryzias_latipes ENSORLG00020012648
oryzias_latipes_asm223469v1 ENSORLG00015005881
oryzias_melastigma ENSOMEG00000013524
periophthalmus_magnuspinnatus ENSPMGG00000007233
gadus_morhua ENSGMOG00000009797
esox_lucius ENSELUG00000006112
pygocentrus_nattereri ENSPNAG00000015230
astyanax_mexicanus ENSAMXG00000004666
ictalurus_punctatus ENSIPUG00000004426
danio_rerio ENSDARG00000019098
tetraodon_nigroviridis ENSTNIG00000003438
tetraodon_nigroviridis ENSTNIG00000003439
takifugu_rubripes ENSTRUG00000011027
mola_mola ENSMMOG00000017383
gasterosteus_aculeatus ENSGACG00000017479
fundulus_heteroclitus ENSFHEG00000020049
cyprinodon_variegatus ENSCVAG00000022849
poecilia_formosa ENSPFOG00000015431
poecilia_mexicana ENSPMEG00000001338
poecilia_latipinna ENSPLAG00000006346
poecilia_reticulata ENSPREG00000009127
xiphophorus_maculatus ENSXMAG00000009251
gambusia_affinis ENSGAFG00000016658
kryptolebias_marmoratus ENSKMAG00000012976
oryzias_latipes ENSORLG00020002148
oryzias_latipes ENSORLG00000000626
oryzias_latipes_asm223469v1 ENSORLG00015004424
oryzias_melastigma ENSOMEG00000003303
scophthalmus_maximus ENSSMAG00000003951
cynoglossus_semilaevis ENSCSEG00000007299
mastacembelus_armatus ENSMAMG00000017544
monopterus_albus ENSMALG00000002753
anabas_testudineus ENSATEG00000022662
maylandia_zebra ENSMZEG00005016958
astatotilapia_calliptera ENSACLG00000001316
haplochromis_burtoni ENSHBUG00000003471
pundamilia_nyererei ENSPNYG00000002621
oreochromis_niloticus ENSONIG00000015057
neolamprologus_brichardi ENSNBRG00000012620
amphilophus_citrinellus ENSACIG00000002769
seriola_dumerili ENSSDUG00000020277
seriola_lalandi_dorsalis ENSSLDG00000024159
labrus_bergylta ENSLBEG00000025321
labrus_bergylta ENSLBEG00000006145
hippocampus_comes ENSHCOG00000005923
amphiprion_percula ENSAPEG00000000061
amphiprion_ocellaris ENSAOCG00000016685
acanthochromis_polyacanthus ENSAPOG00000006187
acanthochromis_polyacanthus ENSAPOG00000008917
stegastes_partitus ENSSPAG00000015970
periophthalmus_magnuspinnatus ENSPMGG00000004337
gadus_morhua ENSGMOG00000006331
esox_lucius ENSELUG00000016388
lepisosteus_oculatus ENSLOCG00000002767
petromyzon_marinus ENSPMAG00000002760
eptatretus_burgeri ENSEBUG00000014039
