canis_lupus_familiaris ENSCAFG00000018011
apteryx_haastii ENSAHAG00000005153
apteryx_rowi ENSARWG00000014869
dromaius_novaehollandiae ENSDNVG00000008991
nothoprocta_perdicaria ENSNPEG00000001078
gopherus_agassizii ENSGAGG00000023364
chelonoidis_abingdonii ENSCABG00000011596
chrysemys_picta_bellii ENSCPBG00000014830
pelodiscus_sinensis ENSPSIG00000006036
sphenodon_punctatus ENSSPUG00000002292
notechis_scutatus ENSNSUG00000005791
crocodylus_porosus ENSCPRG00005008059
paramormyrops_kingsleyae ENSPKIG00000021120
scleropages_formosus ENSSFOG00015015581
oryzias_latipes_asm223469v1 ENSORLG00015023207
oryzias_latipes ENSORLG00000027178
oryzias_latipes ENSORLG00020017545
oryzias_melastigma ENSOMEG00000000545
cyprinodon_variegatus ENSCVAG00000013783
gasterosteus_aculeatus ENSGACG00000005426
fundulus_heteroclitus ENSFHEG00000022268
periophthalmus_magnuspinnatus ENSPMGG00000021187
acanthochromis_polyacanthus ENSAPOG00000012560
takifugu_rubripes ENSTRUG00000011125
tetraodon_nigroviridis ENSTNIG00000014288
mola_mola ENSMMOG00000005257
amphiprion_ocellaris ENSAOCG00000003141
amphiprion_percula ENSAPEG00000003307
stegastes_partitus ENSSPAG00000000252
maylandia_zebra ENSMZEG00005004179
astatotilapia_calliptera ENSACLG00000015660
haplochromis_burtoni ENSHBUG00000008371
neolamprologus_brichardi ENSNBRG00000023266
pundamilia_nyererei ENSPNYG00000009736
oreochromis_niloticus ENSONIG00000010868
amphilophus_citrinellus ENSACIG00000023405
scophthalmus_maximus ENSSMAG00000017575
monopterus_albus ENSMALG00000022069
mastacembelus_armatus ENSMAMG00000005116
anabas_testudineus ENSATEG00000020048
seriola_dumerili ENSSDUG00000000150
seriola_lalandi_dorsalis ENSSLDG00000025457
poecilia_latipinna ENSPLAG00000006173
poecilia_formosa ENSPFOG00000011472
poecilia_mexicana ENSPMEG00000003892
poecilia_reticulata ENSPREG00000009313
xiphophorus_maculatus ENSXMAG00000002452
gambusia_affinis ENSGAFG00000012632
labrus_bergylta ENSLBEG00000023302
kryptolebias_marmoratus ENSKMAG00000014977
cynoglossus_semilaevis ENSCSEG00000005107
hippocampus_comes ENSHCOG00000015130
gadus_morhua ENSGMOG00000017374
esox_lucius ENSELUG00000010891
pygocentrus_nattereri ENSPNAG00000001322
astyanax_mexicanus ENSAMXG00000008877
ictalurus_punctatus ENSIPUG00000005982
danio_rerio ENSDARG00000076834
paramormyrops_kingsleyae ENSPKIG00000021390
scleropages_formosus ENSSFOG00015007049
pygocentrus_nattereri ENSPNAG00000027972
astyanax_mexicanus ENSAMXG00000035168
ictalurus_punctatus ENSIPUG00000014342
lepisosteus_oculatus ENSLOCG00000007159
anolis_carolinensis ENSACAG00000004816
eptatretus_burgeri ENSEBUG00000015944
