mus_musculus ENSMUSG00000037108
echinops_telfairi ENSETEG00000006448
echinops_telfairi ENSETEG00000017950
phascolarctos_cinereus ENSPCIG00000012277
sarcophilus_harrisii ENSSHAG00000000181
notamacropus_eugenii ENSMEUG00000001336
ornithorhynchus_anatinus ENSOANG00000030990
anolis_carolinensis ENSACAG00000011611
pogona_vitticeps ENSPVIG00000010752
gopherus_agassizii ENSGAGG00000016612
chelonoidis_abingdonii ENSCABG00000022607
chrysemys_picta_bellii ENSCPBG00000016401
latimeria_chalumnae ENSLACG00000022422
paramormyrops_kingsleyae ENSPKIG00000021728
astyanax_mexicanus ENSAMXG00000019882
lepisosteus_oculatus ENSLOCG00000013580
petromyzon_marinus ENSPMAG00000006640
latimeria_chalumnae ENSLACG00000022144
esox_lucius ENSELUG00000002915
pogona_vitticeps ENSPVIG00000008866
notechis_scutatus ENSNSUG00000003295
salvator_merianae ENSSMRG00000010784
chrysemys_picta_bellii ENSCPBG00000022667
chelonoidis_abingdonii ENSCABG00000006963
crocodylus_porosus ENSCPRG00005004333
gopherus_agassizii ENSGAGG00000021859
sphenodon_punctatus ENSSPUG00000017127
loxodonta_africana ENSLAFG00000006754
procavia_capensis ENSPCAG00000004459
echinops_telfairi ENSETEG00000013836
capra_hircus ENSCHIG00000000399
peromyscus_maniculatus_bairdii ENSPEMG00000025380
homo_sapiens ENSG00000283563
choloepus_hoffmanni ENSCHOG00000000093
dasypus_novemcinctus ENSDNOG00000003335
sus_scrofa ENSSSCG00000038376
vicugna_pacos ENSVPAG00000011168
tursiops_truncatus ENSTTRG00000007065
mustela_putorius_furo ENSMPUG00000011964
neovison_vison ENSNVIG00000011162
ursus_maritimus ENSUMAG00000000102
canis_lupus_dingo ENSCAFG00020024968
canis_lupus_familiaris ENSCAFG00000005488
vulpes_vulpes ENSVVUG00000026164
panthera_tigris_altaica ENSPTIG00000015208
panthera_pardus ENSPPRG00000023818
felis_catus ENSFCAG00000009439
myotis_lucifugus ENSMLUG00000006496
ovis_aries ENSOARG00000014615
capra_hircus ENSCHIG00000022736
bos_mutus ENSBMUG00000001138
bos_taurus ENSBTAG00000022751
bison_bison_bison ENSBBBG00000019368
pteropus_vampyrus ENSPVAG00000003705
equus_caballus ENSECAG00000019984
equus_asinus_asinus ENSEASG00005006144
sorex_araneus ENSSARG00000006215
ochotona_princeps ENSOPRG00000013721
pan_troglodytes ENSPTRG00000030289
pan_paniscus ENSPPAG00000029225
homo_sapiens ENSG00000206559
gorilla_gorilla ENSGGOG00000039418
pongo_abelii ENSPPYG00000014052
nomascus_leucogenys ENSNLEG00000004113
rhinopithecus_roxellana ENSRROG00000002893
rhinopithecus_bieti ENSRBIG00000041865
piliocolobus_tephrosceles ENSPTEG00000032184
colobus_angolensis_palliatus ENSCANG00000039608
theropithecus_gelada ENSTGEG00000020466
papio_anubis ENSPANG00000006222
mandrillus_leucophaeus ENSMLEG00000014767
cercocebus_atys ENSCATG00000042461
macaca_fascicularis ENSMFAG00000043324
macaca_mulatta ENSMMUG00000031449
macaca_nemestrina ENSMNEG00000030539
cebus_capucinus ENSCCAG00000021852
saimiri_boliviensis_boliviensis ENSSBOG00000022412
callithrix_jacchus ENSCJAG00000004300
aotus_nancymaae ENSANAG00000026346
carlito_syrichta ENSTSYG00000000283
propithecus_coquereli ENSPCOG00000021474
prolemur_simus ENSPSMG00000024527
microcebus_murinus ENSMICG00000049581
tupaia_belangeri ENSTBEG00000014123
heterocephalus_glaber_female ENSHGLG00000001751
heterocephalus_glaber_male ENSHGLG00100015060
fukomys_damarensis ENSFDAG00000008897
chinchilla_lanigera ENSCLAG00000004697
urocitellus_parryii ENSUPAG00010002068
ictidomys_tridecemlineatus ENSSTOG00000011057
spermophilus_dauricus ENSSDAG00000021439
oryctolagus_cuniculus ENSOCUG00000017720
erinaceus_europaeus ENSEEUG00000000068
mus_spicilegus ENSMSIG00000005768
rattus_norvegicus ENSRNOG00000053820
cricetulus_griseus_crigri-picr ENSCGRG00015008452
cricetulus_griseus_crigri ENSCGRG00000005276
notamacropus_eugenii ENSMEUG00000012313
phascolarctos_cinereus ENSPCIG00000005817
monodelphis_domestica ENSMODG00000023968
ornithorhynchus_anatinus ENSOANG00000028631
eptatretus_burgeri ENSEBUG00000017062
ornithorhynchus_anatinus ENSOANG00000022639
ciona_intestinalis ENSCING00000015192
