salvator_merianae ENSSMRG00000016810
dasypus_novemcinctus ENSDNOG00000001261
ornithorhynchus_anatinus ENSOANG00000007385
anolis_carolinensis ENSACAG00000029331
melopsittacus_undulatus ENSMUNG00000006863
procavia_capensis ENSPCAG00000010365
xenopus_tropicalis ENSXETG00000031242
paramormyrops_kingsleyae ENSPKIG00000001405
scleropages_formosus ENSSFOG00015018639
amphiprion_percula ENSAPEG00000012185
amphiprion_ocellaris ENSAOCG00000003789
acanthochromis_polyacanthus ENSAPOG00000003263
stegastes_partitus ENSSPAG00000001972
pundamilia_nyererei ENSPNYG00000008456
astatotilapia_calliptera ENSACLG00000005536
maylandia_zebra ENSMZEG00005022498
haplochromis_burtoni ENSHBUG00000003209
neolamprologus_brichardi ENSNBRG00000015432
oreochromis_niloticus ENSONIG00000001381
amphilophus_citrinellus ENSACIG00000005618
monopterus_albus ENSMALG00000021020
mastacembelus_armatus ENSMAMG00000002401
anabas_testudineus ENSATEG00000004004
seriola_dumerili ENSSDUG00000018758
seriola_lalandi_dorsalis ENSSLDG00000010309
cyprinodon_variegatus ENSCVAG00000016209
fundulus_heteroclitus ENSFHEG00000020319
poecilia_formosa ENSPFOG00000011884
poecilia_mexicana ENSPMEG00000007563
poecilia_latipinna ENSPLAG00000020530
poecilia_reticulata ENSPREG00000008145
gambusia_affinis ENSGAFG00000018022
xiphophorus_maculatus ENSXMAG00000023902
xiphophorus_couchianus ENSXCOG00000016520
kryptolebias_marmoratus ENSKMAG00000019174
oryzias_latipes ENSORLG00000004878
oryzias_latipes_asm223469v1 ENSORLG00015019011
oryzias_latipes ENSORLG00020005654
oryzias_melastigma ENSOMEG00000023995
periophthalmus_magnuspinnatus ENSPMGG00000004654
cynoglossus_semilaevis ENSCSEG00000021197
takifugu_rubripes ENSTRUG00000012805
tetraodon_nigroviridis ENSTNIG00000018597
gasterosteus_aculeatus ENSGACG00000014033
labrus_bergylta ENSLBEG00000023641
mola_mola ENSMMOG00000020368
scophthalmus_maximus ENSSMAG00000005383
hippocampus_comes ENSHCOG00000006557
gadus_morhua ENSGMOG00000004706
esox_lucius ENSELUG00000020700
pygocentrus_nattereri ENSPNAG00000001459
astyanax_mexicanus ENSAMXG00000003891
ictalurus_punctatus ENSIPUG00000019132
danio_rerio ENSDARG00000102827
lepisosteus_oculatus ENSLOCG00000004087
latimeria_chalumnae ENSLACG00000003078
eptatretus_burgeri ENSEBUG00000004957
ciona_intestinalis ENSCING00000024409
ciona_savignyi ENSCSAVG00000003220
