xenopus_tropicalis ENSXETG00000034170
takifugu_rubripes ENSTRUG00000009860
tetraodon_nigroviridis ENSTNIG00000017068
mola_mola ENSMMOG00000009350
labrus_bergylta ENSLBEG00000022368
gasterosteus_aculeatus ENSGACG00000018444
xiphophorus_maculatus ENSXMAG00000010315
xiphophorus_couchianus ENSXCOG00000010371
gambusia_affinis ENSGAFG00000006862
poecilia_formosa ENSPFOG00000000301
poecilia_formosa ENSPFOG00000000776
poecilia_latipinna ENSPLAG00000000394
poecilia_mexicana ENSPMEG00000003594
poecilia_reticulata ENSPREG00000019651
fundulus_heteroclitus ENSFHEG00000007352
cyprinodon_variegatus ENSCVAG00000013235
kryptolebias_marmoratus ENSKMAG00000009132
oryzias_latipes ENSORLG00020006413
oryzias_latipes ENSORLG00000007413
oryzias_latipes_asm223469v1 ENSORLG00015006393
oryzias_melastigma ENSOMEG00000011448
maylandia_zebra ENSMZEG00005008796
astatotilapia_calliptera ENSACLG00000001513
haplochromis_burtoni ENSHBUG00000004038
neolamprologus_brichardi ENSNBRG00000016976
pundamilia_nyererei ENSPNYG00000000170
oreochromis_niloticus ENSONIG00000017665
amphilophus_citrinellus ENSACIG00000016009
amphiprion_ocellaris ENSAOCG00000015615
amphiprion_percula ENSAPEG00000011683
acanthochromis_polyacanthus ENSAPOG00000002174
stegastes_partitus ENSSPAG00000008702
hippocampus_comes ENSHCOG00000003858
cynoglossus_semilaevis ENSCSEG00000019932
periophthalmus_magnuspinnatus ENSPMGG00000020716
gadus_morhua ENSGMOG00000015440
esox_lucius ENSELUG00000005473
scleropages_formosus ENSSFOG00015017640
lepisosteus_oculatus ENSLOCG00000009244
eptatretus_burgeri ENSEBUG00000012214
ciona_savignyi ENSCSAVG00000006270
