xiphophorus_maculatus ENSXMAG00000002227
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028698
mus_pahari MGP_PahariEiJ_G0022449
rattus_norvegicus ENSRNOG00000006432
meriones_unguiculatus ENSMUGG00000002857
cricetulus_griseus_chok1gshd ENSCGRG00001009998
cricetulus_griseus_crigri ENSCGRG00000013410
cricetulus_griseus_crigri-picr ENSCGRG00015018747
mesocricetus_auratus ENSMAUG00000020707
microtus_ochrogaster ENSMOCG00000004539
peromyscus_maniculatus_bairdii ENSPEMG00000019845
nannospalax_galili ENSNGAG00000000537
jaculus_jaculus ENSJJAG00000018561
heterocephalus_glaber_male ENSHGLG00100016421
heterocephalus_glaber_female ENSHGLG00000003649
heterocephalus_glaber_female ENSHGLG00000000221
fukomys_damarensis ENSFDAG00000018412
cavia_porcellus ENSCPOG00000007849
cavia_aperea ENSCAPG00000006891
chinchilla_lanigera ENSCLAG00000005186
octodon_degus ENSODEG00000007597
vicugna_pacos ENSVPAG00000008096
equus_caballus ENSECAG00000014420
equus_asinus_asinus ENSEASG00005003577
prolemur_simus ENSPSMG00000021486
propithecus_coquereli ENSPCOG00000022228
microcebus_murinus ENSMICG00000016615
dasypus_novemcinctus ENSDNOG00000008837
loxodonta_africana ENSLAFG00000023191
procavia_capensis ENSPCAG00000001951
ornithorhynchus_anatinus ENSOANG00000007514
calidris_pygmaea ENSCPGG00000004426
calidris_pugnax ENSCPUG00000018939
taeniopygia_guttata ENSTGUG00000010192
lonchura_striata_domestica ENSLSDG00000017057
zonotrichia_albicollis ENSZALG00000006388
junco_hyemalis ENSJHYG00000016754
serinus_canaria ENSSCAG00000012278
ficedula_albicollis ENSFALG00000013539
parus_major ENSPMJG00000005765
cyanistes_caeruleus ENSCCEG00000018882
manacus_vitellinus ENSMVIG00005016834
lepidothrix_coronata ENSLCOG00000000081
anas_platyrhynchos_platyrhynchos ENSAPLG00000004258
anser_brachyrhynchus ENSABRG00000014416
gallus_gallus ENSGALG00000017368
meleagris_gallopavo ENSMGAG00000009971
coturnix_japonica ENSCJPG00005018681
numida_meleagris ENSNMEG00000004527
melopsittacus_undulatus ENSMUNG00000015641
apteryx_haastii ENSAHAG00000015281
apteryx_owenii ENSAOWG00000010558
apteryx_rowi ENSARWG00000018716
dromaius_novaehollandiae ENSDNVG00000014521
nothoprocta_perdicaria ENSNPEG00000012122
crocodylus_porosus ENSCPRG00005015429
gopherus_agassizii ENSGAGG00000020942
chelonoidis_abingdonii ENSCABG00000017350
chrysemys_picta_bellii ENSCPBG00000017636
pelodiscus_sinensis ENSPSIG00000017356
pogona_vitticeps ENSPVIG00000015198
anolis_carolinensis ENSACAG00000005657
notechis_scutatus ENSNSUG00000006530
salvator_merianae ENSSMRG00000017861
sphenodon_punctatus ENSSPUG00000014153
latimeria_chalumnae ENSLACG00000013227
xenopus_tropicalis ENSXETG00000025091
eptatretus_burgeri ENSEBUG00000012779
petromyzon_marinus ENSPMAG00000002236
oryzias_melastigma ENSOMEG00000003331
ciona_savignyi ENSCSAVG00000007494
ciona_intestinalis ENSCING00000007069
drosophila_melanogaster FBgn0037369
caenorhabditis_elegans_strain_n2 WBGene00010089
saccharomyces_cerevisiae YER168C
