echinops_telfairi ENSETEG00000006636
loxodonta_africana ENSLAFG00000006418
cavia_porcellus ENSCPOG00000036166
cavia_aperea ENSCAPG00000010671
chinchilla_lanigera ENSCLAG00000007173
heterocephalus_glaber_male ENSHGLG00100008744
heterocephalus_glaber_female ENSHGLG00000007266
fukomys_damarensis ENSFDAG00000009326
ictidomys_tridecemlineatus ENSSTOG00000026741
urocitellus_parryii ENSUPAG00010002773
marmota_marmota_marmota ENSMMMG00000022758
mus_spicilegus ENSMSIG00000028053
mus_musculus ENSMUSG00000022479
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021113
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020217
mus_pahari MGP_PahariEiJ_G0020220
rattus_norvegicus ENSRNOG00000054420
meriones_unguiculatus ENSMUGG00000001590
cricetulus_griseus_chok1gshd ENSCGRG00001003356
cricetulus_griseus_crigri ENSCGRG00000006287
cricetulus_griseus_crigri-picr ENSCGRG00015004539
mesocricetus_auratus ENSMAUG00000015419
peromyscus_maniculatus_bairdii ENSPEMG00000026662
castor_canadensis ENSCCNG00000012579
jaculus_jaculus ENSJJAG00000013784
dipodomys_ordii ENSDORG00000027162
tupaia_belangeri ENSTBEG00000005717
procavia_capensis ENSPCAG00000007712
dasypus_novemcinctus ENSDNOG00000039161
ornithorhynchus_anatinus ENSOANG00000011396
lepidothrix_coronata ENSLCOG00000001733
serinus_canaria ENSSCAG00000005742
gasterosteus_aculeatus ENSGACG00000004763
labrus_bergylta ENSLBEG00000016950
seriola_dumerili ENSSDUG00000014288
seriola_lalandi_dorsalis ENSSLDG00000019807
scophthalmus_maximus ENSSMAG00000006291
amphiprion_percula ENSAPEG00000005587
amphiprion_ocellaris ENSAOCG00000009431
acanthochromis_polyacanthus ENSAPOG00000012050
stegastes_partitus ENSSPAG00000004392
mastacembelus_armatus ENSMAMG00000007869
monopterus_albus ENSMALG00000006403
anabas_testudineus ENSATEG00000003039
takifugu_rubripes ENSTRUG00000011907
tetraodon_nigroviridis ENSTNIG00000005559
cynoglossus_semilaevis ENSCSEG00000003582
mola_mola ENSMMOG00000019640
cyprinodon_variegatus ENSCVAG00000010528
fundulus_heteroclitus ENSFHEG00000009605
poecilia_formosa ENSPFOG00000014233
poecilia_mexicana ENSPMEG00000023269
poecilia_reticulata ENSPREG00000001562
gambusia_affinis ENSGAFG00000020114
xiphophorus_couchianus ENSXCOG00000000009
xiphophorus_maculatus ENSXMAG00000004608
kryptolebias_marmoratus ENSKMAG00000006886
astatotilapia_calliptera ENSACLG00000014083
maylandia_zebra ENSMZEG00005021878
pundamilia_nyererei ENSPNYG00000015303
haplochromis_burtoni ENSHBUG00000012686
neolamprologus_brichardi ENSNBRG00000019438
oreochromis_niloticus ENSONIG00000009200
amphilophus_citrinellus ENSACIG00000016524
oryzias_latipes ENSORLG00020003906
oryzias_latipes_asm223469v1 ENSORLG00015018169
oryzias_latipes ENSORLG00000001063
oryzias_melastigma ENSOMEG00000014238
periophthalmus_magnuspinnatus ENSPMGG00000014839
hippocampus_comes ENSHCOG00000005359
gadus_morhua ENSGMOG00000012720
esox_lucius ENSELUG00000018144
astyanax_mexicanus ENSAMXG00000019854
pygocentrus_nattereri ENSPNAG00000024817
ictalurus_punctatus ENSIPUG00000000797
danio_rerio ENSDARG00000099483
danio_rerio ENSDARG00000112923
takifugu_rubripes ENSTRUG00000011576
tetraodon_nigroviridis ENSTNIG00000007031
mola_mola ENSMMOG00000003406
xiphophorus_couchianus ENSXCOG00000017721
xiphophorus_maculatus ENSXMAG00000018707
gambusia_affinis ENSGAFG00000008258
poecilia_mexicana ENSPMEG00000012269
poecilia_formosa ENSPFOG00000001655
poecilia_latipinna ENSPLAG00000018552
poecilia_reticulata ENSPREG00000001838
fundulus_heteroclitus ENSFHEG00000006854
cyprinodon_variegatus ENSCVAG00000018441
kryptolebias_marmoratus ENSKMAG00000001085
astatotilapia_calliptera ENSACLG00000008953
haplochromis_burtoni ENSHBUG00000023547
maylandia_zebra ENSMZEG00005026978
pundamilia_nyererei ENSPNYG00000006182
neolamprologus_brichardi ENSNBRG00000015262
oreochromis_niloticus ENSONIG00000019378
amphilophus_citrinellus ENSACIG00000015550
labrus_bergylta ENSLBEG00000020673
mastacembelus_armatus ENSMAMG00000016835
monopterus_albus ENSMALG00000021936
scophthalmus_maximus ENSSMAG00000007590
cynoglossus_semilaevis ENSCSEG00000004882
anabas_testudineus ENSATEG00000024069
gasterosteus_aculeatus ENSGACG00000007975
amphiprion_ocellaris ENSAOCG00000011299
amphiprion_percula ENSAPEG00000004846
acanthochromis_polyacanthus ENSAPOG00000012198
stegastes_partitus ENSSPAG00000003016
seriola_lalandi_dorsalis ENSSLDG00000010041
seriola_dumerili ENSSDUG00000023031
hippocampus_comes ENSHCOG00000010402
oryzias_latipes ENSORLG00000016402
oryzias_latipes ENSORLG00020013109
oryzias_latipes_asm223469v1 ENSORLG00015008209
oryzias_melastigma ENSOMEG00000018135
periophthalmus_magnuspinnatus ENSPMGG00000022395
gadus_morhua ENSGMOG00000019451
esox_lucius ENSELUG00000012103
pygocentrus_nattereri ENSPNAG00000002636
astyanax_mexicanus ENSAMXG00000012991
ictalurus_punctatus ENSIPUG00000020135
danio_rerio ENSDARG00000070721
paramormyrops_kingsleyae ENSPKIG00000015484
scleropages_formosus ENSSFOG00015016387
scleropages_formosus ENSSFOG00015018685
paramormyrops_kingsleyae ENSPKIG00000018977
lepisosteus_oculatus ENSLOCG00000005194
gambusia_affinis ENSGAFG00000020115
latimeria_chalumnae ENSLACG00000019104
petromyzon_marinus ENSPMAG00000000180
petromyzon_marinus ENSPMAG00000003695
poecilia_mexicana ENSPMEG00000019741
poecilia_latipinna ENSPLAG00000020861
poecilia_latipinna ENSPLAG00000020850
manacus_vitellinus ENSMVIG00005000411
lepidothrix_coronata ENSLCOG00000001664
lonchura_striata_domestica ENSLSDG00000003862
taeniopygia_guttata ENSTGUG00000017093
junco_hyemalis ENSJHYG00000015587
zonotrichia_albicollis ENSZALG00000003264
ficedula_albicollis ENSFALG00000001285
parus_major ENSPMJG00000000611
cyanistes_caeruleus ENSCCEG00000013599
melopsittacus_undulatus ENSMUNG00000004116
serinus_canaria ENSSCAG00000005743
anser_brachyrhynchus ENSABRG00000013874
anas_platyrhynchos_platyrhynchos ENSAPLG00000005087
calidris_pugnax ENSCPUG00000003330
calidris_pygmaea ENSCPGG00000012372
apteryx_owenii ENSAOWG00000019176
apteryx_rowi ENSARWG00000002584
apteryx_haastii ENSAHAG00000003834
dromaius_novaehollandiae ENSDNVG00000004491
nothoprocta_perdicaria ENSNPEG00000011473
coturnix_japonica ENSCJPG00005007922
gallus_gallus ENSGALG00000033090
meleagris_gallopavo ENSMGAG00000004846
numida_meleagris ENSNMEG00000007922
crocodylus_porosus ENSCPRG00005007013
chelonoidis_abingdonii ENSCABG00000004778
gopherus_agassizii ENSGAGG00000022985
chrysemys_picta_bellii ENSCPBG00000001825
pelodiscus_sinensis ENSPSIG00000018108
pogona_vitticeps ENSPVIG00000006952
anolis_carolinensis ENSACAG00000013485
notechis_scutatus ENSNSUG00000003057
salvator_merianae ENSSMRG00000003899
sphenodon_punctatus ENSSPUG00000006324
xenopus_tropicalis ENSXETG00000010658
notamacropus_eugenii ENSMEUG00000014791
phascolarctos_cinereus ENSPCIG00000036228
petromyzon_marinus ENSPMAG00000003455
petromyzon_marinus ENSPMAG00000009820
monodelphis_domestica ENSMODG00000028774
ciona_savignyi ENSCSAVG00000008466
