seriola_lalandi_dorsalis ENSSLDG00000002895
vicugna_pacos ENSVPAG00000003494
erinaceus_europaeus ENSEEUG00000007034
myotis_lucifugus ENSMLUG00000008598
myotis_lucifugus ENSMLUG00000002642
pteropus_vampyrus ENSPVAG00000005290
ursus_americanus ENSUAMG00000016630
ursus_maritimus ENSUMAG00000003784
ailuropoda_melanoleuca ENSAMEG00000013316
mustela_putorius_furo ENSMPUG00000003924
neovison_vison ENSNVIG00000006682
canis_lupus_dingo ENSCAFG00020002588
canis_lupus_familiaris ENSCAFG00000013556
vulpes_vulpes ENSVVUG00000016249
panthera_pardus ENSPPRG00000002141
panthera_tigris_altaica ENSPTIG00000019829
felis_catus ENSFCAG00000004983
equus_asinus_asinus ENSEASG00005006687
equus_caballus ENSECAG00000020191
macaca_nemestrina ENSMNEG00000031796
macaca_mulatta ENSMMUG00000007080
macaca_fascicularis ENSMFAG00000044451
cercocebus_atys ENSCATG00000034214
papio_anubis ENSPANG00000014346
theropithecus_gelada ENSTGEG00000020457
mandrillus_leucophaeus ENSMLEG00000038776
chlorocebus_sabaeus ENSCSAG00000002771
colobus_angolensis_palliatus ENSCANG00000043639
piliocolobus_tephrosceles ENSPTEG00000024607
rhinopithecus_bieti ENSRBIG00000033910
rhinopithecus_roxellana ENSRROG00000035619
pan_paniscus ENSPPAG00000023311
pan_troglodytes ENSPTRG00000004301
homo_sapiens ENSG00000166736
gorilla_gorilla ENSGGOG00000014709
pongo_abelii ENSPPYG00000003890
nomascus_leucogenys ENSNLEG00000007317
saimiri_boliviensis_boliviensis ENSSBOG00000018920
callithrix_jacchus ENSCJAG00000012009
cebus_capucinus ENSCCAG00000022462
aotus_nancymaae ENSANAG00000016907
carlito_syrichta ENSTSYG00000034625
prolemur_simus ENSPSMG00000022757
propithecus_coquereli ENSPCOG00000025438
microcebus_murinus ENSMICG00000010063
otolemur_garnettii ENSOGAG00000004319
castor_canadensis ENSCCNG00000029488
dipodomys_ordii ENSDORG00000014030
cricetulus_griseus_chok1gshd ENSCGRG00001002154
cricetulus_griseus_crigri ENSCGRG00000006099
cricetulus_griseus_crigri-picr ENSCGRG00015020657
mesocricetus_auratus ENSMAUG00000010378
microtus_ochrogaster ENSMOCG00000017513
peromyscus_maniculatus_bairdii ENSPEMG00000011767
mus_spicilegus ENSMSIG00000012846
mus_musculus ENSMUSG00000032269
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033310
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032171
mus_pahari MGP_PahariEiJ_G0015039
rattus_norvegicus ENSRNOG00000006595
meriones_unguiculatus ENSMUGG00000022720
nannospalax_galili ENSNGAG00000009634
jaculus_jaculus ENSJJAG00000021347
heterocephalus_glaber_male ENSHGLG00100003205
heterocephalus_glaber_female ENSHGLG00000006163
fukomys_damarensis ENSFDAG00000011316
cavia_porcellus ENSCPOG00000010833
cavia_aperea ENSCAPG00000005370
octodon_degus ENSODEG00000012218
chinchilla_lanigera ENSCLAG00000016559
ictidomys_tridecemlineatus ENSSTOG00000002620
spermophilus_dauricus ENSSDAG00000022960
marmota_marmota_marmota ENSMMMG00000023299
urocitellus_parryii ENSUPAG00010021143
oryctolagus_cuniculus ENSOCUG00000007462
ochotona_princeps ENSOPRG00000012287
tupaia_belangeri ENSTBEG00000016717
phascolarctos_cinereus ENSPCIG00000011216
sarcophilus_harrisii ENSSHAG00000011944
monodelphis_domestica ENSMODG00000014158
ornithorhynchus_anatinus ENSOANG00000015811
nothoprocta_perdicaria ENSNPEG00000003079
chrysemys_picta_bellii ENSCPBG00000012013
xenopus_tropicalis ENSXETG00000020037
latimeria_chalumnae ENSLACG00000000954
meleagris_gallopavo ENSMGAG00000009320
ficedula_albicollis ENSFALG00000001240
petromyzon_marinus ENSPMAG00000007406
