lonchura_striata_domestica ENSLSDG00000011286
chlorocebus_sabaeus ENSCSAG00000017282
papio_anubis ENSPANG00000018537
pongo_abelii ENSPPYG00000006889
propithecus_coquereli ENSPCOG00000016996
fukomys_damarensis ENSFDAG00000006351
sus_scrofa ENSSSCG00000001808
vicugna_pacos ENSVPAG00000006006
capra_hircus ENSCHIG00000026000
ovis_aries ENSOARG00000013595
bos_mutus ENSBMUG00000006933
bos_taurus ENSBTAG00000000623
bison_bison_bison ENSBBBG00000023151
tursiops_truncatus ENSTTRG00000013014
pteropus_vampyrus ENSPVAG00000012024
myotis_lucifugus ENSMLUG00000025000
equus_asinus_asinus ENSEASG00005006958
equus_caballus ENSECAG00000016873
ursus_americanus ENSUAMG00000009576
ursus_maritimus ENSUMAG00000009960
ailuropoda_melanoleuca ENSAMEG00000014129
mustela_putorius_furo ENSMPUG00000015570
neovison_vison ENSNVIG00000015661
canis_lupus_familiaris ENSCAFG00000013064
canis_lupus_dingo ENSCAFG00020016046
vulpes_vulpes ENSVVUG00000005937
panthera_pardus ENSPPRG00000006440
panthera_tigris_altaica ENSPTIG00000010359
felis_catus ENSFCAG00000018275
choloepus_hoffmanni ENSCHOG00000004670
dasypus_novemcinctus ENSDNOG00000024571
loxodonta_africana ENSLAFG00000020795
procavia_capensis ENSPCAG00000009659
dipodomys_ordii ENSDORG00000009040
ornithorhynchus_anatinus ENSOANG00000013361
xenopus_tropicalis ENSXETG00000010660
latimeria_chalumnae ENSLACG00000016523
seriola_dumerili ENSSDUG00000000721
seriola_lalandi_dorsalis ENSSLDG00000023053
cynoglossus_semilaevis ENSCSEG00000008639
monopterus_albus ENSMALG00000014569
mastacembelus_armatus ENSMAMG00000014086
anabas_testudineus ENSATEG00000020124
labrus_bergylta ENSLBEG00000017314
takifugu_rubripes ENSTRUG00000016618
tetraodon_nigroviridis ENSTNIG00000009572
mola_mola ENSMMOG00000002246
gasterosteus_aculeatus ENSGACG00000017476
scophthalmus_maximus ENSSMAG00000009785
gambusia_affinis ENSGAFG00000003008
xiphophorus_couchianus ENSXCOG00000002468
xiphophorus_maculatus ENSXMAG00000027833
poecilia_latipinna ENSPLAG00000008878
poecilia_reticulata ENSPREG00000005999
poecilia_formosa ENSPFOG00000016026
poecilia_mexicana ENSPMEG00000007955
fundulus_heteroclitus ENSFHEG00000014807
cyprinodon_variegatus ENSCVAG00000004909
kryptolebias_marmoratus ENSKMAG00000001929
oryzias_latipes ENSORLG00020001155
oryzias_latipes_asm223469v1 ENSORLG00015001705
oryzias_latipes ENSORLG00000001508
oryzias_melastigma ENSOMEG00000006562
amphiprion_percula ENSAPEG00000001756
amphiprion_ocellaris ENSAOCG00000000107
acanthochromis_polyacanthus ENSAPOG00000007910
stegastes_partitus ENSSPAG00000021872
haplochromis_burtoni ENSHBUG00000019765
pundamilia_nyererei ENSPNYG00000010791
maylandia_zebra ENSMZEG00005013713
astatotilapia_calliptera ENSACLG00000012792
neolamprologus_brichardi ENSNBRG00000019992
oreochromis_niloticus ENSONIG00000005763
amphilophus_citrinellus ENSACIG00000013675
hippocampus_comes ENSHCOG00000018389
periophthalmus_magnuspinnatus ENSPMGG00000021183
xiphophorus_couchianus ENSXCOG00000000565
gadus_morhua ENSGMOG00000008495
esox_lucius ENSELUG00000021835
pygocentrus_nattereri ENSPNAG00000016750
astyanax_mexicanus ENSAMXG00000004808
ictalurus_punctatus ENSIPUG00000020960
danio_rerio ENSDARG00000008454
scleropages_formosus ENSSFOG00015010287
paramormyrops_kingsleyae ENSPKIG00000012302
scleropages_formosus ENSSFOG00015021985
paramormyrops_kingsleyae ENSPKIG00000023302
pygocentrus_nattereri ENSPNAG00000004246
astyanax_mexicanus ENSAMXG00000014189
ictalurus_punctatus ENSIPUG00000013576
danio_rerio ENSDARG00000045932
esox_lucius ENSELUG00000024115
lepisosteus_oculatus ENSLOCG00000015009
petromyzon_marinus ENSPMAG00000008870
eptatretus_burgeri ENSEBUG00000001274
eptatretus_burgeri ENSEBUG00000015381
eptatretus_burgeri ENSEBUG00000008914
eptatretus_burgeri ENSEBUG00000016692
eptatretus_burgeri ENSEBUG00000002964
ciona_intestinalis ENSCING00000001954
ciona_savignyi ENSCSAVG00000002633
drosophila_melanogaster FBgn0004882
caenorhabditis_elegans_strain_n2 WBGene00000772
