choloepus_hoffmanni ENSCHOG00000009161
calidris_pugnax ENSCPUG00000016190
lepidothrix_coronata ENSLCOG00000015929
manacus_vitellinus ENSMVIG00005016105
taeniopygia_guttata ENSTGUG00000016043
taeniopygia_guttata ENSTGUG00000006993
lonchura_striata ENSLSDG00000016166
ficedula_albicollis ENSFALG00000011696
cyanistes_caeruleus ENSCCEG00000012830
parus_major ENSPMJG00000018503
serinus_canaria ENSSCAG00000004887
taeniopygia_guttata ENSTGUG00000015764
zonotrichia_albicollis ENSZALG00000007735
junco_hyemalis ENSJHYG00000000643
melopsittacus_undulatus ENSMUNG00000016162
anser_brachyrhynchus ENSABRG00000022639
anas_platyrhynchos ENSAPLG00000007655
coturnix_japonica ENSCJPG00005018629
coturnix_japonica ENSCJPG00005018628
gallus_gallus ENSGALG00000013294
meleagris_gallopavo ENSMGAG00000006571
numida_meleagris ENSNMEG00000022611
apteryx_haastii ENSAHAG00000002616
apteryx_owenii ENSAOWG00000004785
apteryx_rowi ENSARWG00000012683
dromaius_novaehollandiae ENSDNVG00000006311
nothoprocta_perdicaria ENSNPEG00000015184
crocodylus_porosus ENSCPRG00005013939
chelonoidis_abingdonii ENSCABG00000012227
gopherus_agassizii ENSGAGG00000013828
chrysemys_picta ENSCPBG00000027849
pelodiscus_sinensis ENSPSIG00000017785
xenopus_tropicalis ENSXETG00000020455
latimeria_chalumnae ENSLACG00000009360
paramormyrops_kingsleyae ENSPKIG00000018111
scleropages_formosus ENSSFOG00015018092
clupea_harengus ENSCHAG00000017517
denticeps_clupeoides ENSDCDG00000028928
astyanax_mexicanus ENSAMXG00005000695
astyanax_mexicanus ENSAMXG00000016747
pygocentrus_nattereri ENSPNAG00000000216
ictalurus_punctatus ENSIPUG00000009269
electrophorus_electricus ENSEEEG00000010006
tetraodon_nigroviridis ENSTNIG00000013690
takifugu_rubripes ENSTRUG00000011307
gouania_willdenowi ENSGWIG00000015917
cynoglossus_semilaevis ENSCSEG00000010049
larimichthys_crocea ENSLCRG00005023595
gasterosteus_aculeatus ENSGACG00000005982
mola_mola ENSMMOG00000012935
labrus_bergylta ENSLBEG00000016667
cottoperca_gobio ENSCGOG00000010768
scophthalmus_maximus ENSSMAG00000012274
lates_calcarifer ENSLCAG00010009554
seriola_lalandi ENSSLDG00000021152
seriola_dumerili ENSSDUG00000020660
monopterus_albus ENSMALG00000006834
mastacembelus_armatus ENSMAMG00000002830
anabas_testudineus ENSATEG00000012674
betta_splendens ENSBSLG00000004445
fundulus_heteroclitus ENSFHEG00000000261
cyprinodon_variegatus ENSCVAG00000000987
poecilia_mexicana ENSPMEG00000023758
poecilia_formosa ENSPFOG00000019633
poecilia_latipinna ENSPLAG00000009546
poecilia_reticulata ENSPREG00000014438
xiphophorus_couchianus ENSXCOG00000016723
xiphophorus_maculatus ENSXMAG00000006782
gambusia_affinis ENSGAFG00000000904
kryptolebias_marmoratus ENSKMAG00000021603
oryzias_latipes ENSORLG00020010744
oryzias_latipes ENSORLG00000005548
oryzias_latipes ENSORLG00015003692
oryzias_melastigma ENSOMEG00000016270
astatotilapia_calliptera ENSACLG00000008094
maylandia_zebra ENSMZEG00005027661
astatotilapia_calliptera ENSACLG00000010505
astatotilapia_calliptera ENSACLG00000009748
maylandia_zebra ENSMZEG00005002429
haplochromis_burtoni ENSHBUG00000011259
pundamilia_nyererei ENSPNYG00000020037
oreochromis_niloticus ENSONIG00000008307
neolamprologus_brichardi ENSNBRG00000012763
amphilophus_citrinellus ENSACIG00000012465
amphiprion_ocellaris ENSAOCG00000003386
amphiprion_percula ENSAPEG00000023568
acanthochromis_polyacanthus ENSAPOG00000013099
stegastes_partitus ENSSPAG00000022992
hippocampus_comes ENSHCOG00000019110
periophthalmus_magnuspinnatus ENSPMGG00000010798
gadus_morhua ENSGMOG00000010165
esox_lucius ENSELUG00000020564
hucho_hucho ENSHHUG00000040796
pygocentrus_nattereri ENSPNAG00000022719
astyanax_mexicanus ENSAMXG00000042616
electrophorus_electricus ENSEEEG00000015657
ictalurus_punctatus ENSIPUG00000017676
danio_rerio ENSDARG00000041348
denticeps_clupeoides ENSDCDG00000035826
clupea_harengus ENSCHAG00000027387
poecilia_formosa ENSPFOG00000017864
poecilia_latipinna ENSPLAG00000013813
poecilia_mexicana ENSPMEG00000007613
poecilia_reticulata ENSPREG00000012213
xiphophorus_couchianus ENSXCOG00000018445
xiphophorus_maculatus ENSXMAG00000002192
gambusia_affinis ENSGAFG00000006210
fundulus_heteroclitus ENSFHEG00000008132
cyprinodon_variegatus ENSCVAG00000011244
kryptolebias_marmoratus ENSKMAG00000001750
oryzias_latipes ENSORLG00020021280
oryzias_latipes ENSORLG00015020589
oryzias_latipes ENSORLG00000002949
oryzias_melastigma ENSOMEG00000010567
gouania_willdenowi ENSGWIG00000022502
acanthochromis_polyacanthus ENSAPOG00000012145
acanthochromis_polyacanthus ENSAPOG00000012343
acanthochromis_polyacanthus ENSAPOG00000012302
takifugu_rubripes ENSTRUG00000016986
tetraodon_nigroviridis ENSTNIG00000009520
mola_mola ENSMMOG00000018799
gasterosteus_aculeatus ENSGACG00000016742
larimichthys_crocea ENSLCRG00005016193
labrus_bergylta ENSLBEG00000006386
cottoperca_gobio ENSCGOG00000017219
seriola_lalandi ENSSLDG00000011037
seriola_dumerili ENSSDUG00000003606
lates_calcarifer ENSLCAG00010004693
scophthalmus_maximus ENSSMAG00000014538
monopterus_albus ENSMALG00000011811
mastacembelus_armatus ENSMAMG00000011245
anabas_testudineus ENSATEG00000017392
betta_splendens ENSBSLG00000004284
amphiprion_ocellaris ENSAOCG00000017919
amphiprion_percula ENSAPEG00000024822
acanthochromis_polyacanthus ENSAPOG00000015606
stegastes_partitus ENSSPAG00000008892
parambassis_ranga ENSPRNG00000006623
haplochromis_burtoni ENSHBUG00000009666
pundamilia_nyererei ENSPNYG00000011284
astatotilapia_calliptera ENSACLG00000018805
maylandia_zebra ENSMZEG00005007207
neolamprologus_brichardi ENSNBRG00000023814
oreochromis_niloticus ENSONIG00000000155
amphilophus_citrinellus ENSACIG00000000691
hippocampus_comes ENSHCOG00000001526
cynoglossus_semilaevis ENSCSEG00000006295
periophthalmus_magnuspinnatus ENSPMGG00000005118
gadus_morhua ENSGMOG00000017406
hucho_hucho ENSHHUG00000041434
hucho_hucho ENSHHUG00000031164
hucho_hucho ENSHHUG00000009657
esox_lucius ENSELUG00000003585
lepisosteus_oculatus ENSLOCG00000013305
erpetoichthys_calabaricus ENSECRG00000017925
callorhinchus_milii ENSCMIG00000019325
eptatretus_burgeri ENSEBUG00000001460
