poecilia_mexicana ENSPMEG00000023441
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021009
mus_pahari MGP_PahariEiJ_G0016714
rattus_norvegicus ENSRNOG00000001959
nannospalax_galili ENSNGAG00000017263
heterocephalus_glaber_female ENSHGLG00000014926
heterocephalus_glaber_male ENSHGLG00100016146
heterocephalus_glaber_male ENSHGLG00100008354
fukomys_damarensis ENSFDAG00000015416
octodon_degus ENSODEG00000003389
fukomys_damarensis ENSFDAG00000002823
cavia_porcellus ENSCPOG00000015652
cavia_aperea ENSCAPG00000014240
chinchilla_lanigera ENSCLAG00000006403
octodon_degus ENSODEG00000013917
chinchilla_lanigera ENSCLAG00000006920
cavia_porcellus ENSCPOG00000025373
cavia_aperea ENSCAPG00000003808
heterocephalus_glaber_male ENSHGLG00100001098
heterocephalus_glaber_female ENSHGLG00000017431
colobus_angolensis_palliatus ENSCANG00000042849
spermophilus_dauricus ENSSDAG00000021785
ictidomys_tridecemlineatus ENSSTOG00000012846
marmota_marmota_marmota ENSMMMG00000004765
jaculus_jaculus ENSJJAG00000023808
oryctolagus_cuniculus ENSOCUG00000021924
oryctolagus_cuniculus ENSOCUG00000004501
ochotona_princeps ENSOPRG00000003526
xenopus_tropicalis ENSXETG00000005177
astyanax_mexicanus ENSAMXG00000044008
astyanax_mexicanus ENSAMXG00000042757
lepisosteus_oculatus ENSLOCG00000006363
