octodon_degus ENSODEG00000002532
gopherus_agassizii ENSGAGG00000013533
chrysemys_picta ENSCPBG00000001897
sphenodon_punctatus ENSSPUG00000014493
pogona_vitticeps ENSPVIG00000010992
notechis_scutatus ENSNSUG00000013302
salvator_merianae ENSSMRG00000002964
xenopus_tropicalis ENSXETG00000012896
latimeria_chalumnae ENSLACG00000016058
ornithorhynchus_anatinus ENSOANG00000013672
erpetoichthys_calabaricus ENSECRG00000021491
callorhinchus_milii ENSCMIG00000017447
