mastacembelus_armatus ENSMAMG00000020944
meriones_unguiculatus ENSMUGG00000009926
meriones_unguiculatus ENSMUGG00000008737
peromyscus_maniculatus_bairdii ENSPEMG00000013077
microtus_ochrogaster ENSMOCG00000004276
cricetulus_griseus_chok1gshd ENSCGRG00001001410
cricetulus_griseus_crigri ENSCGRG00000017347
cricetulus_griseus_crigri-picr ENSCGRG00015019590
mesocricetus_auratus ENSMAUG00000015093
nannospalax_galili ENSNGAG00000013641
jaculus_jaculus ENSJJAG00000012688
chinchilla_lanigera ENSCLAG00000008415
octodon_degus ENSODEG00000016490
cavia_aperea ENSCAPG00000014198
cavia_porcellus ENSCPOG00000021853
heterocephalus_glaber_female ENSHGLG00000004935
heterocephalus_glaber_male ENSHGLG00100018886
fukomys_damarensis ENSFDAG00000020322
ictidomys_tridecemlineatus ENSSTOG00000009903
urocitellus_parryii ENSUPAG00010014540
spermophilus_dauricus ENSSDAG00000012371
spermophilus_dauricus ENSSDAG00000016635
marmota_marmota_marmota ENSMMMG00000008145
ochotona_princeps ENSOPRG00000007049
oryctolagus_cuniculus ENSOCUG00000023478
tupaia_belangeri ENSTBEG00000008052
homo_sapiens ENSG00000105053
gorilla_gorilla ENSGGOG00000026286
pan_troglodytes ENSPTRG00000011330
pan_paniscus ENSPPAG00000043996
pongo_abelii ENSPPYG00000010273
nomascus_leucogenys ENSNLEG00000005493
rhinopithecus_roxellana ENSRROG00000008806
rhinopithecus_bieti ENSRBIG00000028015
piliocolobus_tephrosceles ENSPTEG00000021437
colobus_angolensis_palliatus ENSCANG00000041232
theropithecus_gelada ENSTGEG00000000365
papio_anubis ENSPANG00000016114
macaca_nemestrina ENSMNEG00000040069
macaca_mulatta ENSMMUG00000010837
macaca_fascicularis ENSMFAG00000003806
cercocebus_atys ENSCATG00000029992
mandrillus_leucophaeus ENSMLEG00000037694
chlorocebus_sabaeus ENSCSAG00000002365
saimiri_boliviensis_boliviensis ENSSBOG00000018031
cebus_capucinus ENSCCAG00000030760
callithrix_jacchus ENSCJAG00000004228
aotus_nancymaae ENSANAG00000036854
carlito_syrichta ENSTSYG00000035186
carlito_syrichta ENSTSYG00000007767
carlito_syrichta ENSTSYG00000028869
carlito_syrichta ENSTSYG00000026746
carlito_syrichta ENSTSYG00000013688
microcebus_murinus ENSMICG00000006537
prolemur_simus ENSPSMG00000016989
propithecus_coquereli ENSPCOG00000014327
otolemur_garnettii ENSOGAG00000008746
sorex_araneus ENSSARG00000009609
phascolarctos_cinereus ENSPCIG00000009657
notamacropus_eugenii ENSMEUG00000001045
monodelphis_domestica ENSMODG00000012521
sarcophilus_harrisii ENSSHAG00000004148
ornithorhynchus_anatinus ENSOANG00000002721
xenopus_tropicalis ENSXETG00000026901
latimeria_chalumnae ENSLACG00000002628
eptatretus_burgeri ENSEBUG00000016949
