calidris_pugnax ENSCPUG00000019775
fundulus_heteroclitus ENSFHEG00000001190
cyprinodon_variegatus ENSCVAG00000018991
oryzias_latipes_asm223469v1 ENSORLG00015016235
oryzias_latipes ENSORLG00000014185
oryzias_melastigma ENSOMEG00000006570
astatotilapia_calliptera ENSACLG00000024213
maylandia_zebra ENSMZEG00005013826
pundamilia_nyererei ENSPNYG00000013343
haplochromis_burtoni ENSHBUG00000022398
neolamprologus_brichardi ENSNBRG00000018144
oreochromis_niloticus ENSONIG00000005195
amphilophus_citrinellus ENSACIG00000020220
amphiprion_ocellaris ENSAOCG00000000250
amphiprion_percula ENSAPEG00000022898
acanthochromis_polyacanthus ENSAPOG00000018707
stegastes_partitus ENSSPAG00000015901
labrus_bergylta ENSLBEG00000018707
gasterosteus_aculeatus ENSGACG00000006300
mola_mola ENSMMOG00000005353
anabas_testudineus ENSATEG00000023287
hippocampus_comes ENSHCOG00000012913
periophthalmus_magnuspinnatus ENSPMGG00000015257
gadus_morhua ENSGMOG00000001188
esox_lucius ENSELUG00000008644
pygocentrus_nattereri ENSPNAG00000024815
astyanax_mexicanus ENSAMXG00000002031
ictalurus_punctatus ENSIPUG00000015673
danio_rerio ENSDARG00000041586
paramormyrops_kingsleyae ENSPKIG00000013016
scleropages_formosus ENSSFOG00015003020
lepisosteus_oculatus ENSLOCG00000003916
