cyanistes_caeruleus ENSCCEG00000020252
mandrillus_leucophaeus ENSMLEG00000029000
theropithecus_gelada ENSTGEG00000003101
papio_anubis ENSPANG00000015733
chlorocebus_sabaeus ENSCSAG00000015995
macaca_mulatta ENSMMUG00000021514
macaca_fascicularis ENSMFAG00000003637
macaca_nemestrina ENSMNEG00000036009
piliocolobus_tephrosceles ENSPTEG00000029850
colobus_angolensis ENSCANG00000030174
rhinopithecus_roxellana ENSRROG00000032763
rhinopithecus_bieti ENSRBIG00000030777
callithrix_jacchus ENSCJAG00000019690
saimiri_boliviensis ENSSBOG00000032890
cebus_capucinus ENSCCAG00000025139
aotus_nancymaae ENSANAG00000023714
myotis_lucifugus ENSMLUG00000001512
procavia_capensis ENSPCAG00000000158
equus_asinus ENSEASG00005016279
equus_caballus ENSECAG00000022609
pteropus_vampyrus ENSPVAG00000014424
ursus_americanus ENSUAMG00000004418
ursus_maritimus ENSUMAG00000000675
ailuropoda_melanoleuca ENSAMEG00000000168
neovison_vison ENSNVIG00000006884
mustela_putorius ENSMPUG00000000876
canis_lupus ENSCAFG00020012510
canis_lupus ENSCAFG00000008499
vulpes_vulpes ENSVVUG00000003529
panthera_tigris ENSPTIG00000018878
panthera_pardus ENSPPRG00000001723
felis_catus ENSFCAG00000028158
bos_indicus ENSBIXG00005023272
bos_indicus ENSBIXG00005023343
bos_indicus ENSBIXG00000005035
bos_taurus ENSBTAG00000002252
bos_mutus ENSBMUG00000016831
bison_bison ENSBBBG00000011130
ovis_aries ENSOARG00000009676
capra_hircus ENSCHIG00000018927
tursiops_truncatus ENSTTRG00000002378
sus_scrofa ENSSSCG00000009665
loxodonta_africana ENSLAFG00000026710
echinops_telfairi ENSETEG00000000794
dasypus_novemcinctus ENSDNOG00000009074
vombatus_ursinus ENSVURG00010009704
vombatus_ursinus ENSVURG00010014078
vombatus_ursinus ENSVURG00010009680
phascolarctos_cinereus ENSPCIG00000009140
notamacropus_eugenii ENSMEUG00000004558
sarcophilus_harrisii ENSSHAG00000000709
monodelphis_domestica ENSMODG00000015940
xenopus_tropicalis ENSXETG00000011810
latimeria_chalumnae ENSLACG00000003345
astyanax_mexicanus ENSAMXG00000000805
astyanax_mexicanus ENSAMXG00005004317
pygocentrus_nattereri ENSPNAG00000007506
electrophorus_electricus ENSEEEG00000010002
ictalurus_punctatus ENSIPUG00000004069
danio_rerio ENSDARG00000006602
clupea_harengus ENSCHAG00000014019
gasterosteus_aculeatus ENSGACG00000014995
cottoperca_gobio ENSCGOG00000019821
labrus_bergylta ENSLBEG00000005188
seriola_lalandi ENSSLDG00000010291
seriola_dumerili ENSSDUG00000012342
lates_calcarifer ENSLCAG00010011867
anabas_testudineus ENSATEG00000014233
betta_splendens ENSBSLG00000003586
mastacembelus_armatus ENSMAMG00000022411
scophthalmus_maximus ENSSMAG00000012332
larimichthys_crocea ENSLCRG00005022458
pundamilia_nyererei ENSPNYG00000022083
maylandia_zebra ENSMZEG00005017497
astatotilapia_calliptera ENSACLG00000015825
haplochromis_burtoni ENSHBUG00000021704
neolamprologus_brichardi ENSNBRG00000013966
oreochromis_niloticus ENSONIG00000012349
amphilophus_citrinellus ENSACIG00000000879
parambassis_ranga ENSPRNG00000000474
amphiprion_percula ENSAPEG00000019366
amphiprion_ocellaris ENSAOCG00000010308
acanthochromis_polyacanthus ENSAPOG00000004130
stegastes_partitus ENSSPAG00000005948
hucho_hucho ENSHHUG00000040435
scleropages_formosus ENSSFOG00015016535
paramormyrops_kingsleyae ENSPKIG00000014968
oryzias_latipes ENSORLG00020002397
oryzias_latipes ENSORLG00015017574
oryzias_latipes ENSORLG00000008800
oryzias_melastigma ENSOMEG00000017967
stegastes_partitus ENSSPAG00000012908
takifugu_rubripes ENSTRUG00000008002
tetraodon_nigroviridis ENSTNIG00000016346
mola_mola ENSMMOG00000015647
gasterosteus_aculeatus ENSGACG00000010624
poecilia_formosa ENSPFOG00000008992
poecilia_latipinna ENSPLAG00000020357
poecilia_mexicana ENSPMEG00000018180
poecilia_reticulata ENSPREG00000019311
xiphophorus_maculatus ENSXMAG00000004108
xiphophorus_couchianus ENSXCOG00000005184
gambusia_affinis ENSGAFG00000003105
cyprinodon_variegatus ENSCVAG00000023091
fundulus_heteroclitus ENSFHEG00000020314
kryptolebias_marmoratus ENSKMAG00000013440
gouania_willdenowi ENSGWIG00000009556
amphiprion_percula ENSAPEG00000002072
amphiprion_ocellaris ENSAOCG00000024092
acanthochromis_polyacanthus ENSAPOG00000001602
cynoglossus_semilaevis ENSCSEG00000013700
periophthalmus_magnuspinnatus ENSPMGG00000017282
monopterus_albus ENSMALG00000003178
mastacembelus_armatus ENSMAMG00000017183
anabas_testudineus ENSATEG00000005801
larimichthys_crocea ENSLCRG00005013284
cottoperca_gobio ENSCGOG00000014067
labrus_bergylta ENSLBEG00000001679
scophthalmus_maximus ENSSMAG00000011810
lates_calcarifer ENSLCAG00010001935
seriola_dumerili ENSSDUG00000014529
seriola_lalandi ENSSLDG00000013323
pundamilia_nyererei ENSPNYG00000007392
maylandia_zebra ENSMZEG00005015764
haplochromis_burtoni ENSHBUG00000012577
astatotilapia_calliptera ENSACLG00000012300
neolamprologus_brichardi ENSNBRG00000019298
oreochromis_niloticus ENSONIG00000015309
amphilophus_citrinellus ENSACIG00000003625
parambassis_ranga ENSPRNG00000018045
betta_splendens ENSBSLG00000005899
hippocampus_comes ENSHCOG00000007741
gadus_morhua ENSGMOG00000011202
hucho_hucho ENSHHUG00000045534
hucho_hucho ENSHHUG00000015878
esox_lucius ENSELUG00000005219
clupea_harengus ENSCHAG00000011680
denticeps_clupeoides ENSDCDG00000035666
electrophorus_electricus ENSEEEG00000023950
astyanax_mexicanus ENSAMXG00000019297
astyanax_mexicanus ENSAMXG00005019722
pygocentrus_nattereri ENSPNAG00000006668
ictalurus_punctatus ENSIPUG00000016668
danio_rerio ENSDARG00000057025
scleropages_formosus ENSSFOG00015019515
paramormyrops_kingsleyae ENSPKIG00000006903
lepisosteus_oculatus ENSLOCG00000017242
erpetoichthys_calabaricus ENSECRG00000002308
petromyzon_marinus ENSPMAG00000008031
