poecilia_formosa ENSPFOG00000001969
lepidothrix_coronata ENSLCOG00000002427
cyanistes_caeruleus ENSCCEG00000019089
parus_major ENSPMJG00000001372
junco_hyemalis ENSJHYG00000005498
lonchura_striata_domestica ENSLSDG00000008465
ficedula_albicollis ENSFALG00000012301
melopsittacus_undulatus ENSMUNG00000010006
coturnix_japonica ENSCJPG00005011174
manacus_vitellinus ENSMVIG00005008105
calidris_pugnax ENSCPUG00000015435
anas_platyrhynchos_platyrhynchos ENSAPLG00000017856
crocodylus_porosus ENSCPRG00005015695
gopherus_agassizii ENSGAGG00000000164
chrysemys_picta_bellii ENSCPBG00000012471
chelonoidis_abingdonii ENSCABG00000004901
pogona_vitticeps ENSPVIG00000015089
notechis_scutatus ENSNSUG00000017154
salvator_merianae ENSSMRG00000022974
sphenodon_punctatus ENSSPUG00000008020
latimeria_chalumnae ENSLACG00000015083
xiphophorus_couchianus ENSXCOG00000009224
kryptolebias_marmoratus ENSKMAG00000005295
neolamprologus_brichardi ENSNBRG00000023218
cynoglossus_semilaevis ENSCSEG00000005870
hippocampus_comes ENSHCOG00000019979
labrus_bergylta ENSLBEG00000010518
labrus_bergylta ENSLBEG00000014664
labrus_bergylta ENSLBEG00000001030
scleropages_formosus ENSSFOG00015005591
paramormyrops_kingsleyae ENSPKIG00000024293
calidris_pygmaea ENSCPGG00000005430
numida_meleagris ENSNMEG00000003502
