hucho_hucho ENSHHUG00000002013
panthera_tigris ENSPTIG00000011667
panthera_pardus ENSPPRG00000010314
felis_catus ENSFCAG00000027161
saimiri_boliviensis ENSSBOG00000023832
callithrix_jacchus ENSCJAG00000045749
cebus_capucinus ENSCCAG00000006762
aotus_nancymaae ENSANAG00000035856
pan_paniscus ENSPPAG00000041625
pan_troglodytes ENSPTRG00000002384
homo_sapiens ENSG00000099246
gorilla_gorilla ENSGGOG00000008086
pongo_abelii ENSPPYG00000002172
nomascus_leucogenys ENSNLEG00000016970
piliocolobus_tephrosceles ENSPTEG00000021394
colobus_angolensis ENSCANG00000035397
rhinopithecus_roxellana ENSRROG00000040563
rhinopithecus_bieti ENSRBIG00000035948
theropithecus_gelada ENSTGEG00000000845
mandrillus_leucophaeus ENSMLEG00000033595
macaca_fascicularis ENSMFAG00000006430
macaca_mulatta ENSMMUG00000046971
macaca_nemestrina ENSMNEG00000038180
chlorocebus_sabaeus ENSCSAG00000011749
cercocebus_atys ENSCATG00000009672
papio_anubis ENSPANG00000023005
carlito_syrichta ENSTSYG00000013092
ictidomys_tridecemlineatus ENSSTOG00000014560
spermophilus_dauricus ENSSDAG00000020432
urocitellus_parryii ENSUPAG00010012321
marmota_marmota ENSMMMG00000023516
dipodomys_ordii ENSDORG00000028596
dipodomys_ordii ENSDORG00000028660
dipodomys_ordii ENSDORG00000029360
fukomys_damarensis ENSFDAG00000018728
mus_spretus MGP_SPRETEiJ_G0022894
mus_spicilegus ENSMSIG00000024936
mus_musculus ENSMUSG00000073639
mus_caroli MGP_CAROLIEiJ_G0021978
mus_pahari MGP_PahariEiJ_G0018716
rattus_norvegicus ENSRNOG00000018972
meriones_unguiculatus ENSMUGG00000026464
meriones_unguiculatus ENSMUGG00000001782
mesocricetus_auratus ENSMAUG00000011110
mesocricetus_auratus ENSMAUG00000020698
cricetulus_griseus ENSCGRG00000017201
cricetulus_griseus ENSCGRG00001017519
cricetulus_griseus ENSCGRG00015026846
peromyscus_maniculatus ENSPEMG00000026190
microtus_ochrogaster ENSMOCG00000013044
nannospalax_galili ENSNGAG00000001465
spermophilus_dauricus ENSSDAG00000002969
urocitellus_parryii ENSUPAG00010023778
ictidomys_tridecemlineatus ENSSTOG00000033656
propithecus_coquereli ENSPCOG00000018906
microcebus_murinus ENSMICG00000017280
prolemur_simus ENSPSMG00000007642
otolemur_garnettii ENSOGAG00000028015
heterocephalus_glaber ENSHGLG00000004365
heterocephalus_glaber ENSHGLG00100013089
heterocephalus_glaber ENSHGLG00000007301
heterocephalus_glaber ENSHGLG00100009117
cavia_porcellus ENSCPOG00000032827
octodon_degus ENSODEG00000004150
octodon_degus ENSODEG00000001076
octodon_degus ENSODEG00000012379
heterocephalus_glaber ENSHGLG00100005357
fukomys_damarensis ENSFDAG00000013014
octodon_degus ENSODEG00000000945
chinchilla_lanigera ENSCLAG00000008819
cavia_aperea ENSCAPG00000009788
oryctolagus_cuniculus ENSOCUG00000022307
oryctolagus_cuniculus ENSOCUG00000036130
ochotona_princeps ENSOPRG00000014683
aotus_nancymaae ENSANAG00000031541
erinaceus_europaeus ENSEEUG00000013013
pteropus_vampyrus ENSPVAG00000017052
vicugna_pacos ENSVPAG00000003175
meriones_unguiculatus ENSMUGG00000001821
loxodonta_africana ENSLAFG00000015582
dasypus_novemcinctus ENSDNOG00000047713
vombatus_ursinus ENSVURG00010024374
vombatus_ursinus ENSVURG00010008452
phascolarctos_cinereus ENSPCIG00000028705
sarcophilus_harrisii ENSSHAG00000007613
monodelphis_domestica ENSMODG00000008253
ornithorhynchus_anatinus ENSOANG00000021391
calidris_pygmaea ENSCPGG00000007445
calidris_pugnax ENSCPUG00000019271
melopsittacus_undulatus ENSMUNG00000006912
gallus_gallus ENSGALG00000007435
coturnix_japonica ENSCJPG00005003880
numida_meleagris ENSNMEG00000008987
lonchura_striata ENSLSDG00000001940
taeniopygia_guttata ENSTGUG00000001105
serinus_canaria ENSSCAG00000008984
junco_hyemalis ENSJHYG00000008826
parus_major ENSPMJG00000006149
lepidothrix_coronata ENSLCOG00000010627
cyanistes_caeruleus ENSCCEG00000014226
manacus_vitellinus ENSMVIG00005007112
zonotrichia_albicollis ENSZALG00000015841
taeniopygia_guttata ENSTGUG00000001110
ficedula_albicollis ENSFALG00000007160
apteryx_haastii ENSAHAG00000012665
castor_canadensis ENSCCNG00000008317
spermophilus_dauricus ENSSDAG00000010919
meriones_unguiculatus ENSMUGG00000011561
cebus_capucinus ENSCCAG00000025025
cebus_capucinus ENSCCAG00000037470
carlito_syrichta ENSTSYG00000029078
sus_scrofa ENSSSCG00000040106
dasypus_novemcinctus ENSDNOG00000038845
chelonoidis_abingdonii ENSCABG00000012406
poecilia_reticulata ENSPREG00000002887
cyprinodon_variegatus ENSCVAG00000021007
periophthalmus_magnuspinnatus ENSPMGG00000020218
callorhinchus_milii ENSCMIG00000011094
petromyzon_marinus ENSPMAG00000005322
eptatretus_burgeri ENSEBUG00000011179
