amphiprion_percula ENSAPEG00000013199
pelodiscus_sinensis ENSPSIG00000001841
notechis_scutatus ENSNSUG00000010620
pogona_vitticeps ENSPVIG00000011889
salvator_merianae ENSSMRG00000004732
phascolarctos_cinereus ENSPCIG00000002331
monodelphis_domestica ENSMODG00000023373
sarcophilus_harrisii ENSSHAG00000002198
prolemur_simus ENSPSMG00000018001
otolemur_garnettii ENSOGAG00000008134
cercocebus_atys ENSCATG00000019403
mandrillus_leucophaeus ENSMLEG00000027730
theropithecus_gelada ENSTGEG00000028245
papio_anubis ENSPANG00000008588
macaca_mulatta ENSMMUG00000007187
macaca_fascicularis ENSMFAG00000028807
macaca_nemestrina ENSMNEG00000002027
chlorocebus_sabaeus ENSCSAG00000000473
colobus_angolensis ENSCANG00000003499
rhinopithecus_bieti ENSRBIG00000004007
piliocolobus_tephrosceles ENSPTEG00000034269
pan_paniscus ENSPPAG00000010975
pan_troglodytes ENSPTRG00000021278
gorilla_gorilla ENSGGOG00000006974
homo_sapiens ENSG00000119431
pongo_abelii ENSPPYG00000019520
callithrix_jacchus ENSCJAG00000022540
castor_canadensis ENSCCNG00000021896
dipodomys_ordii ENSDORG00000003068
mus_spretus MGP_SPRETEiJ_G0027046
mus_musculus ENSMUSG00000038422
mus_spicilegus ENSMSIG00000013172
mus_caroli MGP_CAROLIEiJ_G0026082
mus_pahari MGP_PahariEiJ_G0028417
meriones_unguiculatus ENSMUGG00000012369
cricetulus_griseus ENSCGRG00000010757
cricetulus_griseus ENSCGRG00001004580
cricetulus_griseus ENSCGRG00015014596
mesocricetus_auratus ENSMAUG00000010212
microtus_ochrogaster ENSMOCG00000022769
peromyscus_maniculatus ENSPEMG00000017624
nannospalax_galili ENSNGAG00000020399
marmota_marmota ENSMMMG00000001302
ictidomys_tridecemlineatus ENSSTOG00000000580
urocitellus_parryii ENSUPAG00010015559
chinchilla_lanigera ENSCLAG00000009865
cavia_porcellus ENSCPOG00000027501
heterocephalus_glaber ENSHGLG00000016983
capra_hircus ENSCHIG00000001998
ovis_aries ENSOARG00000002946
bos_mutus ENSBMUG00000023429
bos_taurus ENSBTAG00000000250
bison_bison ENSBBBG00000010198
tursiops_truncatus ENSTTRG00000000899
sus_scrofa ENSSSCG00000039861
ursus_maritimus ENSUMAG00000019389
ursus_americanus ENSUAMG00000018217
ailuropoda_melanoleuca ENSAMEG00000019509
neovison_vison ENSNVIG00000009375
mustela_putorius ENSMPUG00000018567
canis_lupus ENSCAFG00020022774
canis_lupus ENSCAFG00000003244
vulpes_vulpes ENSVVUG00000003263
equus_asinus ENSEASG00005022671
equus_caballus ENSECAG00000005335
myotis_lucifugus ENSMLUG00000015333
loxodonta_africana ENSLAFG00000007668
procavia_capensis ENSPCAG00000016849
echinops_telfairi ENSETEG00000007171
dasypus_novemcinctus ENSDNOG00000036849
oryctolagus_cuniculus ENSOCUG00000005843
ochotona_princeps ENSOPRG00000005382
sorex_araneus ENSSARG00000013618
ornithorhynchus_anatinus ENSOANG00000009717
xenopus_tropicalis ENSXETG00000023477
latimeria_chalumnae ENSLACG00000016636
eptatretus_burgeri ENSEBUG00000002769
ciona_savignyi ENSCSAVG00000000125
caenorhabditis_elegans WBGene00010481
