monodelphis_domestica ENSMODG00000003082
pygocentrus_nattereri ENSPNAG00000015526
danio_rerio ENSDARG00000092345
scleropages_formosus ENSSFOG00015011034
lepisosteus_oculatus ENSLOCG00000003713
latimeria_chalumnae ENSLACG00000014745
lepisosteus_oculatus ENSLOCG00000003557
lepisosteus_oculatus ENSLOCG00000012205
poecilia_mexicana ENSPMEG00000008360
poecilia_latipinna ENSPLAG00000016766
poecilia_formosa ENSPFOG00000024265
poecilia_reticulata ENSPREG00000000668
xiphophorus_maculatus ENSXMAG00000021730
xiphophorus_couchianus ENSXCOG00000006271
gambusia_affinis ENSGAFG00000003852
astyanax_mexicanus ENSAMXG00000036529
ictalurus_punctatus ENSIPUG00000022107
scleropages_formosus ENSSFOG00015021740
anabas_testudineus ENSATEG00000018700
monopterus_albus ENSMALG00000016824
seriola_dumerili ENSSDUG00000004550
seriola_lalandi ENSSLDG00000003168
pundamilia_nyererei ENSPNYG00000006602
maylandia_zebra ENSMZEG00005008429
lepisosteus_oculatus ENSLOCG00000003772
latimeria_chalumnae ENSLACG00000002830
latimeria_chalumnae ENSLACG00000003313
latimeria_chalumnae ENSLACG00000003629
lepisosteus_oculatus ENSLOCG00000003620
lepisosteus_oculatus ENSLOCG00000003681
lepisosteus_oculatus ENSLOCG00000003649
lepisosteus_oculatus ENSLOCG00000003666
latimeria_chalumnae ENSLACG00000015274
poecilia_latipinna ENSPLAG00000014057
poecilia_mexicana ENSPMEG00000016765
poecilia_formosa ENSPFOG00000023566
kryptolebias_marmoratus ENSKMAG00000002628
oryzias_latipes ENSORLG00015001574
oryzias_latipes ENSORLG00020001569
oryzias_melastigma ENSOMEG00000018762
maylandia_zebra ENSMZEG00005021207
astatotilapia_calliptera ENSACLG00000023175
neolamprologus_brichardi ENSNBRG00000015617
amphilophus_citrinellus ENSACIG00000020674
amphiprion_percula ENSAPEG00000014006
amphiprion_ocellaris ENSAOCG00000001678
acanthochromis_polyacanthus ENSAPOG00000018349
stegastes_partitus ENSSPAG00000007774
