lepisosteus_oculatus ENSLOCG00000009292
urocitellus_parryii ENSUPAG00010006800
marmota_marmota_marmota ENSMMMG00000006082
spermophilus_dauricus ENSSDAG00000019266
ictidomys_tridecemlineatus ENSSTOG00000016068
castor_canadensis ENSCCNG00000006993
dipodomys_ordii ENSDORG00000006548
cricetulus_griseus_crigri ENSCGRG00000012622
cricetulus_griseus_chok1gshd ENSCGRG00001008797
cricetulus_griseus_crigri-picr ENSCGRG00015006648
mesocricetus_auratus ENSMAUG00000016278
microtus_ochrogaster ENSMOCG00000020337
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028006
mus_spicilegus ENSMSIG00000004283
mus_musculus ENSMUSG00000028969
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027010
mus_pahari MGP_PahariEiJ_G0021783
rattus_norvegicus ENSRNOG00000008017
meriones_unguiculatus ENSMUGG00000009525
peromyscus_maniculatus_bairdii ENSPEMG00000008062
nannospalax_galili ENSNGAG00000016017
jaculus_jaculus ENSJJAG00000020673
oryctolagus_cuniculus ENSOCUG00000021398
rhinopithecus_roxellana ENSRROG00000033765
rhinopithecus_bieti ENSRBIG00000036059
piliocolobus_tephrosceles ENSPTEG00000000905
colobus_angolensis_palliatus ENSCANG00000033440
macaca_fascicularis ENSMFAG00000002154
macaca_mulatta ENSMMUG00000020451
macaca_nemestrina ENSMNEG00000044456
theropithecus_gelada ENSTGEG00000004538
cercocebus_atys ENSCATG00000034560
mandrillus_leucophaeus ENSMLEG00000033862
papio_anubis ENSPANG00000008145
pan_paniscus ENSPPAG00000034802
pan_troglodytes ENSPTRG00000019872
homo_sapiens ENSG00000164885
gorilla_gorilla ENSGGOG00000016879
pongo_abelii ENSPPYG00000018183
nomascus_leucogenys ENSNLEG00000004100
macaca_nemestrina ENSMNEG00000044687
macaca_mulatta ENSMMUG00000009972
cercocebus_atys ENSCATG00000007034
rhinopithecus_roxellana ENSRROG00000042785
cebus_capucinus ENSCCAG00000020731
saimiri_boliviensis_boliviensis ENSSBOG00000015571
callithrix_jacchus ENSCJAG00000020258
aotus_nancymaae ENSANAG00000028943
carlito_syrichta ENSTSYG00000002446
microcebus_murinus ENSMICG00000004746
prolemur_simus ENSPSMG00000008844
propithecus_coquereli ENSPCOG00000025529
otolemur_garnettii ENSOGAG00000001775
ovis_aries ENSOARG00000002633
capra_hircus ENSCHIG00000025935
bos_mutus ENSBMUG00000003645
bos_taurus ENSBTAG00000007766
bison_bison_bison ENSBBBG00000003543
tursiops_truncatus ENSTTRG00000000850
sus_scrofa ENSSSCG00000024070
ursus_americanus ENSUAMG00000022755
ursus_maritimus ENSUMAG00000016639
ailuropoda_melanoleuca ENSAMEG00000013780
vulpes_vulpes ENSVVUG00000008427
canis_lupus_dingo ENSCAFG00020006340
mustela_putorius_furo ENSMPUG00000008335
neovison_vison ENSNVIG00000001727
panthera_tigris_altaica ENSPTIG00000012765
panthera_pardus ENSPPRG00000006745
felis_catus ENSFCAG00000024658
equus_caballus ENSECAG00000024299
equus_asinus_asinus ENSEASG00005004101
myotis_lucifugus ENSMLUG00000014708
pteropus_vampyrus ENSPVAG00000007092
loxodonta_africana ENSLAFG00000008785
procavia_capensis ENSPCAG00000007347
echinops_telfairi ENSETEG00000017053
dasypus_novemcinctus ENSDNOG00000039046
notamacropus_eugenii ENSMEUG00000000546
phascolarctos_cinereus ENSPCIG00000006139
sarcophilus_harrisii ENSSHAG00000009709
erinaceus_europaeus ENSEEUG00000013189
xenopus_tropicalis ENSXETG00000025847
lepidothrix_coronata ENSLCOG00000004186
lonchura_striata_domestica ENSLSDG00000013054
parus_major ENSPMJG00000003878
ficedula_albicollis ENSFALG00000013070
melopsittacus_undulatus ENSMUNG00000007333
apteryx_haastii ENSAHAG00000004511
dromaius_novaehollandiae ENSDNVG00000002312
salvator_merianae ENSSMRG00000001302
drosophila_melanogaster FBgn0013762
seriola_lalandi_dorsalis ENSSLDG00000006151
