dipodomys_ordii ENSDORG00000028568
sarcophilus_harrisii ENSSHAG00000004165
monodelphis_domestica ENSMODG00000013648
pogona_vitticeps ENSPVIG00000010976
anolis_carolinensis ENSACAG00000008076
notechis_scutatus ENSNSUG00000013255
salvator_merianae ENSSMRG00000002928
sphenodon_punctatus ENSSPUG00000017346
apteryx_rowi ENSARWG00000017134
apteryx_owenii ENSAOWG00000014074
dromaius_novaehollandiae ENSDNVG00000014129
gallus_gallus ENSGALG00000002345
coturnix_japonica ENSCJPG00005005945
numida_meleagris ENSNMEG00000014300
calidris_pygmaea ENSCPGG00000011416
melopsittacus_undulatus ENSMUNG00000002703
taeniopygia_guttata ENSTGUG00000017541
lonchura_striata_domestica ENSLSDG00000011879
parus_major ENSPMJG00000005454
manacus_vitellinus ENSMVIG00005019633
ficedula_albicollis ENSFALG00000001885
serinus_canaria ENSSCAG00000005410
zonotrichia_albicollis ENSZALG00000006337
cyanistes_caeruleus ENSCCEG00000005186
calidris_pugnax ENSCPUG00000004823
lepidothrix_coronata ENSLCOG00000005236
apteryx_haastii ENSAHAG00000007587
anas_platyrhynchos_platyrhynchos ENSAPLG00000017775
nothoprocta_perdicaria ENSNPEG00000009229
crocodylus_porosus ENSCPRG00005015533
chelonoidis_abingdonii ENSCABG00000015571
gopherus_agassizii ENSGAGG00000001143
chrysemys_picta_bellii ENSCPBG00000001689
pelodiscus_sinensis ENSPSIG00000017272
xenopus_tropicalis ENSXETG00000000129
latimeria_chalumnae ENSLACG00000001293
scleropages_formosus ENSSFOG00015001501
paramormyrops_kingsleyae ENSPKIG00000001735
labrus_bergylta ENSLBEG00000015868
periophthalmus_magnuspinnatus ENSPMGG00000022939
mastacembelus_armatus ENSMAMG00000019961
cynoglossus_semilaevis ENSCSEG00000018647
tetraodon_nigroviridis ENSTNIG00000008111
hippocampus_comes ENSHCOG00000019183
amphiprion_ocellaris ENSAOCG00000004821
amphiprion_percula ENSAPEG00000009536
acanthochromis_polyacanthus ENSAPOG00000010295
stegastes_partitus ENSSPAG00000021417
poecilia_formosa ENSPFOG00000010997
poecilia_latipinna ENSPLAG00000014193
poecilia_reticulata ENSPREG00000008862
poecilia_mexicana ENSPMEG00000024254
xiphophorus_couchianus ENSXCOG00000019396
xiphophorus_maculatus ENSXMAG00000011936
gambusia_affinis ENSGAFG00000013716
fundulus_heteroclitus ENSFHEG00000015815
cyprinodon_variegatus ENSCVAG00000001242
kryptolebias_marmoratus ENSKMAG00000006125
oryzias_latipes_asm223469v1 ENSORLG00015012671
oryzias_latipes ENSORLG00020006751
oryzias_latipes ENSORLG00000011601
oryzias_melastigma ENSOMEG00000011613
monopterus_albus ENSMALG00000010206
scophthalmus_maximus ENSSMAG00000012486
gasterosteus_aculeatus ENSGACG00000010597
seriola_dumerili ENSSDUG00000009689
seriola_lalandi_dorsalis ENSSLDG00000022895
haplochromis_burtoni ENSHBUG00000014092
pundamilia_nyererei ENSPNYG00000001302
astatotilapia_calliptera ENSACLG00000022414
maylandia_zebra ENSMZEG00005016619
neolamprologus_brichardi ENSNBRG00000002409
amphilophus_citrinellus ENSACIG00000011978
anabas_testudineus ENSATEG00000022240
mola_mola ENSMMOG00000016676
takifugu_rubripes ENSTRUG00000025328
gadus_morhua ENSGMOG00000004463
esox_lucius ENSELUG00000016045
pygocentrus_nattereri ENSPNAG00000003524
astyanax_mexicanus ENSAMXG00000037457
ictalurus_punctatus ENSIPUG00000008273
danio_rerio ENSDARG00000069545
lepisosteus_oculatus ENSLOCG00000008119
eptatretus_burgeri ENSEBUG00000015904
drosophila_melanogaster FBgn0036255
ciona_intestinalis ENSCING00000021347
caenorhabditis_elegans_strain_n2 WBGene00002982
saccharomyces_cerevisiae YBR217W
