fundulus_heteroclitus ENSFHEG00000021450
apteryx_owenii ENSAOWG00000017799
apteryx_rowi ENSARWG00000007686
nothoprocta_perdicaria ENSNPEG00000010556
dromaius_novaehollandiae ENSDNVG00000014415
calidris_pygmaea ENSCPGG00000016610
calidris_pugnax ENSCPUG00000011937
melopsittacus_undulatus ENSMUNG00000001356
lepidothrix_coronata ENSLCOG00000006749
manacus_vitellinus ENSMVIG00005014632
cyanistes_caeruleus ENSCCEG00000020760
parus_major ENSPMJG00000002725
ficedula_albicollis ENSFALG00000003393
lonchura_striata_domestica ENSLSDG00000016394
taeniopygia_guttata ENSTGUG00000009982
serinus_canaria ENSSCAG00000003488
junco_hyemalis ENSJHYG00000007315
zonotrichia_albicollis ENSZALG00000002706
anas_platyrhynchos_platyrhynchos ENSAPLG00000001338
anser_brachyrhynchus ENSABRG00000017928
coturnix_japonica ENSCJPG00005003876
meleagris_gallopavo ENSMGAG00000012085
gallus_gallus ENSGALG00000011111
numida_meleagris ENSNMEG00000017653
crocodylus_porosus ENSCPRG00005017212
chelonoidis_abingdonii ENSCABG00000020307
gopherus_agassizii ENSGAGG00000021870
chrysemys_picta_bellii ENSCPBG00000006210
pelodiscus_sinensis ENSPSIG00000017942
xenopus_tropicalis ENSXETG00000023336
petromyzon_marinus ENSPMAG00000003967
eptatretus_burgeri ENSEBUG00000011962
