dromaius_novaehollandiae ENSDNVG00000009831
tupaia_belangeri ENSTBEG00000010294
castor_canadensis ENSCCNG00000007773
dipodomys_ordii ENSDORG00000002525
ursus_maritimus ENSUMAG00000017720
ursus_americanus ENSUAMG00000009628
ailuropoda_melanoleuca ENSAMEG00000017829
canis_lupus ENSCAFG00000001019
canis_lupus ENSCAFG00020001359
vulpes_vulpes ENSVVUG00000021319
neovison_vison ENSNVIG00000016690
mustela_putorius ENSMPUG00000010112
panthera_tigris ENSPTIG00000017564
panthera_pardus ENSPPRG00000006222
equus_caballus ENSECAG00000032089
myotis_lucifugus ENSMLUG00000012910
sorex_araneus ENSSARG00000013890
prolemur_simus ENSPSMG00000020551
prolemur_simus ENSPSMG00000003253
microcebus_murinus ENSMICG00000047998
propithecus_coquereli ENSPCOG00000022801
otolemur_garnettii ENSOGAG00000016291
marmota_marmota ENSMMMG00000000290
ictidomys_tridecemlineatus ENSSTOG00000007815
spermophilus_dauricus ENSSDAG00000018146
urocitellus_parryii ENSUPAG00010016852
pteropus_vampyrus ENSPVAG00000012430
bos_taurus ENSBTAG00000010982
bos_indicus ENSBIXG00005010452
bos_mutus ENSBMUG00000002018
bison_bison ENSBBBG00000019187
capra_hircus ENSCHIG00000017701
ovis_aries ENSOARG00000013921
tursiops_truncatus ENSTTRG00000016861
sus_scrofa ENSSSCG00000038953
canis_lupus ENSCAFG00000049620
canis_lupus ENSCAFG00020007748
nannospalax_galili ENSNGAG00000023363
nannospalax_galili ENSNGAG00000012254
jaculus_jaculus ENSJJAG00000010594
oryctolagus_cuniculus ENSOCUG00000015774
vicugna_pacos ENSVPAG00000001586
bos_indicus ENSBIXG00000025742
felis_catus ENSFCAG00000039904
bos_indicus ENSBIXG00000006178
bos_taurus ENSBTAG00000048507
bos_mutus ENSBMUG00000022598
bison_bison ENSBBBG00000012796
cavia_aperea ENSCAPG00000003253
procavia_capensis ENSPCAG00000013673
loxodonta_africana ENSLAFG00000021714
echinops_telfairi ENSETEG00000006522
castor_canadensis ENSCCNG00000008356
castor_canadensis ENSCCNG00000020686
erinaceus_europaeus ENSEEUG00000011361
choloepus_hoffmanni ENSCHOG00000006194
dasypus_novemcinctus ENSDNOG00000015719
jaculus_jaculus ENSJJAG00000015645
mus_spicilegus ENSMSIG00000022956
gorilla_gorilla ENSGGOG00000037490
cyanistes_caeruleus ENSCCEG00000010886
xenopus_tropicalis ENSXETG00000001751
rhinopithecus_bieti ENSRBIG00000043117
scleropages_formosus ENSSFOG00015002306
paramormyrops_kingsleyae ENSPKIG00000004732
hucho_hucho ENSHHUG00000012504
esox_lucius ENSELUG00000021007
denticeps_clupeoides ENSDCDG00000031585
clupea_harengus ENSCHAG00000023837
astyanax_mexicanus ENSAMXG00000015642
astyanax_mexicanus ENSAMXG00005005697
pygocentrus_nattereri ENSPNAG00000014763
electrophorus_electricus ENSEEEG00000024310
ictalurus_punctatus ENSIPUG00000021507
lates_calcarifer ENSLCAG00010013327
hucho_hucho ENSHHUG00000017157
xiphophorus_couchianus ENSXCOG00000004156
neolamprologus_brichardi ENSNBRG00000011735
larimichthys_crocea ENSLCRG00005021295
electrophorus_electricus ENSEEEG00000022109
amphiprion_percula ENSAPEG00000022952
amphiprion_ocellaris ENSAOCG00000004716
acanthochromis_polyacanthus ENSAPOG00000019564
stegastes_partitus ENSSPAG00000020419
labrus_bergylta ENSLBEG00000027601
maylandia_zebra ENSMZEG00005008860
haplochromis_burtoni ENSHBUG00000021192
pundamilia_nyererei ENSPNYG00000012538
astatotilapia_calliptera ENSACLG00000014526
oreochromis_niloticus ENSONIG00000017270
amphilophus_citrinellus ENSACIG00000013703
gouania_willdenowi ENSGWIG00000024039
neolamprologus_brichardi ENSNBRG00000007879
cottoperca_gobio ENSCGOG00000004932
anabas_testudineus ENSATEG00000012849
betta_splendens ENSBSLG00000013236
monopterus_albus ENSMALG00000016533
cynoglossus_semilaevis ENSCSEG00000015219
seriola_lalandi ENSSLDG00000017184
seriola_dumerili ENSSDUG00000020850
scophthalmus_maximus ENSSMAG00000007040
mastacembelus_armatus ENSMAMG00000021709
mola_mola ENSMMOG00000013526
parambassis_ranga ENSPRNG00000010499
fundulus_heteroclitus ENSFHEG00000019816
cyprinodon_variegatus ENSCVAG00000023033
poecilia_reticulata ENSPREG00000005239
poecilia_mexicana ENSPMEG00000016776
poecilia_latipinna ENSPLAG00000001164
poecilia_formosa ENSPFOG00000023925
xiphophorus_maculatus ENSXMAG00000027189
gambusia_affinis ENSGAFG00000006292
kryptolebias_marmoratus ENSKMAG00000019748
oryzias_latipes ENSORLG00000000951
oryzias_latipes ENSORLG00015006947
oryzias_latipes ENSORLG00020021933
oryzias_melastigma ENSOMEG00000003529
takifugu_rubripes ENSTRUG00000019575
tetraodon_nigroviridis ENSTNIG00000016094
hippocampus_comes ENSHCOG00000008080
periophthalmus_magnuspinnatus ENSPMGG00000023857
danio_rerio ENSDARG00000026035
scleropages_formosus ENSSFOG00015018197
lepisosteus_oculatus ENSLOCG00000010219
erpetoichthys_calabaricus ENSECRG00000008908
erpetoichthys_calabaricus ENSECRG00000020670
latimeria_chalumnae ENSLACG00000016195
hippocampus_comes ENSHCOG00000013525
ciona_savignyi ENSCSAVG00000009317
ciona_intestinalis ENSCING00000022915
drosophila_melanogaster FBgn0004436
