junco_hyemalis ENSJHYG00000007552
oryzias_latipes ENSORLG00020020042
oryzias_latipes_asm223469v1 ENSORLG00015020240
oryzias_melastigma ENSOMEG00000014560
seriola_lalandi_dorsalis ENSSLDG00000003583
seriola_dumerili ENSSDUG00000001343
scophthalmus_maximus ENSSMAG00000020871
anabas_testudineus ENSATEG00000021295
monopterus_albus ENSMALG00000009288
tetraodon_nigroviridis ENSTNIG00000017237
takifugu_rubripes ENSTRUG00000022858
labrus_bergylta ENSLBEG00000001468
haplochromis_burtoni ENSHBUG00000006776
pundamilia_nyererei ENSPNYG00000023477
astatotilapia_calliptera ENSACLG00000016473
maylandia_zebra ENSMZEG00005005426
neolamprologus_brichardi ENSNBRG00000004190
oreochromis_niloticus ENSONIG00000000066
amphilophus_citrinellus ENSACIG00000012219
takifugu_rubripes ENSTRUG00000019713
tetraodon_nigroviridis ENSTNIG00000017687
poecilia_formosa ENSPFOG00000014575
poecilia_latipinna ENSPLAG00000014597
poecilia_mexicana ENSPMEG00000012245
xiphophorus_couchianus ENSXCOG00000012166
xiphophorus_maculatus ENSXMAG00000015025
gambusia_affinis ENSGAFG00000005506
cyprinodon_variegatus ENSCVAG00000011081
fundulus_heteroclitus ENSFHEG00000010463
kryptolebias_marmoratus ENSKMAG00000020199
amphiprion_ocellaris ENSAOCG00000020084
amphiprion_percula ENSAPEG00000005368
stegastes_partitus ENSSPAG00000013574
pundamilia_nyererei ENSPNYG00000016784
astatotilapia_calliptera ENSACLG00000009203
haplochromis_burtoni ENSHBUG00000018387
maylandia_zebra ENSMZEG00005011058
neolamprologus_brichardi ENSNBRG00000004030
oreochromis_niloticus ENSONIG00000017072
amphilophus_citrinellus ENSACIG00000007991
mastacembelus_armatus ENSMAMG00000020342
seriola_lalandi_dorsalis ENSSLDG00000024160
mola_mola ENSMMOG00000001485
periophthalmus_magnuspinnatus ENSPMGG00000001999
hippocampus_comes ENSHCOG00000013649
cynoglossus_semilaevis ENSCSEG00000010802
astyanax_mexicanus ENSAMXG00000030355
pygocentrus_nattereri ENSPNAG00000013766
ictalurus_punctatus ENSIPUG00000020381
danio_rerio ENSDARG00000055618
paramormyrops_kingsleyae ENSPKIG00000005718
lepisosteus_oculatus ENSLOCG00000015470
esox_lucius ENSELUG00000001139
esox_lucius ENSELUG00000014742
hippocampus_comes ENSHCOG00000009011
cynoglossus_semilaevis ENSCSEG00000003596
tetraodon_nigroviridis ENSTNIG00000012219
takifugu_rubripes ENSTRUG00000018009
seriola_lalandi_dorsalis ENSSLDG00000022947
seriola_dumerili ENSSDUG00000006510
scophthalmus_maximus ENSSMAG00000019331
mola_mola ENSMMOG00000015500
gasterosteus_aculeatus ENSGACG00000007661
amphiprion_percula ENSAPEG00000007088
amphiprion_ocellaris ENSAOCG00000018444
acanthochromis_polyacanthus ENSAPOG00000003247
stegastes_partitus ENSSPAG00000015908
maylandia_zebra ENSMZEG00005004157
pundamilia_nyererei ENSPNYG00000001804
astatotilapia_calliptera ENSACLG00000026765
haplochromis_burtoni ENSHBUG00000011858
neolamprologus_brichardi ENSNBRG00000001999
oreochromis_niloticus ENSONIG00000005683
amphilophus_citrinellus ENSACIG00000009684
xiphophorus_couchianus ENSXCOG00000001372
xiphophorus_maculatus ENSXMAG00000007690
gambusia_affinis ENSGAFG00000003471
poecilia_mexicana ENSPMEG00000013139
poecilia_formosa ENSPFOG00000016670
poecilia_latipinna ENSPLAG00000013716
poecilia_reticulata ENSPREG00000010689
cyprinodon_variegatus ENSCVAG00000003876
fundulus_heteroclitus ENSFHEG00000015433
kryptolebias_marmoratus ENSKMAG00000022141
oryzias_latipes ENSORLG00000017799
oryzias_latipes ENSORLG00020016540
oryzias_latipes_asm223469v1 ENSORLG00015014781
oryzias_melastigma ENSOMEG00000002102
mastacembelus_armatus ENSMAMG00000002038
monopterus_albus ENSMALG00000021633
labrus_bergylta ENSLBEG00000015766
periophthalmus_magnuspinnatus ENSPMGG00000020939
gadus_morhua ENSGMOG00000001421
gadus_morhua ENSGMOG00000005355
gadus_morhua ENSGMOG00000011339
esox_lucius ENSELUG00000019066
seriola_lalandi_dorsalis ENSSLDG00000008124
seriola_lalandi_dorsalis ENSSLDG00000008388
seriola_lalandi_dorsalis ENSSLDG00000007498
hippocampus_comes ENSHCOG00000018768
gambusia_affinis ENSGAFG00000003497
astyanax_mexicanus ENSAMXG00000004797
astyanax_mexicanus ENSAMXG00000029756
pygocentrus_nattereri ENSPNAG00000023407
ictalurus_punctatus ENSIPUG00000023541
danio_rerio ENSDARG00000042535
danio_rerio ENSDARG00000076126
seriola_lalandi_dorsalis ENSSLDG00000004827
scophthalmus_maximus ENSSMAG00000006190
xiphophorus_couchianus ENSXCOG00000011231
xiphophorus_maculatus ENSXMAG00000006852
gambusia_affinis ENSGAFG00000017416
poecilia_formosa ENSPFOG00000011024
poecilia_mexicana ENSPMEG00000007623
poecilia_latipinna ENSPLAG00000021347
poecilia_reticulata ENSPREG00000020226
cyprinodon_variegatus ENSCVAG00000018859
fundulus_heteroclitus ENSFHEG00000014374
kryptolebias_marmoratus ENSKMAG00000000494
oryzias_latipes ENSORLG00020004156
oryzias_latipes_asm223469v1 ENSORLG00015018933
oryzias_latipes ENSORLG00000016917
pundamilia_nyererei ENSPNYG00000000403
maylandia_zebra ENSMZEG00005010517
astatotilapia_calliptera ENSACLG00000002331
haplochromis_burtoni ENSHBUG00000016928
neolamprologus_brichardi ENSNBRG00000002027
oreochromis_niloticus ENSONIG00000012129
amphilophus_citrinellus ENSACIG00000010164
mastacembelus_armatus ENSMAMG00000007426
monopterus_albus ENSMALG00000015747
anabas_testudineus ENSATEG00000003844
amphiprion_ocellaris ENSAOCG00000019709
amphiprion_percula ENSAPEG00000001123
acanthochromis_polyacanthus ENSAPOG00000013243
stegastes_partitus ENSSPAG00000019627
labrus_bergylta ENSLBEG00000026585
takifugu_rubripes ENSTRUG00000014049
tetraodon_nigroviridis ENSTNIG00000017449
gasterosteus_aculeatus ENSGACG00000006109
cynoglossus_semilaevis ENSCSEG00000000166
mola_mola ENSMMOG00000001951
oryzias_melastigma ENSOMEG00000018908
anabas_testudineus ENSATEG00000021440
hippocampus_comes ENSHCOG00000014170
periophthalmus_magnuspinnatus ENSPMGG00000015782
esox_lucius ENSELUG00000005423
astyanax_mexicanus ENSAMXG00000012734
pygocentrus_nattereri ENSPNAG00000019743
ictalurus_punctatus ENSIPUG00000018428
scleropages_formosus ENSSFOG00015009323
paramormyrops_kingsleyae ENSPKIG00000002609
lepisosteus_oculatus ENSLOCG00000012638
ursus_maritimus ENSUMAG00000015735
dipodomys_ordii ENSDORG00000029411
phascolarctos_cinereus ENSPCIG00000030061
latimeria_chalumnae ENSLACG00000012045
latimeria_chalumnae ENSLACG00000003922
eptatretus_burgeri ENSEBUG00000010770
ciona_savignyi ENSCSAVG00000011213
ciona_intestinalis ENSCING00000008948
