echinops_telfairi ENSETEG00000019367
marmota_marmota ENSMMMG00000018969
tupaia_belangeri ENSTBEG00000009989
carlito_syrichta ENSTSYG00000034829
erinaceus_europaeus ENSEEUG00000013742
equus_asinus ENSEASG00005010513
equus_caballus ENSECAG00000020533
sorex_araneus ENSSARG00000002161
ochotona_princeps ENSOPRG00000007559
oryctolagus_cuniculus ENSOCUG00000001435
heterocephalus_glaber ENSHGLG00000015222
heterocephalus_glaber ENSHGLG00100017139
fukomys_damarensis ENSFDAG00000011225
chinchilla_lanigera ENSCLAG00000011003
octodon_degus ENSODEG00000016128
cavia_aperea ENSCAPG00000005880
cavia_porcellus ENSCPOG00000038105
dipodomys_ordii ENSDORG00000013598
dasypus_novemcinctus ENSDNOG00000031031
castor_canadensis ENSCCNG00000012408
mus_spicilegus ENSMSIG00000016713
mus_spretus MGP_SPRETEiJ_G0032988
mus_musculus ENSMUSG00000003308
mus_caroli MGP_CAROLIEiJ_G0031864
mus_pahari MGP_PahariEiJ_G0014730
rattus_norvegicus ENSRNOG00000020878
meriones_unguiculatus ENSMUGG00000020880
cricetulus_griseus ENSCGRG00001016562
cricetulus_griseus ENSCGRG00000010266
mesocricetus_auratus ENSMAUG00000007914
microtus_ochrogaster ENSMOCG00000009445
peromyscus_maniculatus ENSPEMG00000022907
nannospalax_galili ENSNGAG00000012825
jaculus_jaculus ENSJJAG00000000119
vombatus_ursinus ENSVURG00010011803
vombatus_ursinus ENSVURG00010011781
phascolarctos_cinereus ENSPCIG00000018668
notamacropus_eugenii ENSMEUG00000011169
monodelphis_domestica ENSMODG00000005745
sarcophilus_harrisii ENSSHAG00000006322
ornithorhynchus_anatinus ENSOANG00000009371
anolis_carolinensis ENSACAG00000008991
pogona_vitticeps ENSPVIG00000009155
notechis_scutatus ENSNSUG00000013264
salvator_merianae ENSSMRG00000016807
sphenodon_punctatus ENSSPUG00000002322
chrysemys_picta ENSCPBG00000004989
chelonoidis_abingdonii ENSCABG00000004500
apteryx_rowi ENSARWG00000013581
apteryx_owenii ENSAOWG00000016368
apteryx_haastii ENSAHAG00000006651
latimeria_chalumnae ENSLACG00000007874
clupea_harengus ENSCHAG00000025443
denticeps_clupeoides ENSDCDG00000031248
electrophorus_electricus ENSEEEG00000004878
ictalurus_punctatus ENSIPUG00000016583
astyanax_mexicanus ENSAMXG00005005225
astyanax_mexicanus ENSAMXG00000011366
pygocentrus_nattereri ENSPNAG00000000163
danio_rerio ENSDARG00000074634
takifugu_rubripes ENSTRUG00000003855
tetraodon_nigroviridis ENSTNIG00000004541
labrus_bergylta ENSLBEG00000020837
mola_mola ENSMMOG00000008495
cottoperca_gobio ENSCGOG00000021671
scophthalmus_maximus ENSSMAG00000014293
cynoglossus_semilaevis ENSCSEG00000013786
lates_calcarifer ENSLCAG00010025348
seriola_lalandi ENSSLDG00000023620
seriola_dumerili ENSSDUG00000023265
mastacembelus_armatus ENSMAMG00000002679
monopterus_albus ENSMALG00000021472
anabas_testudineus ENSATEG00000002872
betta_splendens ENSBSLG00000005218
amphiprion_ocellaris ENSAOCG00000009527
amphiprion_percula ENSAPEG00000023223
acanthochromis_polyacanthus ENSAPOG00000004671
stegastes_partitus ENSSPAG00000012410
parambassis_ranga ENSPRNG00000011942
astatotilapia_calliptera ENSACLG00000007822
haplochromis_burtoni ENSHBUG00000006989
pundamilia_nyererei ENSPNYG00000024008
maylandia_zebra ENSMZEG00005023869
neolamprologus_brichardi ENSNBRG00000019129
oreochromis_niloticus ENSONIG00000018066
amphilophus_citrinellus ENSACIG00000003284
gouania_willdenowi ENSGWIG00000011769
hippocampus_comes ENSHCOG00000016897
periophthalmus_magnuspinnatus ENSPMGG00000009246
gasterosteus_aculeatus ENSGACG00000019479
kryptolebias_marmoratus ENSKMAG00000019360
larimichthys_crocea ENSLCRG00005002628
poecilia_formosa ENSPFOG00000013318
poecilia_mexicana ENSPMEG00000008707
poecilia_latipinna ENSPLAG00000018426
poecilia_reticulata ENSPREG00000013858
xiphophorus_maculatus ENSXMAG00000021448
xiphophorus_couchianus ENSXCOG00000013584
gambusia_affinis ENSGAFG00000008765
cyprinodon_variegatus ENSCVAG00000019600
fundulus_heteroclitus ENSFHEG00000007996
oryzias_latipes ENSORLG00020009876
oryzias_latipes ENSORLG00015008142
oryzias_latipes ENSORLG00000003823
oryzias_melastigma ENSOMEG00000016855
gadus_morhua ENSGMOG00000017172
hucho_hucho ENSHHUG00000019174
hucho_hucho ENSHHUG00000034372
esox_lucius ENSELUG00000023382
paramormyrops_kingsleyae ENSPKIG00000010365
scleropages_formosus ENSSFOG00015010140
lepisosteus_oculatus ENSLOCG00000007721
erpetoichthys_calabaricus ENSECRG00000019072
calidris_pugnax ENSCPUG00000013356
calidris_pygmaea ENSCPGG00000005050
parus_major ENSPMJG00000002454
taeniopygia_guttata ENSTGUG00000014471
callorhinchus_milii ENSCMIG00000011704
eptatretus_burgeri ENSEBUG00000008126
