echinops_telfairi ENSETEG00000008001
junco_hyemalis ENSJHYG00000016398
zonotrichia_albicollis ENSZALG00000002309
serinus_canaria ENSSCAG00000000517
ficedula_albicollis ENSFALG00000012060
melopsittacus_undulatus ENSMUNG00000016550
calidris_pugnax ENSCPUG00000016162
calidris_pygmaea ENSCPGG00000011876
anser_brachyrhynchus ENSABRG00000020122
anas_platyrhynchos_platyrhynchos ENSAPLG00000003723
gallus_gallus ENSGALG00000037336
coturnix_japonica ENSCJPG00005016246
meleagris_gallopavo ENSMGAG00000005912
numida_meleagris ENSNMEG00000022397
apteryx_haastii ENSAHAG00000006063
apteryx_owenii ENSAOWG00000007607
apteryx_rowi ENSARWG00000000190
dromaius_novaehollandiae ENSDNVG00000014203
nothoprocta_perdicaria ENSNPEG00000015096
crocodylus_porosus ENSCPRG00005011722
mastacembelus_armatus ENSMAMG00000020967
monopterus_albus ENSMALG00000000221
anabas_testudineus ENSATEG00000002562
scophthalmus_maximus ENSSMAG00000000560
cynoglossus_semilaevis ENSCSEG00000018896
seriola_dumerili ENSSDUG00000018702
seriola_lalandi_dorsalis ENSSLDG00000018064
xiphophorus_maculatus ENSXMAG00000014280
xiphophorus_couchianus ENSXCOG00000011458
gambusia_affinis ENSGAFG00000017435
poecilia_formosa ENSPFOG00000002155
poecilia_mexicana ENSPMEG00000022234
poecilia_latipinna ENSPLAG00000013024
poecilia_reticulata ENSPREG00000000837
fundulus_heteroclitus ENSFHEG00000018894
cyprinodon_variegatus ENSCVAG00000009237
kryptolebias_marmoratus ENSKMAG00000008528
oryzias_latipes ENSORLG00020008053
oryzias_latipes ENSORLG00000008619
oryzias_latipes_asm223469v1 ENSORLG00015005647
oryzias_melastigma ENSOMEG00000002277
astatotilapia_calliptera ENSACLG00000003720
maylandia_zebra ENSMZEG00005013563
haplochromis_burtoni ENSHBUG00000014713
pundamilia_nyererei ENSPNYG00000014547
neolamprologus_brichardi ENSNBRG00000009483
oreochromis_niloticus ENSONIG00000005750
amphilophus_citrinellus ENSACIG00000002604
amphiprion_ocellaris ENSAOCG00000005032
amphiprion_percula ENSAPEG00000013157
acanthochromis_polyacanthus ENSAPOG00000019400
stegastes_partitus ENSSPAG00000011108
takifugu_rubripes ENSTRUG00000017914
tetraodon_nigroviridis ENSTNIG00000009320
mola_mola ENSMMOG00000016252
labrus_bergylta ENSLBEG00000024767
gasterosteus_aculeatus ENSGACG00000015845
hippocampus_comes ENSHCOG00000004136
periophthalmus_magnuspinnatus ENSPMGG00000002732
gadus_morhua ENSGMOG00000002611
esox_lucius ENSELUG00000012536
danio_rerio ENSDARG00000100044
pygocentrus_nattereri ENSPNAG00000024772
astyanax_mexicanus ENSAMXG00000021079
ictalurus_punctatus ENSIPUG00000015757
paramormyrops_kingsleyae ENSPKIG00000021861
scleropages_formosus ENSSFOG00015024114
amphiprion_ocellaris ENSAOCG00000000083
amphiprion_percula ENSAPEG00000023835
acanthochromis_polyacanthus ENSAPOG00000012624
stegastes_partitus ENSSPAG00000023134
maylandia_zebra ENSMZEG00005027644
astatotilapia_calliptera ENSACLG00000008277
haplochromis_burtoni ENSHBUG00000011569
pundamilia_nyererei ENSPNYG00000020339
neolamprologus_brichardi ENSNBRG00000012265
oreochromis_niloticus ENSONIG00000008326
amphilophus_citrinellus ENSACIG00000014986
fundulus_heteroclitus ENSFHEG00000011083
cyprinodon_variegatus ENSCVAG00000022656
xiphophorus_maculatus ENSXMAG00000006679
xiphophorus_couchianus ENSXCOG00000016526
gambusia_affinis ENSGAFG00000001097
poecilia_latipinna ENSPLAG00000016715
poecilia_reticulata ENSPREG00000014810
poecilia_mexicana ENSPMEG00000017938
poecilia_formosa ENSPFOG00000003491
kryptolebias_marmoratus ENSKMAG00000021781
oryzias_latipes_asm223469v1 ENSORLG00015003963
oryzias_latipes ENSORLG00000005369
oryzias_latipes ENSORLG00020011091
oryzias_melastigma ENSOMEG00000016015
cynoglossus_semilaevis ENSCSEG00000012233
mola_mola ENSMMOG00000012760
tetraodon_nigroviridis ENSTNIG00000013707
mastacembelus_armatus ENSMAMG00000002182
anabas_testudineus ENSATEG00000013318
scophthalmus_maximus ENSSMAG00000011869
gasterosteus_aculeatus ENSGACG00000006072
seriola_dumerili ENSSDUG00000020925
seriola_lalandi_dorsalis ENSSLDG00000016770
labrus_bergylta ENSLBEG00000015961
monopterus_albus ENSMALG00000007256
hippocampus_comes ENSHCOG00000018802
periophthalmus_magnuspinnatus ENSPMGG00000005956
gadus_morhua ENSGMOG00000004120
esox_lucius ENSELUG00000004818
astyanax_mexicanus ENSAMXG00000014818
pygocentrus_nattereri ENSPNAG00000005846
ictalurus_punctatus ENSIPUG00000013326
danio_rerio ENSDARG00000040442
scleropages_formosus ENSSFOG00015018882
paramormyrops_kingsleyae ENSPKIG00000017440
eptatretus_burgeri ENSEBUG00000009521
petromyzon_marinus ENSPMAG00000001554
lepisosteus_oculatus ENSLOCG00000013480
latimeria_chalumnae ENSLACG00000015106
ornithorhynchus_anatinus ENSOANG00000008531
phascolarctos_cinereus ENSPCIG00000024927
notamacropus_eugenii ENSMEUG00000000550
sarcophilus_harrisii ENSSHAG00000007825
monodelphis_domestica ENSMODG00000008078
ciona_savignyi ENSCSAVG00000011523
