tetraodon_nigroviridis ENSTNIG00000005456
ochotona_princeps ENSOPRG00000001384
phascolarctos_cinereus ENSPCIG00000017275
notamacropus_eugenii ENSMEUG00000008873
monodelphis_domestica ENSMODG00000016153
monodelphis_domestica ENSMODG00000022582
sarcophilus_harrisii ENSSHAG00000012700
ornithorhynchus_anatinus ENSOANG00000002916
xenopus_tropicalis ENSXETG00000034338
latimeria_chalumnae ENSLACG00000005881
eptatretus_burgeri ENSEBUG00000014106
