meleagris_gallopavo ENSMGAG00000003601
macaca_fascicularis ENSMFAG00000046336
macaca_mulatta ENSMMUG00000014251
macaca_nemestrina ENSMNEG00000017333
cercocebus_atys ENSCATG00000041809
mandrillus_leucophaeus ENSMLEG00000044036
colobus_angolensis_palliatus ENSCANG00000039508
piliocolobus_tephrosceles ENSPTEG00000020423
rhinopithecus_roxellana ENSRROG00000029295
rhinopithecus_bieti ENSRBIG00000033767
carlito_syrichta ENSTSYG00000014468
prolemur_simus ENSPSMG00000018204
prolemur_simus ENSPSMG00000005969
microcebus_murinus ENSMICG00000031482
otolemur_garnettii ENSOGAG00000009095
rhinopithecus_roxellana ENSRROG00000045337
rhinopithecus_bieti ENSRBIG00000041220
colobus_angolensis_palliatus ENSCANG00000038703
cercocebus_atys ENSCATG00000041059
mandrillus_leucophaeus ENSMLEG00000013851
papio_anubis ENSPANG00000024560
macaca_fascicularis ENSMFAG00000000333
macaca_nemestrina ENSMNEG00000027524
macaca_mulatta ENSMMUG00000038970
pan_troglodytes ENSPTRG00000044862
pan_paniscus ENSPPAG00000041979
gorilla_gorilla ENSGGOG00000040066
jaculus_jaculus ENSJJAG00000019460
marmota_marmota_marmota ENSMMMG00000006337
heterocephalus_glaber_female ENSHGLG00000004568
cavia_porcellus ENSCPOG00000038694
tupaia_belangeri ENSTBEG00000015451
heterocephalus_glaber_male ENSHGLG00100007793
dipodomys_ordii ENSDORG00000029933
procavia_capensis ENSPCAG00000007639
loxodonta_africana ENSLAFG00000004927
echinops_telfairi ENSETEG00000015357
erinaceus_europaeus ENSEEUG00000000034
ornithorhynchus_anatinus ENSOANG00000005762
marmota_marmota_marmota ENSMMMG00000008083
marmota_marmota_marmota ENSMMMG00000007729
urocitellus_parryii ENSUPAG00010020537
marmota_marmota_marmota ENSMMMG00000013306
castor_canadensis ENSCCNG00000000737
heterocephalus_glaber_male ENSHGLG00100000585
ornithorhynchus_anatinus ENSOANG00000004616
calidris_pygmaea ENSCPGG00000007198
panthera_pardus ENSPPRG00000009428
propithecus_coquereli ENSPCOG00000027051
eptatretus_burgeri ENSEBUG00000010137
xenopus_tropicalis ENSXETG00000032207
latimeria_chalumnae ENSLACG00000001147
pygocentrus_nattereri ENSPNAG00000024014
astyanax_mexicanus ENSAMXG00000005882
ictalurus_punctatus ENSIPUG00000019221
danio_rerio ENSDARG00000068400
gasterosteus_aculeatus ENSGACG00000006824
mola_mola ENSMMOG00000001237
labrus_bergylta ENSLBEG00000004164
mastacembelus_armatus ENSMAMG00000020805
monopterus_albus ENSMALG00000017515
anabas_testudineus ENSATEG00000017187
cynoglossus_semilaevis ENSCSEG00000017497
cynoglossus_semilaevis ENSCSEG00000009274
scophthalmus_maximus ENSSMAG00000002899
seriola_lalandi_dorsalis ENSSLDG00000018959
seriola_dumerili ENSSDUG00000002796
xiphophorus_couchianus ENSXCOG00000006638
xiphophorus_maculatus ENSXMAG00000015940
gambusia_affinis ENSGAFG00000012243
poecilia_mexicana ENSPMEG00000002174
poecilia_formosa ENSPFOG00000008390
poecilia_reticulata ENSPREG00000016260
poecilia_latipinna ENSPLAG00000016118
cyprinodon_variegatus ENSCVAG00000011110
kryptolebias_marmoratus ENSKMAG00000022244
astatotilapia_calliptera ENSACLG00000014569
maylandia_zebra ENSMZEG00005006971
pundamilia_nyererei ENSPNYG00000015689
haplochromis_burtoni ENSHBUG00000003921
oreochromis_niloticus ENSONIG00000015187
neolamprologus_brichardi ENSNBRG00000014299
amphilophus_citrinellus ENSACIG00000003694
amphiprion_ocellaris ENSAOCG00000018972
amphiprion_percula ENSAPEG00000006034
acanthochromis_polyacanthus ENSAPOG00000016957
stegastes_partitus ENSSPAG00000006296
tetraodon_nigroviridis ENSTNIG00000016665
takifugu_rubripes ENSTRUG00000015099
hippocampus_comes ENSHCOG00000013956
oryzias_latipes_asm223469v1 ENSORLG00015011016
oryzias_latipes ENSORLG00000004007
oryzias_latipes ENSORLG00020002467
oryzias_melastigma ENSOMEG00000021225
fundulus_heteroclitus ENSFHEG00000018191
periophthalmus_magnuspinnatus ENSPMGG00000022236
gadus_morhua ENSGMOG00000007667
esox_lucius ENSELUG00000002645
paramormyrops_kingsleyae ENSPKIG00000017455
scleropages_formosus ENSSFOG00015006767
lepisosteus_oculatus ENSLOCG00000008117
petromyzon_marinus ENSPMAG00000006195
eptatretus_burgeri ENSEBUG00000007914
