poecilia_formosa ENSPFOG00000020530
piliocolobus_tephrosceles ENSPTEG00000007394
colobus_angolensis_palliatus ENSCANG00000017078
saimiri_boliviensis_boliviensis ENSSBOG00000008561
cebus_capucinus ENSCCAG00000007857
callithrix_jacchus ENSCJAG00000011379
aotus_nancymaae ENSANAG00000003283
carlito_syrichta ENSTSYG00000010045
pteropus_vampyrus ENSPVAG00000006241
myotis_lucifugus ENSMLUG00000001768
equus_caballus ENSECAG00000005594
equus_asinus_asinus ENSEASG00005004209
choloepus_hoffmanni ENSCHOG00000002576
dasypus_novemcinctus ENSDNOG00000005176
loxodonta_africana ENSLAFG00000009293
prolemur_simus ENSPSMG00000016211
microcebus_murinus ENSMICG00000044671
propithecus_coquereli ENSPCOG00000013953
otolemur_garnettii ENSOGAG00000027916
mustela_putorius_furo ENSMPUG00000008975
neovison_vison ENSNVIG00000008871
canis_lupus_familiaris ENSCAFG00000030193
canis_lupus_dingo ENSCAFG00020013138
vulpes_vulpes ENSVVUG00000000031
ursus_americanus ENSUAMG00000016446
ursus_americanus ENSUAMG00000002695
ursus_maritimus ENSUMAG00000004353
ailuropoda_melanoleuca ENSAMEG00000019263
panthera_pardus ENSPPRG00000014367
panthera_tigris_altaica ENSPTIG00000006353
felis_catus ENSFCAG00000031260
phascolarctos_cinereus ENSPCIG00000037305
notamacropus_eugenii ENSMEUG00000015024
sarcophilus_harrisii ENSSHAG00000013523
monodelphis_domestica ENSMODG00000023518
bos_mutus ENSBMUG00000021229
bos_taurus ENSBTAG00000025494
bison_bison_bison ENSBBBG00000000596
capra_hircus ENSCHIG00000004272
ovis_aries ENSOARG00000008750
tursiops_truncatus ENSTTRG00000015207
sus_scrofa ENSSSCG00000001750
cavia_porcellus ENSCPOG00000039705
cavia_aperea ENSCAPG00000008129
chinchilla_lanigera ENSCLAG00000017940
octodon_degus ENSODEG00000008711
jaculus_jaculus ENSJJAG00000002669
ornithorhynchus_anatinus ENSOANG00000003985
gallus_gallus ENSGALG00000016675
coturnix_japonica ENSCJPG00005001120
meleagris_gallopavo ENSMGAG00000015659
numida_meleagris ENSNMEG00000008299
anser_brachyrhynchus ENSABRG00000003957
anas_platyrhynchos_platyrhynchos ENSAPLG00000001301
calidris_pygmaea ENSCPGG00000001466
calidris_pugnax ENSCPUG00000008857
melopsittacus_undulatus ENSMUNG00000010569
junco_hyemalis ENSJHYG00000006282
ficedula_albicollis ENSFALG00000014850
lonchura_striata_domestica ENSLSDG00000010944
taeniopygia_guttata ENSTGUG00000013277
serinus_canaria ENSSCAG00000014415
parus_major ENSPMJG00000013015
manacus_vitellinus ENSMVIG00005003349
manacus_vitellinus ENSMVIG00005000040
lepidothrix_coronata ENSLCOG00000010532
apteryx_owenii ENSAOWG00000006306
apteryx_haastii ENSAHAG00000002747
apteryx_rowi ENSARWG00000008888
dromaius_novaehollandiae ENSDNVG00000012216
nothoprocta_perdicaria ENSNPEG00000007290
crocodylus_porosus ENSCPRG00005001965
gopherus_agassizii ENSGAGG00000009934
chelonoidis_abingdonii ENSCABG00000001054
chrysemys_picta_bellii ENSCPBG00000002902
pogona_vitticeps ENSPVIG00000001787
notechis_scutatus ENSNSUG00000003301
salvator_merianae ENSSMRG00000005995
salvator_merianae ENSSMRG00000015267
salvator_merianae ENSSMRG00000022777
salvator_merianae ENSSMRG00000006386
xenopus_tropicalis ENSXETG00000000658
latimeria_chalumnae ENSLACG00000009123
petromyzon_marinus ENSPMAG00000000223
