gasterosteus_aculeatus ENSGACG00000013025
lepidothrix_coronata ENSLCOG00000000186
manacus_vitellinus ENSMVIG00005017791
melopsittacus_undulatus ENSMUNG00000000205
calidris_pygmaea ENSCPGG00000012222
calidris_pugnax ENSCPUG00000005142
gallus_gallus ENSGALG00000045522
meleagris_gallopavo ENSMGAG00000013249
coturnix_japonica ENSCJPG00005009116
numida_meleagris ENSNMEG00000022084
anser_brachyrhynchus ENSABRG00000008238
anas_platyrhynchos_platyrhynchos ENSAPLG00000015497
crocodylus_porosus ENSCPRG00005005115
gopherus_agassizii ENSGAGG00000004142
chelonoidis_abingdonii ENSCABG00000012484
chrysemys_picta_bellii ENSCPBG00000018500
pelodiscus_sinensis ENSPSIG00000010943
pogona_vitticeps ENSPVIG00000013693
anolis_carolinensis ENSACAG00000010499
notechis_scutatus ENSNSUG00000004704
salvator_merianae ENSSMRG00000011655
marmota_marmota_marmota ENSMMMG00000016738
urocitellus_parryii ENSUPAG00010020228
cricetulus_griseus_crigri-picr ENSCGRG00015025643
oryctolagus_cuniculus ENSOCUG00000029645
theropithecus_gelada ENSTGEG00000007485
ursus_maritimus ENSUMAG00000001105
ursus_americanus ENSUAMG00000016210
ailuropoda_melanoleuca ENSAMEG00000014695
canis_lupus_dingo ENSCAFG00020021969
canis_lupus_familiaris ENSCAFG00000001074
vulpes_vulpes ENSVVUG00000001034
felis_catus ENSFCAG00000025452
panthera_pardus ENSPPRG00000001776
myotis_lucifugus ENSMLUG00000024708
sus_scrofa ENSSSCG00000004213
equus_asinus_asinus ENSEASG00005009446
equus_caballus ENSECAG00000000740
loxodonta_africana ENSLAFG00000032697
dasypus_novemcinctus ENSDNOG00000046595
myotis_lucifugus ENSMLUG00000001836
pteropus_vampyrus ENSPVAG00000002112
capra_hircus ENSCHIG00000013842
ovis_aries ENSOARG00000007593
bos_mutus ENSBMUG00000010547
bos_taurus ENSBTAG00000017166
bison_bison_bison ENSBBBG00000010650
sus_scrofa ENSSSCG00000004212
tursiops_truncatus ENSTTRG00000000953
vicugna_pacos ENSVPAG00000001649
ursus_maritimus ENSUMAG00000001129
ursus_americanus ENSUAMG00000024762
ailuropoda_melanoleuca ENSAMEG00000014691
neovison_vison ENSNVIG00000001402
mustela_putorius_furo ENSMPUG00000014613
canis_lupus_familiaris ENSCAFG00000001072
canis_lupus_dingo ENSCAFG00020021967
vulpes_vulpes ENSVVUG00000001019
panthera_tigris_altaica ENSPTIG00000012257
panthera_pardus ENSPPRG00000002921
felis_catus ENSFCAG00000007782
sorex_araneus ENSSARG00000004163
sorex_araneus ENSSARG00000005354
erinaceus_europaeus ENSEEUG00000001942
dasypus_novemcinctus ENSDNOG00000013753
castor_canadensis ENSCCNG00000017782
dipodomys_ordii ENSDORG00000008176
mus_spicilegus ENSMSIG00000011208
mus_musculus ENSMUSG00000015519
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015204
mus_pahari MGP_PahariEiJ_G0023826
rattus_norvegicus ENSRNOG00000012581
meriones_unguiculatus ENSMUGG00000003587
cricetulus_griseus_crigri-picr ENSCGRG00015025636
cricetulus_griseus_crigri-picr ENSCGRG00015010559
cricetulus_griseus_chok1gshd ENSCGRG00001013731
cricetulus_griseus_crigri ENSCGRG00000000576
microtus_ochrogaster ENSMOCG00000001366
peromyscus_maniculatus_bairdii ENSPEMG00000022500
nannospalax_galili ENSNGAG00000009125
jaculus_jaculus ENSJJAG00000010685
cavia_porcellus ENSCPOG00000012978
cavia_aperea ENSCAPG00000011088
chinchilla_lanigera ENSCLAG00000010062
octodon_degus ENSODEG00000006422
fukomys_damarensis ENSFDAG00000004159
spermophilus_dauricus ENSSDAG00000024206
ictidomys_tridecemlineatus ENSSTOG00000006871
urocitellus_parryii ENSUPAG00010020226
marmota_marmota_marmota ENSMMMG00000016747
spermophilus_dauricus ENSSDAG00000024207
urocitellus_parryii ENSUPAG00010020237
marmota_marmota_marmota ENSMMMG00000016726
oryctolagus_cuniculus ENSOCUG00000000036
ochotona_princeps ENSOPRG00000005049
oryctolagus_cuniculus ENSOCUG00000008917
prolemur_simus ENSPSMG00000004541
otolemur_garnettii ENSOGAG00000002231
papio_anubis ENSPANG00000025497
theropithecus_gelada ENSTGEG00000007459
cercocebus_atys ENSCATG00000037565
mandrillus_leucophaeus ENSMLEG00000031416
macaca_fascicularis ENSMFAG00000032271
macaca_nemestrina ENSMNEG00000033146
chlorocebus_sabaeus ENSCSAG00000016444
colobus_angolensis_palliatus ENSCANG00000040400
piliocolobus_tephrosceles ENSPTEG00000013697
rhinopithecus_bieti ENSRBIG00000032185
rhinopithecus_roxellana ENSRROG00000036295
homo_sapiens ENSG00000184530
pan_troglodytes ENSPTRG00000018584
gorilla_gorilla ENSGGOG00000004604
pongo_abelii ENSPPYG00000016997
nomascus_leucogenys ENSNLEG00000014180
callithrix_jacchus ENSCJAG00000003611
saimiri_boliviensis_boliviensis ENSSBOG00000033907
cebus_capucinus ENSCCAG00000033682
aotus_nancymaae ENSANAG00000034931
carlito_syrichta ENSTSYG00000013152
procavia_capensis ENSPCAG00000015434
loxodonta_africana ENSLAFG00000008340
choloepus_hoffmanni ENSCHOG00000007873
phascolarctos_cinereus ENSPCIG00000024958
notamacropus_eugenii ENSMEUG00000004643
sarcophilus_harrisii ENSSHAG00000003986
monodelphis_domestica ENSMODG00000017669
ornithorhynchus_anatinus ENSOANG00000008387
capra_hircus ENSCHIG00000017248
ovis_aries ENSOARG00000013485
ovis_aries ENSOARG00000013478
bos_taurus ENSBTAG00000026578
marmota_marmota_marmota ENSMMMG00000016763
urocitellus_parryii ENSUPAG00010020221
sarcophilus_harrisii ENSSHAG00000001760
ornithorhynchus_anatinus ENSOANG00000002104
xenopus_tropicalis ENSXETG00000032546
