lonchura_striata_domestica ENSLSDG00000015928
capra_hircus ENSCHIG00000010506
vicugna_pacos ENSVPAG00000003403
equus_asinus_asinus ENSEASG00005019149
equus_caballus ENSECAG00000015714
loxodonta_africana ENSLAFG00000014967
choloepus_hoffmanni ENSCHOG00000008559
dasypus_novemcinctus ENSDNOG00000000369
oryctolagus_cuniculus ENSOCUG00000006377
ochotona_princeps ENSOPRG00000011122
echinops_telfairi ENSETEG00000010769
sorex_araneus ENSSARG00000013262
phascolarctos_cinereus ENSPCIG00000019094
notamacropus_eugenii ENSMEUG00000005080
monodelphis_domestica ENSMODG00000016989
sarcophilus_harrisii ENSSHAG00000012524
anas_platyrhynchos_platyrhynchos ENSAPLG00000014743
anser_brachyrhynchus ENSABRG00000020097
gallus_gallus ENSGALG00000014647
coturnix_japonica ENSCJPG00005015081
meleagris_gallopavo ENSMGAG00000000780
numida_meleagris ENSNMEG00000006944
calidris_pygmaea ENSCPGG00000010342
calidris_pugnax ENSCPUG00000017030
apteryx_owenii ENSAOWG00000018293
apteryx_rowi ENSARWG00000004330
apteryx_haastii ENSAHAG00000019687
dromaius_novaehollandiae ENSDNVG00000008858
nothoprocta_perdicaria ENSNPEG00000002643
crocodylus_porosus ENSCPRG00005004646
chelonoidis_abingdonii ENSCABG00000019413
gopherus_agassizii ENSGAGG00000022817
chrysemys_picta_bellii ENSCPBG00000025719
pelodiscus_sinensis ENSPSIG00000007923
sphenodon_punctatus ENSSPUG00000015844
xenopus_tropicalis ENSXETG00000012434
latimeria_chalumnae ENSLACG00000005233
pygocentrus_nattereri ENSPNAG00000016317
astyanax_mexicanus ENSAMXG00000036287
ictalurus_punctatus ENSIPUG00000018562
danio_rerio ENSDARG00000069150
esox_lucius ENSELUG00000015742
scleropages_formosus ENSSFOG00015010291
paramormyrops_kingsleyae ENSPKIG00000014123
