erinaceus_europaeus ENSEEUG00000011758
oryzias_melastigma ENSOMEG00000002630
astatotilapia_calliptera ENSACLG00000015487
haplochromis_burtoni ENSHBUG00000019275
pundamilia_nyererei ENSPNYG00000008582
maylandia_zebra ENSMZEG00005018428
neolamprologus_brichardi ENSNBRG00000003914
oreochromis_niloticus ENSONIG00000013976
amphilophus_citrinellus ENSACIG00000015702
amphiprion_ocellaris ENSAOCG00000002984
amphiprion_percula ENSAPEG00000011934
acanthochromis_polyacanthus ENSAPOG00000013691
stegastes_partitus ENSSPAG00000006242
monopterus_albus ENSMALG00000011712
mastacembelus_armatus ENSMAMG00000011599
anabas_testudineus ENSATEG00000019936
seriola_lalandi_dorsalis ENSSLDG00000012195
seriola_dumerili ENSSDUG00000018929
scophthalmus_maximus ENSSMAG00000002054
periophthalmus_magnuspinnatus ENSPMGG00000016216
hippocampus_comes ENSHCOG00000017348
gadus_morhua ENSGMOG00000014376
esox_lucius ENSELUG00000021787
pygocentrus_nattereri ENSPNAG00000019476
astyanax_mexicanus ENSAMXG00000019256
ictalurus_punctatus ENSIPUG00000005414
danio_rerio ENSDARG00000075376
lepisosteus_oculatus ENSLOCG00000004081
eptatretus_burgeri ENSEBUG00000001883
