ursus_maritimus ENSUMAG00000022916
numida_meleagris ENSNMEG00000009666
anas_platyrhynchos_platyrhynchos ENSAPLG00000011072
lonchura_striata_domestica ENSLSDG00000003797
taeniopygia_guttata ENSTGUG00000006385
serinus_canaria ENSSCAG00000002610
junco_hyemalis ENSJHYG00000005388
ficedula_albicollis ENSFALG00000001776
calidris_pygmaea ENSCPGG00000010306
calidris_pugnax ENSCPUG00000014838
melopsittacus_undulatus ENSMUNG00000010402
anser_brachyrhynchus ENSABRG00000021955
manacus_vitellinus ENSMVIG00005011265
manacus_vitellinus ENSMVIG00005011374
lepidothrix_coronata ENSLCOG00000014181
parus_major ENSPMJG00000006008
cyanistes_caeruleus ENSCCEG00000006930
nothoprocta_perdicaria ENSNPEG00000013271
crocodylus_porosus ENSCPRG00005009365
gopherus_agassizii ENSGAGG00000010923
chelonoidis_abingdonii ENSCABG00000002074
chrysemys_picta_bellii ENSCPBG00000012139
pelodiscus_sinensis ENSPSIG00000008129
sphenodon_punctatus ENSSPUG00000017909
notechis_scutatus ENSNSUG00000002160
xenopus_tropicalis ENSXETG00000000726
anolis_carolinensis ENSACAG00000015639
pogona_vitticeps ENSPVIG00000018131
salvator_merianae ENSSMRG00000021330
phascolarctos_cinereus ENSPCIG00000004932
notamacropus_eugenii ENSMEUG00000008096
sarcophilus_harrisii ENSSHAG00000011489
monodelphis_domestica ENSMODG00000017549
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024223
mus_musculus ENSMUSG00000026934
mus_spicilegus ENSMSIG00000027861
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023306
mus_pahari MGP_PahariEiJ_G0024763
rattus_norvegicus ENSRNOG00000018427
meriones_unguiculatus ENSMUGG00000022316
cricetulus_griseus_crigri ENSCGRG00000002266
cricetulus_griseus_chok1gshd ENSCGRG00001019384
cricetulus_griseus_crigri-picr ENSCGRG00015009404
mesocricetus_auratus ENSMAUG00000016447
microtus_ochrogaster ENSMOCG00000002906
peromyscus_maniculatus_bairdii ENSPEMG00000009629
nannospalax_galili ENSNGAG00000015784
castor_canadensis ENSCCNG00000011542
heterocephalus_glaber_female ENSHGLG00000013639
heterocephalus_glaber_male ENSHGLG00100002169
fukomys_damarensis ENSFDAG00000001906
chinchilla_lanigera ENSCLAG00000007641
octodon_degus ENSODEG00000016123
cavia_porcellus ENSCPOG00000007109
cavia_aperea ENSCAPG00000017080
urocitellus_parryii ENSUPAG00010007248
ictidomys_tridecemlineatus ENSSTOG00000005001
spermophilus_dauricus ENSSDAG00000001195
marmota_marmota_marmota ENSMMMG00000011096
dipodomys_ordii ENSDORG00000025865
propithecus_coquereli ENSPCOG00000020016
jaculus_jaculus ENSJJAG00000019174
dasypus_novemcinctus ENSDNOG00000041900
equus_asinus_asinus ENSEASG00005018318
equus_caballus ENSECAG00000021983
pteropus_vampyrus ENSPVAG00000002969
canis_lupus_dingo ENSCAFG00020001973
canis_lupus_familiaris ENSCAFG00000019695
neovison_vison ENSNVIG00000014671
ursus_americanus ENSUAMG00000013360
felis_catus ENSFCAG00000042025
capra_hircus ENSCHIG00000024793
ovis_aries ENSOARG00000004750
bos_taurus ENSBTAG00000011124
tursiops_truncatus ENSTTRG00000007569
sus_scrofa ENSSSCG00000034657
erinaceus_europaeus ENSEEUG00000014517
nomascus_leucogenys ENSNLEG00000008943
loxodonta_africana ENSLAFG00000030780
procavia_capensis ENSPCAG00000016565
vulpes_vulpes ENSVVUG00000027200
ailuropoda_melanoleuca ENSAMEG00000003556
mustela_putorius_furo ENSMPUG00000011666
panthera_pardus ENSPPRG00000005775
bos_mutus ENSBMUG00000004664
carlito_syrichta ENSTSYG00000032059
colobus_angolensis_palliatus ENSCANG00000013356
ochotona_princeps ENSOPRG00000013384
echinops_telfairi ENSETEG00000017736
crocodylus_porosus ENSCPRG00005018840
nothoprocta_perdicaria ENSNPEG00000013272
notechis_scutatus ENSNSUG00000012188
prolemur_simus ENSPSMG00000014948
microcebus_murinus ENSMICG00000030731
otolemur_garnettii ENSOGAG00000000723
pan_troglodytes ENSPTRG00000021546
pan_paniscus ENSPPAG00000031746
homo_sapiens ENSG00000107187
gorilla_gorilla ENSGGOG00000014099
pongo_abelii ENSPPYG00000019765
piliocolobus_tephrosceles ENSPTEG00000026636
rhinopithecus_bieti ENSRBIG00000041290
papio_anubis ENSPANG00000026122
macaca_fascicularis ENSMFAG00000042900
cercocebus_atys ENSCATG00000044772
chlorocebus_sabaeus ENSCSAG00000015739
theropithecus_gelada ENSTGEG00000007416
cebus_capucinus ENSCCAG00000018930
callithrix_jacchus ENSCJAG00000010692
aotus_nancymaae ENSANAG00000006890
macaca_mulatta ENSMMUG00000004882
macaca_nemestrina ENSMNEG00000039375
mandrillus_leucophaeus ENSMLEG00000035269
saimiri_boliviensis_boliviensis ENSSBOG00000030258
rhinopithecus_roxellana ENSRROG00000040705
eptatretus_burgeri ENSEBUG00000005518
