cynoglossus_semilaevis ENSCSEG00000001054
macaca_fascicularis ENSMFAG00000025264
macaca_mulatta ENSMMUG00000047579
macaca_nemestrina ENSMNEG00000041355
papio_anubis ENSPANG00000020404
theropithecus_gelada ENSTGEG00000026473
cercocebus_atys ENSCATG00000014989
chlorocebus_sabaeus ENSCSAG00000016386
mandrillus_leucophaeus ENSMLEG00000035184
saimiri_boliviensis_boliviensis ENSSBOG00000032334
cebus_capucinus ENSCCAG00000027766
callithrix_jacchus ENSCJAG00000039025
aotus_nancymaae ENSANAG00000036459
carlito_syrichta ENSTSYG00000001956
microcebus_murinus ENSMICG00000016892
prolemur_simus ENSPSMG00000006021
propithecus_coquereli ENSPCOG00000028186
otolemur_garnettii ENSOGAG00000007019
castor_canadensis ENSCCNG00000007294
dipodomys_ordii ENSDORG00000024922
mus_spicilegus ENSMSIG00000030162
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028188
mus_musculus ENSMUSG00000061535
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027192
mus_pahari MGP_PahariEiJ_G0016974
rattus_norvegicus ENSRNOG00000005094
meriones_unguiculatus ENSMUGG00000008165
microtus_ochrogaster ENSMOCG00000016175
peromyscus_maniculatus_bairdii ENSPEMG00000007887
cricetulus_griseus_chok1gshd ENSCGRG00001018371
cricetulus_griseus_crigri-picr ENSCGRG00015022544
cricetulus_griseus_crigri ENSCGRG00000005099
mesocricetus_auratus ENSMAUG00000014427
nannospalax_galili ENSNGAG00000021499
jaculus_jaculus ENSJJAG00000009907
urocitellus_parryii ENSUPAG00010017088
ictidomys_tridecemlineatus ENSSTOG00000011103
spermophilus_dauricus ENSSDAG00000003983
marmota_marmota_marmota ENSMMMG00000016211
heterocephalus_glaber_male ENSHGLG00100016713
heterocephalus_glaber_female ENSHGLG00000008916
fukomys_damarensis ENSFDAG00000012909
cavia_porcellus ENSCPOG00000032597
cavia_aperea ENSCAPG00000012986
chinchilla_lanigera ENSCLAG00000000794
octodon_degus ENSODEG00000008202
oryctolagus_cuniculus ENSOCUG00000016551
ochotona_princeps ENSOPRG00000003471
tupaia_belangeri ENSTBEG00000000086
choloepus_hoffmanni ENSCHOG00000012379
dasypus_novemcinctus ENSDNOG00000012729
loxodonta_africana ENSLAFG00000023327
sorex_araneus ENSSARG00000007994
erinaceus_europaeus ENSEEUG00000006136
echinops_telfairi ENSETEG00000017279
ornithorhynchus_anatinus ENSOANG00000008795
apteryx_owenii ENSAOWG00000017462
apteryx_rowi ENSARWG00000009250
apteryx_haastii ENSAHAG00000008154
dromaius_novaehollandiae ENSDNVG00000002687
nothoprocta_perdicaria ENSNPEG00000001869
junco_hyemalis ENSJHYG00000017538
zonotrichia_albicollis ENSZALG00000007198
serinus_canaria ENSSCAG00000000750
taeniopygia_guttata ENSTGUG00000009819
taeniopygia_guttata ENSTGUG00000013756
lonchura_striata_domestica ENSLSDG00000007139
ficedula_albicollis ENSFALG00000009328
cyanistes_caeruleus ENSCCEG00000022883
parus_major ENSPMJG00000016367
lepidothrix_coronata ENSLCOG00000011845
manacus_vitellinus ENSMVIG00005004231
calidris_pugnax ENSCPUG00000019159
calidris_pygmaea ENSCPGG00000007404
melopsittacus_undulatus ENSMUNG00000016122
anser_brachyrhynchus ENSABRG00000014517
anas_platyrhynchos_platyrhynchos ENSAPLG00000005233
coturnix_japonica ENSCJPG00005018414
gallus_gallus ENSGALG00000014515
meleagris_gallopavo ENSMGAG00000012661
numida_meleagris ENSNMEG00000019213
crocodylus_porosus ENSCPRG00005004289
gopherus_agassizii ENSGAGG00000012919
chelonoidis_abingdonii ENSCABG00000001593
chrysemys_picta_bellii ENSCPBG00000017987
pelodiscus_sinensis ENSPSIG00000009695
pogona_vitticeps ENSPVIG00000010051
anolis_carolinensis ENSACAG00000012122
notechis_scutatus ENSNSUG00000010464
salvator_merianae ENSSMRG00000023450
sphenodon_punctatus ENSSPUG00000013373
xenopus_tropicalis ENSXETG00000020325
latimeria_chalumnae ENSLACG00000012722
petromyzon_marinus ENSPMAG00000002860
