amphiprion_percula ENSAPEG00000012472
pygocentrus_nattereri ENSPNAG00000024471
ictalurus_punctatus ENSIPUG00000024253
danio_rerio ENSDARG00000092693
scleropages_formosus ENSSFOG00015022956
scleropages_formosus ENSSFOG00015005664
lepisosteus_oculatus ENSLOCG00000005488
dromaius_novaehollandiae ENSDNVG00000013276
nothoprocta_perdicaria ENSNPEG00000006494
apteryx_owenii ENSAOWG00000018227
apteryx_haastii ENSAHAG00000014396
apteryx_rowi ENSARWG00000003411
calidris_pugnax ENSCPUG00000012884
calidris_pygmaea ENSCPGG00000010721
gallus_gallus ENSGALG00000028872
meleagris_gallopavo ENSMGAG00000014990
coturnix_japonica ENSCJPG00005019733
numida_meleagris ENSNMEG00000006918
anas_platyrhynchos_platyrhynchos ENSAPLG00000004672
anser_brachyrhynchus ENSABRG00000006304
lonchura_striata_domestica ENSLSDG00000007724
serinus_canaria ENSSCAG00000013667
junco_hyemalis ENSJHYG00000016474
lepidothrix_coronata ENSLCOG00000006765
taeniopygia_guttata ENSTGUG00000012322
manacus_vitellinus ENSMVIG00005007411
ficedula_albicollis ENSFALG00000008180
parus_major ENSPMJG00000014901
cyanistes_caeruleus ENSCCEG00000009432
zonotrichia_albicollis ENSZALG00000000522
melopsittacus_undulatus ENSMUNG00000013037
chrysemys_picta_bellii ENSCPBG00000015701
gopherus_agassizii ENSGAGG00000000200
chelonoidis_abingdonii ENSCABG00000008474
chrysemys_picta_bellii ENSCPBG00000008104
pelodiscus_sinensis ENSPSIG00000008741
pogona_vitticeps ENSPVIG00000008555
anolis_carolinensis ENSACAG00000006531
notechis_scutatus ENSNSUG00000002687
notechis_scutatus ENSNSUG00000005116
salvator_merianae ENSSMRG00000022795
sphenodon_punctatus ENSSPUG00000014150
crocodylus_porosus ENSCPRG00005001672
sus_scrofa ENSSSCG00000037741
dasypus_novemcinctus ENSDNOG00000042080
monodelphis_domestica ENSMODG00000014940
monodelphis_domestica ENSMODG00000023392
monodelphis_domestica ENSMODG00000024439
monodelphis_domestica ENSMODG00000023478
phascolarctos_cinereus ENSPCIG00000018915
phascolarctos_cinereus ENSPCIG00000014329
phascolarctos_cinereus ENSPCIG00000030501
phascolarctos_cinereus ENSPCIG00000025432
phascolarctos_cinereus ENSPCIG00000029567
notamacropus_eugenii ENSMEUG00000004527
sarcophilus_harrisii ENSSHAG00000001545
monodelphis_domestica ENSMODG00000024734
sarcophilus_harrisii ENSSHAG00000011933
sus_scrofa ENSSSCG00000000622
myotis_lucifugus ENSMLUG00000024364
panthera_pardus ENSPPRG00000011783
ursus_maritimus ENSUMAG00000012607
rhinopithecus_roxellana ENSRROG00000026715
heterocephalus_glaber_male ENSHGLG00100020723
heterocephalus_glaber_female ENSHGLG00000001334
heterocephalus_glaber_male ENSHGLG00100009853
tupaia_belangeri ENSTBEG00000008371
canis_lupus_familiaris ENSCAFG00000017777
canis_lupus_dingo ENSCAFG00020007195
felis_catus ENSFCAG00000044250
jaculus_jaculus ENSJJAG00000002094
cavia_porcellus ENSCPOG00000021776
mus_spicilegus ENSMSIG00000027979
heterocephalus_glaber_male ENSHGLG00100019562
heterocephalus_glaber_male ENSHGLG00100021036
callithrix_jacchus ENSCJAG00000042779
papio_anubis ENSPANG00000004629
theropithecus_gelada ENSTGEG00000024243
macaca_nemestrina ENSMNEG00000003651
cercocebus_atys ENSCATG00000043018
saimiri_boliviensis_boliviensis ENSSBOG00000019000
carlito_syrichta ENSTSYG00000030205
prolemur_simus ENSPSMG00000004159
bison_bison_bison ENSBBBG00000020210
panthera_tigris_altaica ENSPTIG00000022032
marmota_marmota_marmota ENSMMMG00000010902
spermophilus_dauricus ENSSDAG00000005824
meriones_unguiculatus ENSMUGG00000015207
papio_anubis ENSPANG00000034726
cercocebus_atys ENSCATG00000029813
mandrillus_leucophaeus ENSMLEG00000029134
macaca_fascicularis ENSMFAG00000043990
macaca_mulatta ENSMMUG00000038391
piliocolobus_tephrosceles ENSPTEG00000023598
cebus_capucinus ENSCCAG00000024487
heterocephalus_glaber_male ENSHGLG00100021149
fukomys_damarensis ENSFDAG00000017956
dasypus_novemcinctus ENSDNOG00000048297
ursus_americanus ENSUAMG00000025423
myotis_lucifugus ENSMLUG00000025758
cricetulus_griseus_chok1gshd ENSCGRG00001017654
cricetulus_griseus_crigri ENSCGRG00000005420
cricetulus_griseus_crigri-picr ENSCGRG00015024376
cricetulus_griseus_chok1gshd ENSCGRG00001017370
cricetulus_griseus_crigri ENSCGRG00000011920
rattus_norvegicus ENSRNOG00000000896
dipodomys_ordii ENSDORG00000024350
jaculus_jaculus ENSJJAG00000016541
jaculus_jaculus ENSJJAG00000000293
jaculus_jaculus ENSJJAG00000011543
jaculus_jaculus ENSJJAG00000017896
microtus_ochrogaster ENSMOCG00000016698
peromyscus_maniculatus_bairdii ENSPEMG00000021203
meriones_unguiculatus ENSMUGG00000021691
peromyscus_maniculatus_bairdii ENSPEMG00000001813
mus_spicilegus ENSMSIG00000003019
mus_spicilegus ENSMSIG00000015418
mus_spicilegus ENSMSIG00000021620
mus_spicilegus ENSMSIG00000031053
mus_spicilegus ENSMSIG00000020267
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019518
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020414
mus_musculus ENSMUSG00000060126
mus_pahari MGP_PahariEiJ_G0030536
rattus_norvegicus ENSRNOG00000001049
meriones_unguiculatus ENSMUGG00000026658
microtus_ochrogaster ENSMOCG00000017766
microtus_ochrogaster ENSMOCG00000009367
cricetulus_griseus_chok1gshd ENSCGRG00001019454
cricetulus_griseus_crigri ENSCGRG00000002918
cricetulus_griseus_crigri-picr ENSCGRG00015003139
mesocricetus_auratus ENSMAUG00000014012
dipodomys_ordii ENSDORG00000008518
nannospalax_galili ENSNGAG00000002203
microtus_ochrogaster ENSMOCG00000009333
castor_canadensis ENSCCNG00000017846
castor_canadensis ENSCCNG00000012091
cavia_aperea ENSCAPG00000012569
dasypus_novemcinctus ENSDNOG00000000653
dasypus_novemcinctus ENSDNOG00000044267
dasypus_novemcinctus ENSDNOG00000033540
dasypus_novemcinctus ENSDNOG00000041365
dasypus_novemcinctus ENSDNOG00000048457
echinops_telfairi ENSETEG00000003091
propithecus_coquereli ENSPCOG00000018417
carlito_syrichta ENSTSYG00000032742
cebus_capucinus ENSCCAG00000021485
chinchilla_lanigera ENSCLAG00000017747
propithecus_coquereli ENSPCOG00000021981
microcebus_murinus ENSMICG00000034478
prolemur_simus ENSPSMG00000009392
propithecus_coquereli ENSPCOG00000015914
otolemur_garnettii ENSOGAG00000012523
callithrix_jacchus ENSCJAG00000019229
urocitellus_parryii ENSUPAG00010007415
myotis_lucifugus ENSMLUG00000022837
myotis_lucifugus ENSMLUG00000030508
theropithecus_gelada ENSTGEG00000002121
macaca_mulatta ENSMMUG00000022979
colobus_angolensis_palliatus ENSCANG00000010441
pongo_abelii ENSPPYG00000005335
pan_troglodytes ENSPTRG00000042843
cebus_capucinus ENSCCAG00000021817
ictidomys_tridecemlineatus ENSSTOG00000006931
neovison_vison ENSNVIG00000000842
panthera_pardus ENSPPRG00000009372
sus_scrofa ENSSSCG00000040929
pan_troglodytes ENSPTRG00000051585
ochotona_princeps ENSOPRG00000016085
bos_mutus ENSBMUG00000022464
pteropus_vampyrus ENSPVAG00000003191
sus_scrofa ENSSSCG00000007053
vulpes_vulpes ENSVVUG00000008555
panthera_pardus ENSPPRG00000003687
equus_caballus ENSECAG00000014997
neovison_vison ENSNVIG00000020852
chlorocebus_sabaeus ENSCSAG00000015693
oryctolagus_cuniculus ENSOCUG00000024371
ictidomys_tridecemlineatus ENSSTOG00000029381
aotus_nancymaae ENSANAG00000021294
aotus_nancymaae ENSANAG00000032231
papio_anubis ENSPANG00000005716
mandrillus_leucophaeus ENSMLEG00000011456
rhinopithecus_bieti ENSRBIG00000039217
felis_catus ENSFCAG00000002107
cebus_capucinus ENSCCAG00000036324
saimiri_boliviensis_boliviensis ENSSBOG00000031728
aotus_nancymaae ENSANAG00000037538
macaca_fascicularis ENSMFAG00000031958
rhinopithecus_roxellana ENSRROG00000044525
homo_sapiens ENSG00000133112
pan_troglodytes ENSPTRG00000034210
equus_asinus_asinus ENSEASG00005017078
equus_caballus ENSECAG00000018348
canis_lupus_familiaris ENSCAFG00000004533
canis_lupus_dingo ENSCAFG00020018805
mustela_putorius_furo ENSMPUG00000001640
cercocebus_atys ENSCATG00000031478
piliocolobus_tephrosceles ENSPTEG00000027604
pan_paniscus ENSPPAG00000041854
gorilla_gorilla ENSGGOG00000001684
pongo_abelii ENSPPYG00000020089
oryctolagus_cuniculus ENSOCUG00000023773
oryctolagus_cuniculus ENSOCUG00000023692
oryctolagus_cuniculus ENSOCUG00000027979
dasypus_novemcinctus ENSDNOG00000043519
heterocephalus_glaber_female ENSHGLG00000005278
heterocephalus_glaber_male ENSHGLG00100014480
fukomys_damarensis ENSFDAG00000018210
heterocephalus_glaber_male ENSHGLG00100004332
heterocephalus_glaber_female ENSHGLG00000009445
heterocephalus_glaber_female ENSHGLG00000002610
heterocephalus_glaber_male ENSHGLG00100011309
heterocephalus_glaber_male ENSHGLG00100021281
heterocephalus_glaber_female ENSHGLG00000002661
heterocephalus_glaber_male ENSHGLG00100009931
fukomys_damarensis ENSFDAG00000008382
fukomys_damarensis ENSFDAG00000015591
heterocephalus_glaber_female ENSHGLG00000001732
heterocephalus_glaber_male ENSHGLG00100004948
heterocephalus_glaber_female ENSHGLG00000005947
heterocephalus_glaber_male ENSHGLG00100001400
fukomys_damarensis ENSFDAG00000008959
octodon_degus ENSODEG00000019034
octodon_degus ENSODEG00000019644
octodon_degus ENSODEG00000018612
octodon_degus ENSODEG00000019068
octodon_degus ENSODEG00000005658
octodon_degus ENSODEG00000018539
octodon_degus ENSODEG00000019583
octodon_degus ENSODEG00000000785
octodon_degus ENSODEG00000019640
octodon_degus ENSODEG00000019090
octodon_degus ENSODEG00000018627
octodon_degus ENSODEG00000004768
chinchilla_lanigera ENSCLAG00000018027
heterocephalus_glaber_female ENSHGLG00000010603
heterocephalus_glaber_male ENSHGLG00100007526
heterocephalus_glaber_female ENSHGLG00000003578
heterocephalus_glaber_female ENSHGLG00000020192
heterocephalus_glaber_male ENSHGLG00100020977
heterocephalus_glaber_male ENSHGLG00100020503
heterocephalus_glaber_male ENSHGLG00100006906
heterocephalus_glaber_female ENSHGLG00000000546
heterocephalus_glaber_male ENSHGLG00100021118
heterocephalus_glaber_male ENSHGLG00100020783
heterocephalus_glaber_female ENSHGLG00000011552
fukomys_damarensis ENSFDAG00000015009
dipodomys_ordii ENSDORG00000027313
tupaia_belangeri ENSTBEG00000013539
fukomys_damarensis ENSFDAG00000005837
heterocephalus_glaber_male ENSHGLG00100019548
heterocephalus_glaber_male ENSHGLG00100019622
heterocephalus_glaber_male ENSHGLG00100019754
heterocephalus_glaber_male ENSHGLG00100020505
fukomys_damarensis ENSFDAG00000021421
heterocephalus_glaber_female ENSHGLG00000018595
heterocephalus_glaber_male ENSHGLG00100005547
heterocephalus_glaber_male ENSHGLG00100019841
cavia_porcellus ENSCPOG00000033484
cavia_aperea ENSCAPG00000017051
peromyscus_maniculatus_bairdii ENSPEMG00000024772
dasypus_novemcinctus ENSDNOG00000031307
macaca_fascicularis ENSMFAG00000019971
theropithecus_gelada ENSTGEG00000025098
chlorocebus_sabaeus ENSCSAG00000005116
gorilla_gorilla ENSGGOG00000027434
gorilla_gorilla ENSGGOG00000028369
pan_troglodytes ENSPTRG00000048343
pan_paniscus ENSPPAG00000028739
nomascus_leucogenys ENSNLEG00000036103
rhinopithecus_bieti ENSRBIG00000043481
rhinopithecus_roxellana ENSRROG00000034678
colobus_angolensis_palliatus ENSCANG00000034461
macaca_fascicularis ENSMFAG00000031338
ictidomys_tridecemlineatus ENSSTOG00000019960
spermophilus_dauricus ENSSDAG00000008346
neovison_vison ENSNVIG00000010284
mustela_putorius_furo ENSMPUG00000018475
ursus_maritimus ENSUMAG00000021755
canis_lupus_familiaris ENSCAFG00000007543
macaca_mulatta ENSMMUG00000007475
macaca_fascicularis ENSMFAG00000000224
macaca_nemestrina ENSMNEG00000029218
papio_anubis ENSPANG00000025436
propithecus_coquereli ENSPCOG00000026228
spermophilus_dauricus ENSSDAG00000010162
urocitellus_parryii ENSUPAG00010004532
marmota_marmota_marmota ENSMMMG00000021646
mustela_putorius_furo ENSMPUG00000016708
ailuropoda_melanoleuca ENSAMEG00000009925
dasypus_novemcinctus ENSDNOG00000038515
loxodonta_africana ENSLAFG00000025535
rhinopithecus_bieti ENSRBIG00000030563
piliocolobus_tephrosceles ENSPTEG00000014412
mandrillus_leucophaeus ENSMLEG00000031609
macaca_fascicularis ENSMFAG00000031828
theropithecus_gelada ENSTGEG00000005171
papio_anubis ENSPANG00000024985
nomascus_leucogenys ENSNLEG00000018852
nomascus_leucogenys ENSNLEG00000018321
prolemur_simus ENSPSMG00000010602
heterocephalus_glaber_female ENSHGLG00000016681
heterocephalus_glaber_male ENSHGLG00100013407
oryctolagus_cuniculus ENSOCUG00000021394
ursus_americanus ENSUAMG00000009935
felis_catus ENSFCAG00000039681
sus_scrofa ENSSSCG00000038211
sus_scrofa ENSSSCG00000034878
ailuropoda_melanoleuca ENSAMEG00000009221
ailuropoda_melanoleuca ENSAMEG00000011482
ursus_americanus ENSUAMG00000014720
canis_lupus_familiaris ENSCAFG00000002480
mustela_putorius_furo ENSMPUG00000000089
neovison_vison ENSNVIG00000017746
canis_lupus_familiaris ENSCAFG00000008138
bos_taurus ENSBTAG00000023431
bos_mutus ENSBMUG00000021080
bison_bison_bison ENSBBBG00000007543
aotus_nancymaae ENSANAG00000026413
heterocephalus_glaber_male ENSHGLG00100021290
panthera_pardus ENSPPRG00000023862
ovis_aries ENSOARG00000004397
marmota_marmota_marmota ENSMMMG00000023427
marmota_marmota_marmota ENSMMMG00000016555
propithecus_coquereli ENSPCOG00000023257
microcebus_murinus ENSMICG00000034510
spermophilus_dauricus ENSSDAG00000008021
pan_troglodytes ENSPTRG00000047705
pan_paniscus ENSPPAG00000042039
gorilla_gorilla ENSGGOG00000042803
theropithecus_gelada ENSTGEG00000026978
papio_anubis ENSPANG00000011878
macaca_fascicularis ENSMFAG00000024336
rhinopithecus_roxellana ENSRROG00000042828
rhinopithecus_bieti ENSRBIG00000029433
colobus_angolensis_palliatus ENSCANG00000019503
heterocephalus_glaber_male ENSHGLG00100020965
fukomys_damarensis ENSFDAG00000000972
chinchilla_lanigera ENSCLAG00000007802
chinchilla_lanigera ENSCLAG00000008619
heterocephalus_glaber_female ENSHGLG00000011113
cavia_porcellus ENSCPOG00000009278
tupaia_belangeri ENSTBEG00000005051
capra_hircus ENSCHIG00000019011
ovis_aries ENSOARG00000006680
myotis_lucifugus ENSMLUG00000017709
ovis_aries ENSOARG00000007617
capra_hircus ENSCHIG00000014215
bos_taurus ENSBTAG00000010156
bison_bison_bison ENSBBBG00000018279
capra_hircus ENSCHIG00000010083
vicugna_pacos ENSVPAG00000008472
capra_hircus ENSCHIG00000011732
capra_hircus ENSCHIG00000003269
vicugna_pacos ENSVPAG00000011372
sorex_araneus ENSSARG00000009319
ursus_maritimus ENSUMAG00000016169
vulpes_vulpes ENSVVUG00000028420
panthera_tigris_altaica ENSPTIG00000006407
chlorocebus_sabaeus ENSCSAG00000017773
microcebus_murinus ENSMICG00000002027
cebus_capucinus ENSCCAG00000030747
cebus_capucinus ENSCCAG00000035349
cebus_capucinus ENSCCAG00000022375
saimiri_boliviensis_boliviensis ENSSBOG00000019115
aotus_nancymaae ENSANAG00000024609
macaca_mulatta ENSMMUG00000000201
macaca_fascicularis ENSMFAG00000044163
macaca_nemestrina ENSMNEG00000034109
mandrillus_leucophaeus ENSMLEG00000034143
sus_scrofa ENSSSCG00000035462
ailuropoda_melanoleuca ENSAMEG00000013022
macaca_nemestrina ENSMNEG00000045220
nomascus_leucogenys ENSNLEG00000002108
callithrix_jacchus ENSCJAG00000020382
callithrix_jacchus ENSCJAG00000022345
callithrix_jacchus ENSCJAG00000022201
rhinopithecus_roxellana ENSRROG00000038613
rhinopithecus_bieti ENSRBIG00000028135
colobus_angolensis_palliatus ENSCANG00000030678
colobus_angolensis_palliatus ENSCANG00000035894
propithecus_coquereli ENSPCOG00000013177
ovis_aries ENSOARG00000000943
bos_mutus ENSBMUG00000013706
bison_bison_bison ENSBBBG00000023536
sus_scrofa ENSSSCG00000000207
colobus_angolensis_palliatus ENSCANG00000039983
saimiri_boliviensis_boliviensis ENSSBOG00000028587
carlito_syrichta ENSTSYG00000003160
bison_bison_bison ENSBBBG00000017070
ovis_aries ENSOARG00000016522
loxodonta_africana ENSLAFG00000021740
echinops_telfairi ENSETEG00000018863
ornithorhynchus_anatinus ENSOANG00000022462
chelonoidis_abingdonii ENSCABG00000018115
procavia_capensis ENSPCAG00000016228
xenopus_tropicalis ENSXETG00000014661
latimeria_chalumnae ENSLACG00000004306
ciona_savignyi ENSCSAVG00000009121
ciona_intestinalis ENSCING00000017035
drosophila_melanogaster FBgn0037874
caenorhabditis_elegans_strain_n2 WBGene00009122
saccharomyces_cerevisiae YKL056C
