pygocentrus_nattereri ENSPNAG00000002083
apteryx_haastii ENSAHAG00000016479
apteryx_rowi ENSARWG00000000346
dromaius_novaehollandiae ENSDNVG00000013437
gopherus_agassizii ENSGAGG00000025500
chelonoidis_abingdonii ENSCABG00000002178
chrysemys_picta_bellii ENSCPBG00000001210
pelodiscus_sinensis ENSPSIG00000001964
pogona_vitticeps ENSPVIG00000013490
anolis_carolinensis ENSACAG00000007344
notechis_scutatus ENSNSUG00000016505
salvator_merianae ENSSMRG00000003285
crocodylus_porosus ENSCPRG00005010562
nothoprocta_perdicaria ENSNPEG00000003361
sorex_araneus ENSSARG00000013463
erinaceus_europaeus ENSEEUG00000005149
ochotona_princeps ENSOPRG00000015957
echinops_telfairi ENSETEG00000007636
castor_canadensis ENSCCNG00000012387
dipodomys_ordii ENSDORG00000008526
mus_spicilegus ENSMSIG00000022899
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015399
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014592
mus_musculus ENSMUSG00000026443
mus_pahari MGP_PahariEiJ_G0027828
rattus_norvegicus ENSRNOG00000009691
meriones_unguiculatus ENSMUGG00000021853
microtus_ochrogaster ENSMOCG00000014938
peromyscus_maniculatus_bairdii ENSPEMG00000010135
cricetulus_griseus_chok1gshd ENSCGRG00001010870
cricetulus_griseus_crigri-picr ENSCGRG00015002359
mesocricetus_auratus ENSMAUG00000011445
nannospalax_galili ENSNGAG00000001325
jaculus_jaculus ENSJJAG00000021288
marmota_marmota_marmota ENSMMMG00000014116
spermophilus_dauricus ENSSDAG00000000179
cavia_aperea ENSCAPG00000010329
cavia_porcellus ENSCPOG00000026151
tupaia_belangeri ENSTBEG00000012110
callithrix_jacchus ENSCJAG00000017024
cebus_capucinus ENSCCAG00000011141
saimiri_boliviensis_boliviensis ENSSBOG00000018802
aotus_nancymaae ENSANAG00000018254
pan_paniscus ENSPPAG00000026351
pan_troglodytes ENSPTRG00000030219
homo_sapiens ENSG00000170382
gorilla_gorilla ENSGGOG00000006404
pongo_abelii ENSPPYG00000000314
nomascus_leucogenys ENSNLEG00000014305
chlorocebus_sabaeus ENSCSAG00000000258
papio_anubis ENSPANG00000011968
cercocebus_atys ENSCATG00000013327
theropithecus_gelada ENSTGEG00000016258
macaca_mulatta ENSMMUG00000040169
macaca_fascicularis ENSMFAG00000010454
macaca_nemestrina ENSMNEG00000001373
mandrillus_leucophaeus ENSMLEG00000004181
colobus_angolensis_palliatus ENSCANG00000007123
colobus_angolensis_palliatus ENSCANG00000042543
piliocolobus_tephrosceles ENSPTEG00000032019
rhinopithecus_bieti ENSRBIG00000023376
rhinopithecus_roxellana ENSRROG00000000630
carlito_syrichta ENSTSYG00000030516
prolemur_simus ENSPSMG00000004951
propithecus_coquereli ENSPCOG00000013479
otolemur_garnettii ENSOGAG00000034557
capra_hircus ENSCHIG00000008109
ovis_aries ENSOARG00000002912
bos_taurus ENSBTAG00000009111
bos_mutus ENSBMUG00000018346
bison_bison_bison ENSBBBG00000008377
sus_scrofa ENSSSCG00000015285
ursus_americanus ENSUAMG00000007327
ursus_maritimus ENSUMAG00000003542
ailuropoda_melanoleuca ENSAMEG00000019880
neovison_vison ENSNVIG00000017203
mustela_putorius_furo ENSMPUG00000019264
canis_lupus_dingo ENSCAFG00020005983
canis_lupus_familiaris ENSCAFG00000009675
vulpes_vulpes ENSVVUG00000014853
panthera_tigris_altaica ENSPTIG00000003951
panthera_pardus ENSPPRG00000020672
felis_catus ENSFCAG00000014852
equus_caballus ENSECAG00000005887
equus_asinus_asinus ENSEASG00005011430
pteropus_vampyrus ENSPVAG00000015214
procavia_capensis ENSPCAG00000002858
dasypus_novemcinctus ENSDNOG00000008968
phascolarctos_cinereus ENSPCIG00000017448
sarcophilus_harrisii ENSSHAG00000008807
monodelphis_domestica ENSMODG00000024800
ornithorhynchus_anatinus ENSOANG00000013466
latimeria_chalumnae ENSLACG00000017103
