amphiprion_percula ENSAPEG00000016286
coturnix_japonica ENSCJPG00005002529
meleagris_gallopavo ENSMGAG00000013240
gallus_gallus ENSGALG00000011116
numida_meleagris ENSNMEG00000010851
lepidothrix_coronata ENSLCOG00000000736
manacus_vitellinus ENSMVIG00005006131
taeniopygia_guttata ENSTGUG00000012702
lonchura_striata_domestica ENSLSDG00000008198
serinus_canaria ENSSCAG00000007387
zonotrichia_albicollis ENSZALG00000003860
junco_hyemalis ENSJHYG00000004321
parus_major ENSPMJG00000016982
cyanistes_caeruleus ENSCCEG00000017594
ficedula_albicollis ENSFALG00000002552
calidris_pygmaea ENSCPGG00000008380
calidris_pugnax ENSCPUG00000002386
melopsittacus_undulatus ENSMUNG00000001130
apteryx_owenii ENSAOWG00000013736
apteryx_rowi ENSARWG00000017228
apteryx_haastii ENSAHAG00000007738
dromaius_novaehollandiae ENSDNVG00000000586
nothoprocta_perdicaria ENSNPEG00000007564
crocodylus_porosus ENSCPRG00005010188
gopherus_agassizii ENSGAGG00000020492
chelonoidis_abingdonii ENSCABG00000014805
chrysemys_picta_bellii ENSCPBG00000024132
pelodiscus_sinensis ENSPSIG00000013076
pogona_vitticeps ENSPVIG00000018756
anolis_carolinensis ENSACAG00000013622
notechis_scutatus ENSNSUG00000011678
salvator_merianae ENSSMRG00000009867
sphenodon_punctatus ENSSPUG00000005851
xenopus_tropicalis ENSXETG00000013948
latimeria_chalumnae ENSLACG00000017983
petromyzon_marinus ENSPMAG00000003858
eptatretus_burgeri ENSEBUG00000009946
