meleagris_gallopavo ENSMGAG00000002736
homo_sapiens ENSG00000205090
gorilla_gorilla ENSGGOG00000004417
cebus_capucinus ENSCCAG00000030187
callithrix_jacchus ENSCJAG00000037689
aotus_nancymaae ENSANAG00000024018
bos_indicus ENSBIXG00000018781
bos_indicus ENSBIXG00005014106
bison_bison ENSBBBG00000016932
capra_hircus ENSCHIG00000013885
sus_scrofa ENSSSCG00000038530
canis_lupus ENSCAFG00000032182
canis_lupus ENSCAFG00020011478
vulpes_vulpes ENSVVUG00000004525
ursus_americanus ENSUAMG00000000250
felis_catus ENSFCAG00000024738
panthera_pardus ENSPPRG00000006196
mustela_putorius ENSMPUG00000014392
neovison_vison ENSNVIG00000005421
ailuropoda_melanoleuca ENSAMEG00000013745
ovis_aries ENSOARG00000003061
equus_caballus ENSECAG00000039269
equus_asinus ENSEASG00005014499
mus_spicilegus ENSMSIG00000014839
cricetulus_griseus ENSCGRG00015014884
heterocephalus_glaber ENSHGLG00100011091
bos_mutus ENSBMUG00000023963
bos_taurus ENSBTAG00000046073
octodon_degus ENSODEG00000010456
nannospalax_galili ENSNGAG00000005864
saimiri_boliviensis ENSSBOG00000029038
dasypus_novemcinctus ENSDNOG00000032378
dasypus_novemcinctus ENSDNOG00000042678
dipodomys_ordii ENSDORG00000030176
spermophilus_dauricus ENSSDAG00000003399
nomascus_leucogenys ENSNLEG00000034009
myotis_lucifugus ENSMLUG00000009156
hucho_hucho ENSHHUG00000024596
hucho_hucho ENSHHUG00000050721
esox_lucius ENSELUG00000013447
clupea_harengus ENSCHAG00000023834
paramormyrops_kingsleyae ENSPKIG00000002190
paramormyrops_kingsleyae ENSPKIG00000010271
monopterus_albus ENSMALG00000008133
scleropages_formosus ENSSFOG00015007282
scleropages_formosus ENSSFOG00015016106
periophthalmus_magnuspinnatus ENSPMGG00000013684
gadus_morhua ENSGMOG00000008370
astyanax_mexicanus ENSAMXG00005021687
astyanax_mexicanus ENSAMXG00000032819
pygocentrus_nattereri ENSPNAG00000016780
ictalurus_punctatus ENSIPUG00000018091
electrophorus_electricus ENSEEEG00000022074
danio_rerio ENSDARG00000090145
denticeps_clupeoides ENSDCDG00000031419
hucho_hucho ENSHHUG00000021088
hucho_hucho ENSHHUG00000009398
esox_lucius ENSELUG00000015718
cyprinodon_variegatus ENSCVAG00000001965
fundulus_heteroclitus ENSFHEG00000012433
poecilia_latipinna ENSPLAG00000006869
poecilia_formosa ENSPFOG00000015961
poecilia_mexicana ENSPMEG00000006550
poecilia_reticulata ENSPREG00000009733
xiphophorus_couchianus ENSXCOG00000002607
xiphophorus_maculatus ENSXMAG00000012610
gambusia_affinis ENSGAFG00000016143
kryptolebias_marmoratus ENSKMAG00000004878
oryzias_latipes ENSORLG00000025885
oryzias_latipes ENSORLG00020006537
oryzias_latipes ENSORLG00015020661
oryzias_melastigma ENSOMEG00000000046
gouania_willdenowi ENSGWIG00000019733
takifugu_rubripes ENSTRUG00000025742
acanthochromis_polyacanthus ENSAPOG00000022274
amphiprion_percula ENSAPEG00000009028
parambassis_ranga ENSPRNG00000000902
cottoperca_gobio ENSCGOG00000009486
larimichthys_crocea ENSLCRG00005006946
seriola_lalandi ENSSLDG00000010282
seriola_dumerili ENSSDUG00000002804
lates_calcarifer ENSLCAG00010001614
mastacembelus_armatus ENSMAMG00000013884
scophthalmus_maximus ENSSMAG00000007493
cynoglossus_semilaevis ENSCSEG00000004992
gasterosteus_aculeatus ENSGACG00000005027
stegastes_partitus ENSSPAG00000007901
amphiprion_ocellaris ENSAOCG00000015413
maylandia_zebra ENSMZEG00005021780
pundamilia_nyererei ENSPNYG00000014674
astatotilapia_calliptera ENSACLG00000014831
haplochromis_burtoni ENSHBUG00000013053
neolamprologus_brichardi ENSNBRG00000019901
oreochromis_niloticus ENSONIG00000009232
amphilophus_citrinellus ENSACIG00000014552
labrus_bergylta ENSLBEG00000017834
anabas_testudineus ENSATEG00000004835
betta_splendens ENSBSLG00000007724
mola_mola ENSMMOG00000015172
hippocampus_comes ENSHCOG00000003753
mastacembelus_armatus ENSMAMG00000023890
anabas_testudineus ENSATEG00000007290
seriola_dumerili ENSSDUG00000008702
seriola_lalandi ENSSLDG00000023135
cottoperca_gobio ENSCGOG00000003552
amphilophus_citrinellus ENSACIG00000019213
clupea_harengus ENSCHAG00000026049
denticeps_clupeoides ENSDCDG00000011377
astyanax_mexicanus ENSAMXG00000012401
astyanax_mexicanus ENSAMXG00005024578
pygocentrus_nattereri ENSPNAG00000003662
ictalurus_punctatus ENSIPUG00000021756
electrophorus_electricus ENSEEEG00000014173
danio_rerio ENSDARG00000087916
lepisosteus_oculatus ENSLOCG00000007658
erpetoichthys_calabaricus ENSECRG00000005645
nothoprocta_perdicaria ENSNPEG00000006557
callorhinchus_milii ENSCMIG00000014640
