hippocampus_comes ENSHCOG00000017063
notechis_scutatus ENSNSUG00000015852
salvator_merianae ENSSMRG00000007467
sphenodon_punctatus ENSSPUG00000010548
lonchura_striata_domestica ENSLSDG00000007068
lepidothrix_coronata ENSLCOG00000002314
ficedula_albicollis ENSFALG00000009369
calidris_pygmaea ENSCPGG00000017453
junco_hyemalis ENSJHYG00000005148
gallus_gallus ENSGALG00000050796
coturnix_japonica ENSCJPG00005019033
numida_meleagris ENSNMEG00000004352
anas_platyrhynchos_platyrhynchos ENSAPLG00000022677
melopsittacus_undulatus ENSMUNG00000002360
parus_major ENSPMJG00000003397
cyanistes_caeruleus ENSCCEG00000022066
anser_brachyrhynchus ENSABRG00000012188
apteryx_haastii ENSAHAG00000001120
apteryx_rowi ENSARWG00000017526
apteryx_owenii ENSAOWG00000010040
dromaius_novaehollandiae ENSDNVG00000004202
crocodylus_porosus ENSCPRG00005015499
gopherus_agassizii ENSGAGG00000015864
chelonoidis_abingdonii ENSCABG00000005280
chrysemys_picta_bellii ENSCPBG00000008864
vicugna_pacos ENSVPAG00000005520
tursiops_truncatus ENSTTRG00000006276
pteropus_vampyrus ENSPVAG00000016168
mustela_putorius_furo ENSMPUG00000008660
ailuropoda_melanoleuca ENSAMEG00000018403
erinaceus_europaeus ENSEEUG00000005326
tupaia_belangeri ENSTBEG00000006681
ochotona_princeps ENSOPRG00000012373
homo_sapiens ENSG00000181513
gorilla_gorilla ENSGGOG00000014360
pan_troglodytes ENSPTRG00000009297
pan_paniscus ENSPPAG00000029461
nomascus_leucogenys ENSNLEG00000005043
papio_anubis ENSPANG00000021252
callithrix_jacchus ENSCJAG00000012732
propithecus_coquereli ENSPCOG00000019905
echinops_telfairi ENSETEG00000002706
procavia_capensis ENSPCAG00000015674
panthera_tigris_altaica ENSPTIG00000016304
dipodomys_ordii ENSDORG00000014728
mandrillus_leucophaeus ENSMLEG00000035077
prolemur_simus ENSPSMG00000015041
neovison_vison ENSNVIG00000022800
mus_pahari MGP_PahariEiJ_G0018402
saimiri_boliviensis_boliviensis ENSSBOG00000029293
cebus_capucinus ENSCCAG00000026188
aotus_nancymaae ENSANAG00000034648
macaca_fascicularis ENSMFAG00000045120
macaca_mulatta ENSMMUG00000013589
macaca_nemestrina ENSMNEG00000039657
cercocebus_atys ENSCATG00000020131
theropithecus_gelada ENSTGEG00000016687
chlorocebus_sabaeus ENSCSAG00000003671
colobus_angolensis_palliatus ENSCANG00000003139
piliocolobus_tephrosceles ENSPTEG00000023950
rhinopithecus_bieti ENSRBIG00000036637
rhinopithecus_roxellana ENSRROG00000032214
pongo_abelii ENSPPYG00000008311
carlito_syrichta ENSTSYG00000026674
microcebus_murinus ENSMICG00000016677
otolemur_garnettii ENSOGAG00000009305
cricetulus_griseus_chok1gshd ENSCGRG00001021379
cricetulus_griseus_crigri-picr ENSCGRG00015026359
cricetulus_griseus_crigri ENSCGRG00000011695
mesocricetus_auratus ENSMAUG00000021580
microtus_ochrogaster ENSMOCG00000015700
peromyscus_maniculatus_bairdii ENSPEMG00000007672
mus_musculus ENSMUSG00000056938
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018115
mus_spicilegus ENSMSIG00000027718
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017272
rattus_norvegicus ENSRNOG00000003108
meriones_unguiculatus ENSMUGG00000005750
nannospalax_galili ENSNGAG00000003147
jaculus_jaculus ENSJJAG00000018616
chinchilla_lanigera ENSCLAG00000016891
octodon_degus ENSODEG00000018134
cavia_porcellus ENSCPOG00000034610
heterocephalus_glaber_male ENSHGLG00100005666
heterocephalus_glaber_female ENSHGLG00000011655
fukomys_damarensis ENSFDAG00000015936
castor_canadensis ENSCCNG00000022337
urocitellus_parryii ENSUPAG00010001336
spermophilus_dauricus ENSSDAG00000014552
ictidomys_tridecemlineatus ENSSTOG00000009436
marmota_marmota_marmota ENSMMMG00000002555
oryctolagus_cuniculus ENSOCUG00000006742
equus_asinus_asinus ENSEASG00005010416
equus_caballus ENSECAG00000018434
myotis_lucifugus ENSMLUG00000013336
ovis_aries ENSOARG00000009804
capra_hircus ENSCHIG00000018717
bos_taurus ENSBTAG00000006054
bos_mutus ENSBMUG00000001624
bison_bison_bison ENSBBBG00000019620
sus_scrofa ENSSSCG00000017337
canis_lupus_familiaris ENSCAFG00000013895
canis_lupus_dingo ENSCAFG00020009525
vulpes_vulpes ENSVVUG00000018315
ursus_americanus ENSUAMG00000024044
ursus_maritimus ENSUMAG00000014470
felis_catus ENSFCAG00000005474
panthera_pardus ENSPPRG00000004189
loxodonta_africana ENSLAFG00000004877
dasypus_novemcinctus ENSDNOG00000004933
phascolarctos_cinereus ENSPCIG00000015054
notamacropus_eugenii ENSMEUG00000012709
monodelphis_domestica ENSMODG00000011190
sarcophilus_harrisii ENSSHAG00000010839
xenopus_tropicalis ENSXETG00000033522
