caenorhabditis_elegans WBGene00016011
poecilia_latipinna ENSPLAG00000004635
poecilia_formosa ENSPFOG00000012640
poecilia_mexicana ENSPMEG00000019582
xiphophorus_maculatus ENSXMAG00000028764
xiphophorus_couchianus ENSXCOG00000017040
gambusia_affinis ENSGAFG00000019772
poecilia_reticulata ENSPREG00000020963
fundulus_heteroclitus ENSFHEG00000019554
cyprinodon_variegatus ENSCVAG00000022232
kryptolebias_marmoratus ENSKMAG00000001365
gouania_willdenowi ENSGWIG00000015436
maylandia_zebra ENSMZEG00005025450
maylandia_zebra ENSMZEG00005028251
pundamilia_nyererei ENSPNYG00000004442
astatotilapia_calliptera ENSACLG00000010985
haplochromis_burtoni ENSHBUG00000021604
neolamprologus_brichardi ENSNBRG00000002321
oreochromis_niloticus ENSONIG00000016443
amphilophus_citrinellus ENSACIG00000004145
oryzias_latipes ENSORLG00020022452
oryzias_latipes ENSORLG00015012717
oryzias_latipes ENSORLG00000022285
oryzias_melastigma ENSOMEG00000006978
betta_splendens ENSBSLG00000024938
periophthalmus_magnuspinnatus ENSPMGG00000022242
takifugu_rubripes ENSTRUG00000010847
tetraodon_nigroviridis ENSTNIG00000013296
gadus_morhua ENSGMOG00000000589
esox_lucius ENSELUG00000003537
paramormyrops_kingsleyae ENSPKIG00000016300
scleropages_formosus ENSSFOG00015007442
lepisosteus_oculatus ENSLOCG00000009827
phascolarctos_cinereus ENSPCIG00000012218
vombatus_ursinus ENSVURG00010006598
sarcophilus_harrisii ENSSHAG00000001004
monodelphis_domestica ENSMODG00000006575
castor_canadensis ENSCCNG00000017169
dipodomys_ordii ENSDORG00000015382
chinchilla_lanigera ENSCLAG00000006938
octodon_degus ENSODEG00000003956
cavia_porcellus ENSCPOG00000036991
cavia_aperea ENSCAPG00000008766
heterocephalus_glaber ENSHGLG00000005242
heterocephalus_glaber ENSHGLG00100017274
fukomys_damarensis ENSFDAG00000016458
tupaia_belangeri ENSTBEG00000002602
peromyscus_maniculatus ENSPEMG00000021792
microtus_ochrogaster ENSMOCG00000014887
cricetulus_griseus ENSCGRG00015027632
cricetulus_griseus ENSCGRG00001019905
cricetulus_griseus ENSCGRG00000009983
mesocricetus_auratus ENSMAUG00000000274
mus_spretus MGP_SPRETEiJ_G0020621
mus_musculus ENSMUSG00000022323
mus_spicilegus ENSMSIG00000016480
mus_caroli MGP_CAROLIEiJ_G0019725
mus_pahari MGP_PahariEiJ_G0019734
rattus_norvegicus ENSRNOG00000005437
meriones_unguiculatus ENSMUGG00000026291
nannospalax_galili ENSNGAG00000024030
oryctolagus_cuniculus ENSOCUG00000035058
oryctolagus_cuniculus ENSOCUG00000024251
oryctolagus_cuniculus ENSOCUG00000017395
bos_indicus ENSBIXG00000019648
bos_indicus ENSBIXG00005011123
bos_taurus ENSBTAG00000012595
bos_mutus ENSBMUG00000022625
bison_bison ENSBBBG00000006940
bos_indicus ENSBIXG00005016942
bos_indicus ENSBIXG00000014882
bos_taurus ENSBTAG00000030230
bos_mutus ENSBMUG00000015873
bison_bison ENSBBBG00000003683
bos_indicus ENSBIXG00000002188
bos_indicus ENSBIXG00005018775
bos_mutus ENSBMUG00000017901
bison_bison ENSBBBG00000002871
capra_hircus ENSCHIG00000012463
ovis_aries ENSOARG00000006295
capra_hircus ENSCHIG00000008503
tursiops_truncatus ENSTTRG00000016066
sus_scrofa ENSSSCG00000006079
vicugna_pacos ENSVPAG00000008277
myotis_lucifugus ENSMLUG00000027918
ursus_maritimus ENSUMAG00000016949
ursus_americanus ENSUAMG00000017306
ailuropoda_melanoleuca ENSAMEG00000000575
neovison_vison ENSNVIG00000024343
mustela_putorius ENSMPUG00000015253
canis_lupus ENSCAFG00020026760
canis_lupus ENSCAFG00000030250
vulpes_vulpes ENSVVUG00000010986
panthera_tigris ENSPTIG00000016283
panthera_pardus ENSPPRG00000004025
felis_catus ENSFCAG00000002167
ochotona_princeps ENSOPRG00000007660
loxodonta_africana ENSLAFG00000029613
equus_caballus ENSECAG00000004316
equus_caballus ENSECAG00000035364
pteropus_vampyrus ENSPVAG00000014465
rhinopithecus_bieti ENSRBIG00000009648
rhinopithecus_roxellana ENSRROG00000037373
rhinopithecus_bieti ENSRBIG00000010661
rhinopithecus_roxellana ENSRROG00000018864
colobus_angolensis ENSCANG00000028892
piliocolobus_tephrosceles ENSPTEG00000000517
piliocolobus_tephrosceles ENSPTEG00000004429
macaca_mulatta ENSMMUG00000037517
macaca_mulatta ENSMMUG00000064281
macaca_nemestrina ENSMNEG00000038879
macaca_fascicularis ENSMFAG00000028633
theropithecus_gelada ENSTGEG00000001589
cercocebus_atys ENSCATG00000035684
mandrillus_leucophaeus ENSMLEG00000000048
papio_anubis ENSPANG00000031776
macaca_nemestrina ENSMNEG00000039988
mandrillus_leucophaeus ENSMLEG00000015804
cercocebus_atys ENSCATG00000000896
chlorocebus_sabaeus ENSCSAG00000019607
piliocolobus_tephrosceles ENSPTEG00000021080
colobus_angolensis ENSCANG00000031626
pan_troglodytes ENSPTRG00000020457
pan_paniscus ENSPPAG00000029672
gorilla_gorilla ENSGGOG00000001185
homo_sapiens ENSG00000132541
pongo_abelii ENSPPYG00000018776
nomascus_leucogenys ENSNLEG00000027254
saimiri_boliviensis ENSSBOG00000022742
saimiri_boliviensis ENSSBOG00000011035
callithrix_jacchus ENSCJAG00000015560
aotus_nancymaae ENSANAG00000024491
papio_anubis ENSPANG00000030103
colobus_angolensis ENSCANG00000019322
cebus_capucinus ENSCCAG00000023149
carlito_syrichta ENSTSYG00000003085
carlito_syrichta ENSTSYG00000034120
otolemur_garnettii ENSOGAG00000001465
otolemur_garnettii ENSOGAG00000033959
microcebus_murinus ENSMICG00000038570
microcebus_murinus ENSMICG00000028777
microcebus_murinus ENSMICG00000029505
microcebus_murinus ENSMICG00000038523
microcebus_murinus ENSMICG00000046083
microcebus_murinus ENSMICG00000049126
propithecus_coquereli ENSPCOG00000014936
propithecus_coquereli ENSPCOG00000020404
prolemur_simus ENSPSMG00000012066
ictidomys_tridecemlineatus ENSSTOG00000011452
ictidomys_tridecemlineatus ENSSTOG00000034265
spermophilus_dauricus ENSSDAG00000008745
marmota_marmota ENSMMMG00000015899
urocitellus_parryii ENSUPAG00010013221
loxodonta_africana ENSLAFG00000002078
procavia_capensis ENSPCAG00000016624
dasypus_novemcinctus ENSDNOG00000025138
choloepus_hoffmanni ENSCHOG00000001278
ornithorhynchus_anatinus ENSOANG00000021532
sarcophilus_harrisii ENSSHAG00000002113
monodelphis_domestica ENSMODG00000027679
ornithorhynchus_anatinus ENSOANG00000019965
pogona_vitticeps ENSPVIG00000014488
pogona_vitticeps ENSPVIG00000010816
anolis_carolinensis ENSACAG00000016057
notechis_scutatus ENSNSUG00000012673
salvator_merianae ENSSMRG00000007414
sphenodon_punctatus ENSSPUG00000003543
chelonoidis_abingdonii ENSCABG00000016035
gopherus_agassizii ENSGAGG00000017043
chrysemys_picta ENSCPBG00000006365
pelodiscus_sinensis ENSPSIG00000013279
crocodylus_porosus ENSCPRG00005002964
anser_brachyrhynchus ENSABRG00000000756
anas_platyrhynchos ENSAPLG00000014330
gallus_gallus ENSGALG00000044554
coturnix_japonica ENSCJPG00005000704
numida_meleagris ENSNMEG00000004605
calidris_pygmaea ENSCPGG00000013877
calidris_pugnax ENSCPUG00000002451
melopsittacus_undulatus ENSMUNG00000000204
taeniopygia_guttata ENSTGUG00000012005
lonchura_striata ENSLSDG00000002344
serinus_canaria ENSSCAG00000004086
parus_major ENSPMJG00000007110
cyanistes_caeruleus ENSCCEG00000008620
ficedula_albicollis ENSFALG00000005704
junco_hyemalis ENSJHYG00000003979
zonotrichia_albicollis ENSZALG00000013056
lepidothrix_coronata ENSLCOG00000008202
manacus_vitellinus ENSMVIG00005015323
apteryx_haastii ENSAHAG00000007437
apteryx_rowi ENSARWG00000004921
apteryx_owenii ENSAOWG00000000070
dromaius_novaehollandiae ENSDNVG00000006657
nothoprocta_perdicaria ENSNPEG00000014327
xenopus_tropicalis ENSXETG00000008826
latimeria_chalumnae ENSLACG00000012254
erpetoichthys_calabaricus ENSECRG00000013123
paramormyrops_kingsleyae ENSPKIG00000005859
callorhinchus_milii ENSCMIG00000002755
hucho_hucho ENSHHUG00000010131
saccharomyces_cerevisiae YER057C
saccharomyces_cerevisiae YIL051C
