cynoglossus_semilaevis ENSCSEG00000008010
lonchura_striata ENSLSDG00000008114
serinus_canaria ENSSCAG00000015554
cyanistes_caeruleus ENSCCEG00000016730
parus_major ENSPMJG00000018029
junco_hyemalis ENSJHYG00000007320
zonotrichia_albicollis ENSZALG00000014607
manacus_vitellinus ENSMVIG00005010712
lepidothrix_coronata ENSLCOG00000012118
ficedula_albicollis ENSFALG00000004976
melopsittacus_undulatus ENSMUNG00000008711
calidris_pugnax ENSCPUG00000019948
calidris_pugnax ENSCPUG00000019934
calidris_pygmaea ENSCPGG00000019394
coturnix_japonica ENSCJPG00005000142
gallus_gallus ENSGALG00000037863
meleagris_gallopavo ENSMGAG00000012352
numida_meleagris ENSNMEG00000001269
apteryx_owenii ENSAOWG00000004346
apteryx_rowi ENSARWG00000018400
apteryx_haastii ENSAHAG00000004609
dromaius_novaehollandiae ENSDNVG00000008371
crocodylus_porosus ENSCPRG00005011725
pogona_vitticeps ENSPVIG00000023691
anolis_carolinensis ENSACAG00000028607
notechis_scutatus ENSNSUG00000010336
salvator_merianae ENSSMRG00000016728
sphenodon_punctatus ENSSPUG00000011525
chelonoidis_abingdonii ENSCABG00000001268
gopherus_agassizii ENSGAGG00000012002
chrysemys_picta ENSCPBG00000024831
pelodiscus_sinensis ENSPSIG00000005732
octodon_degus ENSODEG00000000031
octodon_degus ENSODEG00000019903
octodon_degus ENSODEG00000019112
cavia_porcellus ENSCPOG00000038256
chinchilla_lanigera ENSCLAG00000009176
heterocephalus_glaber ENSHGLG00000009718
heterocephalus_glaber ENSHGLG00100014154
fukomys_damarensis ENSFDAG00000016986
castor_canadensis ENSCCNG00000001842
dipodomys_ordii ENSDORG00000006131
rattus_norvegicus ENSRNOG00000049016
rattus_norvegicus ENSRNOG00000049451
rattus_norvegicus ENSRNOG00000005203
rattus_norvegicus ENSRNOG00000061620
mus_spicilegus ENSMSIG00000016830
mus_spicilegus ENSMSIG00000004952
mus_spicilegus ENSMSIG00000029211
mus_spicilegus ENSMSIG00000013768
mus_spicilegus ENSMSIG00000001187
mus_spicilegus ENSMSIG00000031064
mus_spretus MGP_SPRETEiJ_G0016944
mus_musculus ENSMUSG00000078974
mus_caroli MGP_CAROLIEiJ_G0016102
mus_pahari MGP_PahariEiJ_G0016789
meriones_unguiculatus ENSMUGG00000013857
peromyscus_maniculatus ENSPEMG00000020941
rattus_norvegicus ENSRNOG00000060417
microtus_ochrogaster ENSMOCG00000006252
microtus_ochrogaster ENSMOCG00000014599
microtus_ochrogaster ENSMOCG00000004592
cricetulus_griseus ENSCGRG00001014385
cricetulus_griseus ENSCGRG00015018444
cricetulus_griseus ENSCGRG00015015635
cricetulus_griseus ENSCGRG00001001188
cricetulus_griseus ENSCGRG00015014893
cricetulus_griseus ENSCGRG00001010828
cricetulus_griseus ENSCGRG00015027942
cricetulus_griseus ENSCGRG00001010907
cricetulus_griseus ENSCGRG00015021981
cricetulus_griseus ENSCGRG00000007063
cricetulus_griseus ENSCGRG00015011457
cricetulus_griseus ENSCGRG00000014032
cricetulus_griseus ENSCGRG00000013401
cricetulus_griseus ENSCGRG00015000753
cricetulus_griseus ENSCGRG00001003056
mesocricetus_auratus ENSMAUG00000013808
mus_spicilegus ENSMSIG00000016187
mus_spicilegus ENSMSIG00000025497
meriones_unguiculatus ENSMUGG00000022110
nannospalax_galili ENSNGAG00000018501
jaculus_jaculus ENSJJAG00000015922
ictidomys_tridecemlineatus ENSSTOG00000004813
marmota_marmota ENSMMMG00000015875
urocitellus_parryii ENSUPAG00010012040
spermophilus_dauricus ENSSDAG00000002800
otolemur_garnettii ENSOGAG00000010262
myotis_lucifugus ENSMLUG00000009036
theropithecus_gelada ENSTGEG00000006700
cercocebus_atys ENSCATG00000036780
macaca_fascicularis ENSMFAG00000039470
colobus_angolensis ENSCANG00000034209
homo_sapiens ENSG00000132432
mandrillus_leucophaeus ENSMLEG00000035188
chlorocebus_sabaeus ENSCSAG00000016040
rhinopithecus_roxellana ENSRROG00000000090
piliocolobus_tephrosceles ENSPTEG00000009786
gorilla_gorilla ENSGGOG00000005866
pongo_abelii ENSPPYG00000017551
pan_troglodytes ENSPTRG00000019195
macaca_mulatta ENSMMUG00000060184
rhinopithecus_bieti ENSRBIG00000038127
macaca_nemestrina ENSMNEG00000034356
pan_paniscus ENSPPAG00000034807
papio_anubis ENSPANG00000015177
nomascus_leucogenys ENSNLEG00000027366
cebus_capucinus ENSCCAG00000030592
saimiri_boliviensis ENSSBOG00000027460
aotus_nancymaae ENSANAG00000018817
aotus_nancymaae ENSANAG00000013626
callithrix_jacchus ENSCJAG00000051708
cebus_capucinus ENSCCAG00000033724
saimiri_boliviensis ENSSBOG00000028995
aotus_nancymaae ENSANAG00000001745
carlito_syrichta ENSTSYG00000014302
carlito_syrichta ENSTSYG00000029820
prolemur_simus ENSPSMG00000025287
propithecus_coquereli ENSPCOG00000014561
microcebus_murinus ENSMICG00000043138
ochotona_princeps ENSOPRG00000009931
oryctolagus_cuniculus ENSOCUG00000011065
capra_hircus ENSCHIG00000015002
ovis_aries ENSOARG00000011378
bos_indicus ENSBIXG00000009604
bos_indicus ENSBIXG00005016774
bos_mutus ENSBMUG00000011609
bos_taurus ENSBTAG00000014971
bison_bison ENSBBBG00000005179
sus_scrofa ENSSSCG00000035434
tursiops_truncatus ENSTTRG00000000593
equus_caballus ENSECAG00000009415
equus_asinus ENSEASG00005018089
ursus_americanus ENSUAMG00000012566
ursus_maritimus ENSUMAG00000009242
ailuropoda_melanoleuca ENSAMEG00000015902
canis_lupus ENSCAFG00020024170
canis_lupus ENSCAFG00000003459
canis_lupus ENSCAFG00000002706
canis_lupus ENSCAFG00020010663
vulpes_vulpes ENSVVUG00000009901
neovison_vison ENSNVIG00000013139
mustela_putorius ENSMPUG00000018154
ursus_maritimus ENSUMAG00000016228
ursus_americanus ENSUAMG00000009685
panthera_pardus ENSPPRG00000001760
panthera_tigris ENSPTIG00000015657
felis_catus ENSFCAG00000032978
panthera_tigris ENSPTIG00000001284
panthera_pardus ENSPPRG00000016349
felis_catus ENSFCAG00000026441
sorex_araneus ENSSARG00000009900
choloepus_hoffmanni ENSCHOG00000011033
dasypus_novemcinctus ENSDNOG00000032445
loxodonta_africana ENSLAFG00000012700
phascolarctos_cinereus ENSPCIG00000024828
phascolarctos_cinereus ENSPCIG00000017975
vombatus_ursinus ENSVURG00010013679
notamacropus_eugenii ENSMEUG00000006738
monodelphis_domestica ENSMODG00000037009
sarcophilus_harrisii ENSSHAG00000012467
ornithorhynchus_anatinus ENSOANG00000020727
erpetoichthys_calabaricus ENSECRG00000002080
denticeps_clupeoides ENSDCDG00000013349
xenopus_tropicalis ENSXETG00000007696
callorhinchus_milii ENSCMIG00000011948
petromyzon_marinus ENSPMAG00000006677
ciona_intestinalis ENSCING00000024485
ciona_intestinalis ENSCING00000018828
ciona_savignyi ENSCSAVG00000003124
drosophila_melanogaster FBgn0033691
drosophila_melanogaster FBgn0031049
caenorhabditis_elegans WBGene00001303
drosophila_melanogaster FBgn0034510
eptatretus_burgeri ENSEBUG00000012104
mus_musculus ENSMUSG00000094127
saccharomyces_cerevisiae YDR086C
