fundulus_heteroclitus ENSFHEG00000014218
mus_spicilegus ENSMSIG00000009853
mus_musculus ENSMUSG00000052056
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025646
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024726
mus_pahari MGP_PahariEiJ_G0026167
rattus_norvegicus ENSRNOG00000021787
meriones_unguiculatus ENSMUGG00000011460
nannospalax_galili ENSNGAG00000016391
heterocephalus_glaber_female ENSHGLG00000015157
heterocephalus_glaber_male ENSHGLG00100007815
chinchilla_lanigera ENSCLAG00000006928
cavia_porcellus ENSCPOG00000027399
octodon_degus ENSODEG00000006753
castor_canadensis ENSCCNG00000026823
dipodomys_ordii ENSDORG00000023982
urocitellus_parryii ENSUPAG00010000948
ictidomys_tridecemlineatus ENSSTOG00000013807
marmota_marmota_marmota ENSMMMG00000008233
oryctolagus_cuniculus ENSOCUG00000011363
ochotona_princeps ENSOPRG00000012813
equus_caballus ENSECAG00000011966
equus_asinus_asinus ENSEASG00005023283
ursus_maritimus ENSUMAG00000024263
ailuropoda_melanoleuca ENSAMEG00000013231
mustela_putorius_furo ENSMPUG00000006142
neovison_vison ENSNVIG00000022614
canis_lupus_dingo ENSCAFG00020021894
canis_lupus_familiaris ENSCAFG00000011813
vulpes_vulpes ENSVVUG00000022722
panthera_pardus ENSPPRG00000014025
panthera_tigris_altaica ENSPTIG00000005463
tursiops_truncatus ENSTTRG00000003806
sus_scrofa ENSSSCG00000007484
capra_hircus ENSCHIG00000015816
ovis_aries ENSOARG00000014961
bos_taurus ENSBTAG00000030556
vicugna_pacos ENSVPAG00000009639
myotis_lucifugus ENSMLUG00000003669
myotis_lucifugus ENSMLUG00000008031
pteropus_vampyrus ENSPVAG00000004133
erinaceus_europaeus ENSEEUG00000007279
ornithorhynchus_anatinus ENSOANG00000003139
xenopus_tropicalis ENSXETG00000017550
latimeria_chalumnae ENSLACG00000012453
