lepisosteus_oculatus ENSLOCG00000015551
serinus_canaria ENSSCAG00000002029
apteryx_rowi ENSARWG00000005215
nothoprocta_perdicaria ENSNPEG00000011878
apteryx_haastii ENSAHAG00000011082
apteryx_owenii ENSAOWG00000009331
melopsittacus_undulatus ENSMUNG00000015385
lepidothrix_coronata ENSLCOG00000008617
serinus_canaria ENSSCAG00000010308
parus_major ENSPMJG00000019686
nothoprocta_perdicaria ENSNPEG00000001138
crocodylus_porosus ENSCPRG00005013143
sphenodon_punctatus ENSSPUG00000003742
urocitellus_parryii ENSUPAG00010021894
marmota_marmota_marmota ENSMMMG00000003036
marmota_marmota_marmota ENSMMMG00000004157
spermophilus_dauricus ENSSDAG00000008257
urocitellus_parryii ENSUPAG00010017166
spermophilus_dauricus ENSSDAG00000017317
marmota_marmota_marmota ENSMMMG00000016149
fukomys_damarensis ENSFDAG00000018547
fukomys_damarensis ENSFDAG00000019907
octodon_degus ENSODEG00000020000
octodon_degus ENSODEG00000020346
octodon_degus ENSODEG00000019251
dipodomys_ordii ENSDORG00000028434
carlito_syrichta ENSTSYG00000030801
saimiri_boliviensis_boliviensis ENSSBOG00000019687
saimiri_boliviensis_boliviensis ENSSBOG00000033773
aotus_nancymaae ENSANAG00000031132
aotus_nancymaae ENSANAG00000031080
saimiri_boliviensis_boliviensis ENSSBOG00000010479
colobus_angolensis_palliatus ENSCANG00000029383
macaca_mulatta ENSMMUG00000047148
pongo_abelii ENSPPYG00000008852
pan_paniscus ENSPPAG00000018811
nomascus_leucogenys ENSNLEG00000028800
theropithecus_gelada ENSTGEG00000006702
pan_paniscus ENSPPAG00000015983
propithecus_coquereli ENSPCOG00000010635
propithecus_coquereli ENSPCOG00000017958
mus_musculus ENSMUSG00000103034
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033068
microtus_ochrogaster ENSMOCG00000009869
microtus_ochrogaster ENSMOCG00000002690
cricetulus_griseus_chok1gshd ENSCGRG00001015607
cricetulus_griseus_crigri ENSCGRG00000018518
mesocricetus_auratus ENSMAUG00000010267
peromyscus_maniculatus_bairdii ENSPEMG00000018979
peromyscus_maniculatus_bairdii ENSPEMG00000008617
ursus_maritimus ENSUMAG00000022213
ursus_americanus ENSUAMG00000016833
ursus_maritimus ENSUMAG00000012041
ursus_americanus ENSUAMG00000016504
vulpes_vulpes ENSVVUG00000027269
canis_lupus_dingo ENSCAFG00020012949
vulpes_vulpes ENSVVUG00000024418
vulpes_vulpes ENSVVUG00000004109
neovison_vison ENSNVIG00000006827
felis_catus ENSFCAG00000034107
bos_taurus ENSBTAG00000049993
sus_scrofa ENSSSCG00000039325
zonotrichia_albicollis ENSZALG00000013974
lonchura_striata_domestica ENSLSDG00000005698
lepidothrix_coronata ENSLCOG00000009388
sphenodon_punctatus ENSSPUG00000013304
chelonoidis_abingdonii ENSCABG00000011343
salvator_merianae ENSSMRG00000003701
heterocephalus_glaber_female ENSHGLG00000003120
heterocephalus_glaber_male ENSHGLG00100019226
chinchilla_lanigera ENSCLAG00000009902
octodon_degus ENSODEG00000019296
castor_canadensis ENSCCNG00000019020
castor_canadensis ENSCCNG00000019929
rhinopithecus_bieti ENSRBIG00000023396
theropithecus_gelada ENSTGEG00000027659
callithrix_jacchus ENSCJAG00000039082
microcebus_murinus ENSMICG00000045073
microcebus_murinus ENSMICG00000046422
prolemur_simus ENSPSMG00000013000
ailuropoda_melanoleuca ENSAMEG00000015541
canis_lupus_dingo ENSCAFG00020019958
panthera_pardus ENSPPRG00000007113
poecilia_mexicana ENSPMEG00000017866
poecilia_latipinna ENSPLAG00000019642
fundulus_heteroclitus ENSFHEG00000000192
stegastes_partitus ENSSPAG00000000630
acanthochromis_polyacanthus ENSAPOG00000010448
acanthochromis_polyacanthus ENSAPOG00000017793
oryzias_latipes_asm223469v1 ENSORLG00015003339
oryzias_latipes ENSORLG00020001086
oryzias_latipes ENSORLG00000001204
oryzias_latipes ENSORLG00000012019
oryzias_latipes_asm223469v1 ENSORLG00015003334
oryzias_melastigma ENSOMEG00000022652
xiphophorus_couchianus ENSXCOG00000017266
poecilia_mexicana ENSPMEG00000017091
poecilia_latipinna ENSPLAG00000001955
xiphophorus_maculatus ENSXMAG00000023779
scleropages_formosus ENSSFOG00015010331
scleropages_formosus ENSSFOG00015010340
paramormyrops_kingsleyae ENSPKIG00000009605
oryzias_latipes_asm223469v1 ENSORLG00015022054
oryzias_latipes_asm223469v1 ENSORLG00015022062
oryzias_melastigma ENSOMEG00000010669
anabas_testudineus ENSATEG00000006210
haplochromis_burtoni ENSHBUG00000021699
pundamilia_nyererei ENSPNYG00000017607
pundamilia_nyererei ENSPNYG00000017525
hippocampus_comes ENSHCOG00000009808
anabas_testudineus ENSATEG00000006464
mola_mola ENSMMOG00000005105
seriola_lalandi_dorsalis ENSSLDG00000004021
scophthalmus_maximus ENSSMAG00000008956
calidris_pygmaea ENSCPGG00000004396
notechis_scutatus ENSNSUG00000003860
fundulus_heteroclitus ENSFHEG00000011960
cyprinodon_variegatus ENSCVAG00000003853
amphiprion_percula ENSAPEG00000015830
ictalurus_punctatus ENSIPUG00000013632
scleropages_formosus ENSSFOG00015015283
ailuropoda_melanoleuca ENSAMEG00000019130
panthera_pardus ENSPPRG00000014817
carlito_syrichta ENSTSYG00000028126
ursus_americanus ENSUAMG00000027264
ursus_maritimus ENSUMAG00000025152
equus_caballus ENSECAG00000006913
equus_asinus_asinus ENSEASG00005012491
ursus_americanus ENSUAMG00000000923
canis_lupus_dingo ENSCAFG00020009234
equus_caballus ENSECAG00000007204
colobus_angolensis_palliatus ENSCANG00000034586
theropithecus_gelada ENSTGEG00000012906
nomascus_leucogenys ENSNLEG00000035588
aotus_nancymaae ENSANAG00000035385
scophthalmus_maximus ENSSMAG00000006852
pygocentrus_nattereri ENSPNAG00000010085
zonotrichia_albicollis ENSZALG00000013975
crocodylus_porosus ENSCPRG00005013146
salvator_merianae ENSSMRG00000021203
marmota_marmota_marmota ENSMMMG00000024411
felis_catus ENSFCAG00000041364
calidris_pugnax ENSCPUG00000007848
dromaius_novaehollandiae ENSDNVG00000016889
salvator_merianae ENSSMRG00000013607
acanthochromis_polyacanthus ENSAPOG00000005194
acanthochromis_polyacanthus ENSAPOG00000005215
cyprinodon_variegatus ENSCVAG00000003861
takifugu_rubripes ENSTRUG00000023991
pygocentrus_nattereri ENSPNAG00000029074
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029456
pundamilia_nyererei ENSPNYG00000023160
labrus_bergylta ENSLBEG00000005753
labrus_bergylta ENSLBEG00000005776
mola_mola ENSMMOG00000010101
mola_mola ENSMMOG00000011782
periophthalmus_magnuspinnatus ENSPMGG00000017460
pundamilia_nyererei ENSPNYG00000023566
haplochromis_burtoni ENSHBUG00000016406
neolamprologus_brichardi ENSNBRG00000001656
cynoglossus_semilaevis ENSCSEG00000015139
phascolarctos_cinereus ENSPCIG00000034282
eptatretus_burgeri ENSEBUG00000001297
seriola_lalandi_dorsalis ENSSLDG00000007255
seriola_lalandi_dorsalis ENSSLDG00000001310
seriola_lalandi_dorsalis ENSSLDG00000008603
rhinopithecus_roxellana ENSRROG00000008313
drosophila_melanogaster FBgn0003942
ciona_intestinalis ENSCING00000005834
ciona_savignyi ENSCSAVG00000001323
saccharomyces_cerevisiae YLR167W
