hippocampus_comes ENSHCOG00000019381
sus_scrofa ENSSSCG00000010586
bison_bison_bison ENSBBBG00000022501
bos_mutus ENSBMUG00000001474
capra_hircus ENSCHIG00000021986
ovis_aries ENSOARG00000001414
mustela_putorius_furo ENSMPUG00000016867
neovison_vison ENSNVIG00000017315
canis_lupus_dingo ENSCAFG00020010246
canis_lupus_familiaris ENSCAFG00000010221
ursus_maritimus ENSUMAG00000023464
ailuropoda_melanoleuca ENSAMEG00000017809
panthera_pardus ENSPPRG00000010512
panthera_tigris_altaica ENSPTIG00000019963
felis_catus ENSFCAG00000001249
equus_asinus_asinus ENSEASG00005015216
equus_caballus ENSECAG00000019583
pteropus_vampyrus ENSPVAG00000011292
myotis_lucifugus ENSMLUG00000012590
tupaia_belangeri ENSTBEG00000003665
carlito_syrichta ENSTSYG00000033428
dasypus_novemcinctus ENSDNOG00000034755
choloepus_hoffmanni ENSCHOG00000005018
procavia_capensis ENSPCAG00000011673
loxodonta_africana ENSLAFG00000005068
prolemur_simus ENSPSMG00000011988
otolemur_garnettii ENSOGAG00000004840
oryctolagus_cuniculus ENSOCUG00000005781
ochotona_princeps ENSOPRG00000012318
vulpes_vulpes ENSVVUG00000004206
echinops_telfairi ENSETEG00000002367
bos_taurus ENSBTAG00000021068
propithecus_coquereli ENSPCOG00000015700
microcebus_murinus ENSMICG00000012221
macaca_mulatta ENSMMUG00000004396
rhinopithecus_bieti ENSRBIG00000041782
vicugna_pacos ENSVPAG00000006386
pan_troglodytes ENSPTRG00000002895
gorilla_gorilla ENSGGOG00000011242
pan_paniscus ENSPPAG00000028891
homo_sapiens ENSG00000107882
pongo_abelii ENSPPYG00000002606
nomascus_leucogenys ENSNLEG00000015166
colobus_angolensis_palliatus ENSCANG00000030729
piliocolobus_tephrosceles ENSPTEG00000003426
rhinopithecus_roxellana ENSRROG00000008851
papio_anubis ENSPANG00000020987
theropithecus_gelada ENSTGEG00000021001
cercocebus_atys ENSCATG00000039824
macaca_fascicularis ENSMFAG00000038634
macaca_nemestrina ENSMNEG00000034125
mandrillus_leucophaeus ENSMLEG00000030702
chlorocebus_sabaeus ENSCSAG00000005416
cebus_capucinus ENSCCAG00000024592
callithrix_jacchus ENSCJAG00000018029
saimiri_boliviensis_boliviensis ENSSBOG00000027977
aotus_nancymaae ENSANAG00000036277
castor_canadensis ENSCCNG00000015660
dipodomys_ordii ENSDORG00000003105
mus_musculus ENSMUSG00000025231
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023958
mus_spicilegus ENSMSIG00000011215
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023037
mus_pahari MGP_PahariEiJ_G0014527
rattus_norvegicus ENSRNOG00000019807
meriones_unguiculatus ENSMUGG00000015486
cricetulus_griseus_crigri-picr ENSCGRG00015020840
cricetulus_griseus_crigri ENSCGRG00000017466
cricetulus_griseus_chok1gshd ENSCGRG00001006263
mesocricetus_auratus ENSMAUG00000017018
peromyscus_maniculatus_bairdii ENSPEMG00000009470
microtus_ochrogaster ENSMOCG00000016812
nannospalax_galili ENSNGAG00000022855
jaculus_jaculus ENSJJAG00000004811
chinchilla_lanigera ENSCLAG00000001257
octodon_degus ENSODEG00000007735
cavia_porcellus ENSCPOG00000011097
cavia_aperea ENSCAPG00000004453
heterocephalus_glaber_male ENSHGLG00100009187
heterocephalus_glaber_female ENSHGLG00000002357
fukomys_damarensis ENSFDAG00000012181
spermophilus_dauricus ENSSDAG00000022000
marmota_marmota_marmota ENSMMMG00000023355
urocitellus_parryii ENSUPAG00010020560
ictidomys_tridecemlineatus ENSSTOG00000026796
ursus_americanus ENSUAMG00000008336
ornithorhynchus_anatinus ENSOANG00000001655
pogona_vitticeps ENSPVIG00000013840
anolis_carolinensis ENSACAG00000004102
notechis_scutatus ENSNSUG00000006548
salvator_merianae ENSSMRG00000007169
sphenodon_punctatus ENSSPUG00000011181
lepidothrix_coronata ENSLCOG00000016466
manacus_vitellinus ENSMVIG00005000051
junco_hyemalis ENSJHYG00000002279
zonotrichia_albicollis ENSZALG00000006412
serinus_canaria ENSSCAG00000016503
lonchura_striata_domestica ENSLSDG00000005230
taeniopygia_guttata ENSTGUG00000010131
parus_major ENSPMJG00000004763
cyanistes_caeruleus ENSCCEG00000001098
ficedula_albicollis ENSFALG00000008706
calidris_pygmaea ENSCPGG00000018585
meleagris_gallopavo ENSMGAG00000010288
coturnix_japonica ENSCJPG00005019984
gallus_gallus ENSGALG00000008096
numida_meleagris ENSNMEG00000013557
anser_brachyrhynchus ENSABRG00000007415
anas_platyrhynchos_platyrhynchos ENSAPLG00000002654
melopsittacus_undulatus ENSMUNG00000010839
calidris_pugnax ENSCPUG00000000059
apteryx_owenii ENSAOWG00000004996
apteryx_rowi ENSARWG00000000745
apteryx_haastii ENSAHAG00000001621
dromaius_novaehollandiae ENSDNVG00000013848
nothoprocta_perdicaria ENSNPEG00000011376
crocodylus_porosus ENSCPRG00005012955
gopherus_agassizii ENSGAGG00000020053
chelonoidis_abingdonii ENSCABG00000004347
chrysemys_picta_bellii ENSCPBG00000002443
pelodiscus_sinensis ENSPSIG00000003710
xenopus_tropicalis ENSXETG00000015219
ornithorhynchus_anatinus ENSOANG00000030393
latimeria_chalumnae ENSLACG00000009241
eptatretus_burgeri ENSEBUG00000005679
eptatretus_burgeri ENSEBUG00000015603
ciona_intestinalis ENSCING00000008083
ciona_savignyi ENSCSAVG00000004335
drosophila_melanogaster FBgn0005355
