sphenodon_punctatus ENSSPUG00000018077
cavia_porcellus ENSCPOG00000000811
cricetulus_griseus_crigri-picr ENSCGRG00015018720
ailuropoda_melanoleuca ENSAMEG00000013456
ovis_aries ENSOARG00000013395
loxodonta_africana ENSLAFG00000026180
canis_lupus_familiaris ENSCAFG00000031326
aotus_nancymaae ENSANAG00000026101
dasypus_novemcinctus ENSDNOG00000041573
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025632
mus_spicilegus ENSMSIG00000031391
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024712
mus_musculus ENSMUSG00000056501
mus_pahari MGP_PahariEiJ_G0026154
rattus_norvegicus ENSRNOG00000057347
meriones_unguiculatus ENSMUGG00000004847
cricetulus_griseus_chok1gshd ENSCGRG00001001737
microtus_ochrogaster ENSMOCG00000010607
nannospalax_galili ENSNGAG00000012015
jaculus_jaculus ENSJJAG00000023307
xenopus_tropicalis ENSXETG00000012286
latimeria_chalumnae ENSLACG00000002076
pundamilia_nyererei ENSPNYG00000013165
haplochromis_burtoni ENSHBUG00000012394
maylandia_zebra ENSMZEG00005026439
neolamprologus_brichardi ENSNBRG00000007278
oreochromis_niloticus ENSONIG00000021137
amphilophus_citrinellus ENSACIG00000012514
oryzias_latipes ENSORLG00020011550
oryzias_latipes_asm223469v1 ENSORLG00015005619
oryzias_latipes ENSORLG00000015032
oryzias_melastigma ENSOMEG00000002692
fundulus_heteroclitus ENSFHEG00000005621
cyprinodon_variegatus ENSCVAG00000020954
poecilia_formosa ENSPFOG00000020954
poecilia_latipinna ENSPLAG00000005817
poecilia_mexicana ENSPMEG00000001560
poecilia_reticulata ENSPREG00000001229
xiphophorus_maculatus ENSXMAG00000019665
xiphophorus_couchianus ENSXCOG00000014350
gambusia_affinis ENSGAFG00000003002
acanthochromis_polyacanthus ENSAPOG00000003752
amphiprion_percula ENSAPEG00000022464
stegastes_partitus ENSSPAG00000014093
mola_mola ENSMMOG00000009260
takifugu_rubripes ENSTRUG00000007449
gasterosteus_aculeatus ENSGACG00000011827
labrus_bergylta ENSLBEG00000015180
seriola_lalandi_dorsalis ENSSLDG00000013485
seriola_dumerili ENSSDUG00000001576
cynoglossus_semilaevis ENSCSEG00000021547
mastacembelus_armatus ENSMAMG00000001193
monopterus_albus ENSMALG00000013735
anabas_testudineus ENSATEG00000023981
periophthalmus_magnuspinnatus ENSPMGG00000016192
hippocampus_comes ENSHCOG00000010134
gadus_morhua ENSGMOG00000019534
esox_lucius ENSELUG00000023796
pygocentrus_nattereri ENSPNAG00000018508
astyanax_mexicanus ENSAMXG00000018723
ictalurus_punctatus ENSIPUG00000005625
danio_rerio ENSDARG00000042725
paramormyrops_kingsleyae ENSPKIG00000006865
paramormyrops_kingsleyae ENSPKIG00000003776
lepisosteus_oculatus ENSLOCG00000018358
eptatretus_burgeri ENSEBUG00000004280
eptatretus_burgeri ENSEBUG00000001226
