homo_sapiens ENSG00000156427
latimeria_chalumnae ENSLACG00000013623
scleropages_formosus ENSSFOG00015004234
paramormyrops_kingsleyae ENSPKIG00000016851
scleropages_formosus ENSSFOG00015006833
paramormyrops_kingsleyae ENSPKIG00000003805
seriola_lalandi_dorsalis ENSSLDG00000001740
seriola_dumerili ENSSDUG00000022992
scophthalmus_maximus ENSSMAG00000001622
cynoglossus_semilaevis ENSCSEG00000006407
amphiprion_ocellaris ENSAOCG00000015704
amphiprion_percula ENSAPEG00000015045
acanthochromis_polyacanthus ENSAPOG00000004709
stegastes_partitus ENSSPAG00000016758
poecilia_mexicana ENSPMEG00000005629
poecilia_formosa ENSPFOG00000000573
poecilia_latipinna ENSPLAG00000012781
poecilia_reticulata ENSPREG00000001509
xiphophorus_maculatus ENSXMAG00000008345
xiphophorus_couchianus ENSXCOG00000003020
gambusia_affinis ENSGAFG00000015479
fundulus_heteroclitus ENSFHEG00000000061
cyprinodon_variegatus ENSCVAG00000011338
kryptolebias_marmoratus ENSKMAG00000009296
oryzias_latipes ENSORLG00020014448
oryzias_latipes ENSORLG00000029578
oryzias_latipes_asm223469v1 ENSORLG00015021415
oryzias_melastigma ENSOMEG00000003906
maylandia_zebra ENSMZEG00005000524
haplochromis_burtoni ENSHBUG00000009184
pundamilia_nyererei ENSPNYG00000001852
astatotilapia_calliptera ENSACLG00000010421
neolamprologus_brichardi ENSNBRG00000008832
oreochromis_niloticus ENSONIG00000004960
amphilophus_citrinellus ENSACIG00000014756
periophthalmus_magnuspinnatus ENSPMGG00000021763
monopterus_albus ENSMALG00000001534
anabas_testudineus ENSATEG00000009701
hippocampus_comes ENSHCOG00000014470
mola_mola ENSMMOG00000002755
gasterosteus_aculeatus ENSGACG00000017921
labrus_bergylta ENSLBEG00000001426
tetraodon_nigroviridis ENSTNIG00000003431
takifugu_rubripes ENSTRUG00000001344
mastacembelus_armatus ENSMAMG00000006120
gadus_morhua ENSGMOG00000006855
esox_lucius ENSELUG00000018447
pygocentrus_nattereri ENSPNAG00000011409
astyanax_mexicanus ENSAMXG00000034427
ictalurus_punctatus ENSIPUG00000008732
danio_rerio ENSDARG00000088048
pygocentrus_nattereri ENSPNAG00000022287
astyanax_mexicanus ENSAMXG00000018793
ictalurus_punctatus ENSIPUG00000020152
danio_rerio ENSDARG00000043962
esox_lucius ENSELUG00000013189
lepisosteus_oculatus ENSLOCG00000009693
