xenopus_tropicalis ENSXETG00000017964
microtus_ochrogaster ENSMOCG00000008214
peromyscus_maniculatus ENSPEMG00000012388
mus_spicilegus ENSMSIG00000020463
mus_musculus ENSMUSG00000037313
mus_spretus MGP_SPRETEiJ_G0028115
mus_caroli MGP_CAROLIEiJ_G0027119
mus_pahari MGP_PahariEiJ_G0016903
meriones_unguiculatus ENSMUGG00000017482
rattus_norvegicus ENSRNOG00000017259
nannospalax_galili ENSNGAG00000017862
jaculus_jaculus ENSJJAG00000015964
castor_canadensis ENSCCNG00000012230
spermophilus_dauricus ENSSDAG00000013855
marmota_marmota ENSMMMG00000009234
ictidomys_tridecemlineatus ENSSTOG00000012665
urocitellus_parryii ENSUPAG00010002681
heterocephalus_glaber ENSHGLG00000004881
heterocephalus_glaber ENSHGLG00100013776
fukomys_damarensis ENSFDAG00000007912
chinchilla_lanigera ENSCLAG00000011683
octodon_degus ENSODEG00000012973
cavia_porcellus ENSCPOG00000023531
bos_indicus ENSBIXG00000023072
bos_indicus ENSBIXG00005008616
bos_taurus ENSBTAG00000011044
bos_mutus ENSBMUG00000021368
bison_bison ENSBBBG00000023610
bos_taurus ENSBTAG00000052135
bos_taurus ENSBTAG00000053760
bos_indicus ENSBIXG00000007420
bison_bison ENSBBBG00000024163
ovis_aries ENSOARG00000015964
capra_hircus ENSCHIG00000013117
ovis_aries ENSOARG00000014791
tursiops_truncatus ENSTTRG00000010930
sus_scrofa ENSSSCG00000008677
equus_caballus ENSECAG00000011380
equus_asinus ENSEASG00005022722
myotis_lucifugus ENSMLUG00000003406
pteropus_vampyrus ENSPVAG00000002812
ursus_maritimus ENSUMAG00000006135
ursus_americanus ENSUAMG00000012984
ailuropoda_melanoleuca ENSAMEG00000016924
mustela_putorius ENSMPUG00000011062
mustela_putorius ENSMPUG00000019021
neovison_vison ENSNVIG00000013464
canis_lupus ENSCAFG00020012340
vulpes_vulpes ENSVVUG00000015594
canis_lupus ENSCAFG00000015000
panthera_pardus ENSPPRG00000017349
panthera_tigris ENSPTIG00000013247
felis_catus ENSFCAG00000000171
myotis_lucifugus ENSMLUG00000030528
vicugna_pacos ENSVPAG00000006833
tupaia_belangeri ENSTBEG00000003385
ochotona_princeps ENSOPRG00000009013
sorex_araneus ENSSARG00000002400
dasypus_novemcinctus ENSDNOG00000031490
loxodonta_africana ENSLAFG00000005224
loxodonta_africana ENSLAFG00000032263
procavia_capensis ENSPCAG00000009776
echinops_telfairi ENSETEG00000014071
ornithorhynchus_anatinus ENSOANG00000029376
vombatus_ursinus ENSVURG00010021263
sarcophilus_harrisii ENSSHAG00000013631
monodelphis_domestica ENSMODG00000004284
astyanax_mexicanus ENSAMXG00005015508
astyanax_mexicanus ENSAMXG00000021416
pygocentrus_nattereri ENSPNAG00000010412
electrophorus_electricus ENSEEEG00000004873
ictalurus_punctatus ENSIPUG00000003118
danio_rerio ENSDARG00000005454
denticeps_clupeoides ENSDCDG00000000091
denticeps_clupeoides ENSDCDG00000000083
clupea_harengus ENSCHAG00000015666
anabas_testudineus ENSATEG00000021702
gasterosteus_aculeatus ENSGACG00000008294
poecilia_formosa ENSPFOG00000001547
xiphophorus_maculatus ENSXMAG00000029971
poecilia_mexicana ENSPMEG00000004513
poecilia_latipinna ENSPLAG00000011094
poecilia_reticulata ENSPREG00000014989
gambusia_affinis ENSGAFG00000010477
xiphophorus_couchianus ENSXCOG00000008593
cyprinodon_variegatus ENSCVAG00000007216
kryptolebias_marmoratus ENSKMAG00000005405
oreochromis_niloticus ENSONIG00000020129
seriola_lalandi ENSSLDG00000006150
seriola_dumerili ENSSDUG00000000885
lates_calcarifer ENSLCAG00010023699
scophthalmus_maximus ENSSMAG00000002237
monopterus_albus ENSMALG00000007671
takifugu_rubripes ENSTRUG00000008794
tetraodon_nigroviridis ENSTNIG00000017355
betta_splendens ENSBSLG00000021709
parambassis_ranga ENSPRNG00000014137
cottoperca_gobio ENSCGOG00000009120
maylandia_zebra ENSMZEG00005007944
pundamilia_nyererei ENSPNYG00000022562
astatotilapia_calliptera ENSACLG00000021304
haplochromis_burtoni ENSHBUG00000022545
neolamprologus_brichardi ENSNBRG00000008278
amphilophus_citrinellus ENSACIG00000024308
mastacembelus_armatus ENSMAMG00000002378
oryzias_latipes ENSORLG00020009305
oryzias_latipes ENSORLG00015008287
oryzias_latipes ENSORLG00000015891
oryzias_melastigma ENSOMEG00000006165
fundulus_heteroclitus ENSFHEG00000009055
amphiprion_ocellaris ENSAOCG00000006979
amphiprion_percula ENSAPEG00000023245
acanthochromis_polyacanthus ENSAPOG00000014852
stegastes_partitus ENSSPAG00000012469
monopterus_albus ENSMALG00000008692
labrus_bergylta ENSLBEG00000021811
mola_mola ENSMMOG00000013869
hippocampus_comes ENSHCOG00000020823
larimichthys_crocea ENSLCRG00005013711
cottoperca_gobio ENSCGOG00000009117
betta_splendens ENSBSLG00000021724
gouania_willdenowi ENSGWIG00000007631
periophthalmus_magnuspinnatus ENSPMGG00000010273
gadus_morhua ENSGMOG00000010654
hucho_hucho ENSHHUG00000051454
hucho_hucho ENSHHUG00000049906
esox_lucius ENSELUG00000010391
hucho_hucho ENSHHUG00000049903
paramormyrops_kingsleyae ENSPKIG00000018717
lepisosteus_oculatus ENSLOCG00000007068
erpetoichthys_calabaricus ENSECRG00000018753
callorhinchus_milii ENSCMIG00000010335
eptatretus_burgeri ENSEBUG00000001521
eptatretus_burgeri ENSEBUG00000014537
petromyzon_marinus ENSPMAG00000008608
