serinus_canaria ENSSCAG00000014160
heterocephalus_glaber_male ENSHGLG00100002523
heterocephalus_glaber_female ENSHGLG00000001350
fukomys_damarensis ENSFDAG00000016413
carlito_syrichta ENSTSYG00000011157
tupaia_belangeri ENSTBEG00000011746
nannospalax_galili ENSNGAG00000022124
jaculus_jaculus ENSJJAG00000023918
echinops_telfairi ENSETEG00000003447
myotis_lucifugus ENSMLUG00000015638
sorex_araneus ENSSARG00000006464
loxodonta_africana ENSLAFG00000001601
procavia_capensis ENSPCAG00000006207
ornithorhynchus_anatinus ENSOANG00000012559
xenopus_tropicalis ENSXETG00000021842
latimeria_chalumnae ENSLACG00000022446
scleropages_formosus ENSSFOG00015017663
paramormyrops_kingsleyae ENSPKIG00000012956
poecilia_mexicana ENSPMEG00000006652
poecilia_latipinna ENSPLAG00000007149
poecilia_formosa ENSPFOG00000010402
poecilia_reticulata ENSPREG00000012583
gambusia_affinis ENSGAFG00000005543
xiphophorus_maculatus ENSXMAG00000025931
fundulus_heteroclitus ENSFHEG00000010066
cyprinodon_variegatus ENSCVAG00000004059
kryptolebias_marmoratus ENSKMAG00000018303
oryzias_latipes_asm223469v1 ENSORLG00015020831
oryzias_latipes ENSORLG00020002329
oryzias_latipes ENSORLG00000017052
oryzias_melastigma ENSOMEG00000018972
labrus_bergylta ENSLBEG00000007804
maylandia_zebra ENSMZEG00005013303
pundamilia_nyererei ENSPNYG00000004128
haplochromis_burtoni ENSHBUG00000015150
astatotilapia_calliptera ENSACLG00000007799
neolamprologus_brichardi ENSNBRG00000022763
oreochromis_niloticus ENSONIG00000000672
amphilophus_citrinellus ENSACIG00000015670
tetraodon_nigroviridis ENSTNIG00000010942
takifugu_rubripes ENSTRUG00000025931
mola_mola ENSMMOG00000015198
gasterosteus_aculeatus ENSGACG00000013254
stegastes_partitus ENSSPAG00000011426
seriola_dumerili ENSSDUG00000011021
seriola_lalandi_dorsalis ENSSLDG00000025493
scophthalmus_maximus ENSSMAG00000008789
amphiprion_percula ENSAPEG00000006032
amphiprion_ocellaris ENSAOCG00000019901
acanthochromis_polyacanthus ENSAPOG00000003565
cynoglossus_semilaevis ENSCSEG00000019413
mastacembelus_armatus ENSMAMG00000015012
monopterus_albus ENSMALG00000021513
anabas_testudineus ENSATEG00000002458
hippocampus_comes ENSHCOG00000002996
periophthalmus_magnuspinnatus ENSPMGG00000010491
gadus_morhua ENSGMOG00000007247
esox_lucius ENSELUG00000020510
pygocentrus_nattereri ENSPNAG00000010079
astyanax_mexicanus ENSAMXG00000017992
ictalurus_punctatus ENSIPUG00000005478
danio_rerio ENSDARG00000042548
lepisosteus_oculatus ENSLOCG00000017266
eptatretus_burgeri ENSEBUG00000012328
