fundulus_heteroclitus ENSFHEG00000020130
nothoprocta_perdicaria ENSNPEG00000012932
crocodylus_porosus ENSCPRG00005017547
gopherus_agassizii ENSGAGG00000005045
chelonoidis_abingdonii ENSCABG00000006557
chrysemys_picta_bellii ENSCPBG00000000043
pelodiscus_sinensis ENSPSIG00000014248
pan_paniscus ENSPPAG00000039192
pan_troglodytes ENSPTRG00000004049
gorilla_gorilla ENSGGOG00000022915
homo_sapiens ENSG00000175581
pongo_abelii ENSPPYG00000003664
nomascus_leucogenys ENSNLEG00000017097
macaca_mulatta ENSMMUG00000014680
cercocebus_atys ENSCATG00000008832
papio_anubis ENSPANG00000019128
theropithecus_gelada ENSTGEG00000027174
mandrillus_leucophaeus ENSMLEG00000025711
chlorocebus_sabaeus ENSCSAG00000004059
colobus_angolensis_palliatus ENSCANG00000030769
rhinopithecus_roxellana ENSRROG00000043160
piliocolobus_tephrosceles ENSPTEG00000023314
macaca_fascicularis ENSMFAG00000003172
macaca_nemestrina ENSMNEG00000043715
gorilla_gorilla ENSGGOG00000013682
nomascus_leucogenys ENSNLEG00000028993
rhinopithecus_bieti ENSRBIG00000030623
rhinopithecus_roxellana ENSRROG00000040924
colobus_angolensis_palliatus ENSCANG00000042746
macaca_nemestrina ENSMNEG00000033728
macaca_mulatta ENSMMUG00000008225
theropithecus_gelada ENSTGEG00000015837
papio_anubis ENSPANG00000030690
mandrillus_leucophaeus ENSMLEG00000043784
cercocebus_atys ENSCATG00000026811
cebus_capucinus ENSCCAG00000024861
cebus_capucinus ENSCCAG00000037377
callithrix_jacchus ENSCJAG00000015867
aotus_nancymaae ENSANAG00000036546
carlito_syrichta ENSTSYG00000012895
propithecus_coquereli ENSPCOG00000025047
propithecus_coquereli ENSPCOG00000020385
prolemur_simus ENSPSMG00000000241
microcebus_murinus ENSMICG00000012645
microcebus_murinus ENSMICG00000028005
otolemur_garnettii ENSOGAG00000004771
otolemur_garnettii ENSOGAG00000027978
tupaia_belangeri ENSTBEG00000000809
meriones_unguiculatus ENSMUGG00000004941
meriones_unguiculatus ENSMUGG00000000687
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031161
mus_spicilegus ENSMSIG00000027995
mus_musculus ENSMUSG00000030706
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030050
mus_pahari MGP_PahariEiJ_G0013272
rattus_norvegicus ENSRNOG00000018042
peromyscus_maniculatus_bairdii ENSPEMG00000021769
microtus_ochrogaster ENSMOCG00000013808
cricetulus_griseus_crigri ENSCGRG00000004097
cricetulus_griseus_chok1gshd ENSCGRG00001021190
cricetulus_griseus_crigri-picr ENSCGRG00015014719
mesocricetus_auratus ENSMAUG00000000711
nannospalax_galili ENSNGAG00000006402
jaculus_jaculus ENSJJAG00000021222
spermophilus_dauricus ENSSDAG00000019815
ictidomys_tridecemlineatus ENSSTOG00000010694
marmota_marmota_marmota ENSMMMG00000010576
urocitellus_parryii ENSUPAG00010023132
chinchilla_lanigera ENSCLAG00000014653
octodon_degus ENSODEG00000005929
cavia_porcellus ENSCPOG00000013291
cavia_aperea ENSCAPG00000013554
heterocephalus_glaber_male ENSHGLG00100014660
heterocephalus_glaber_female ENSHGLG00000006113
fukomys_damarensis ENSFDAG00000010990
dipodomys_ordii ENSDORG00000000644
oryctolagus_cuniculus ENSOCUG00000025915
oryctolagus_cuniculus ENSOCUG00000009302
ochotona_princeps ENSOPRG00000010373
ursus_maritimus ENSUMAG00000010317
ailuropoda_melanoleuca ENSAMEG00000017282
neovison_vison ENSNVIG00000021874
mustela_putorius_furo ENSMPUG00000019110
vulpes_vulpes ENSVVUG00000017208
vulpes_vulpes ENSVVUG00000013729
canis_lupus_dingo ENSCAFG00020022222
canis_lupus_familiaris ENSCAFG00000008462
panthera_pardus ENSPPRG00000008470
panthera_tigris_altaica ENSPTIG00000020025
felis_catus ENSFCAG00000025668
erinaceus_europaeus ENSEEUG00000000906
ursus_americanus ENSUAMG00000017695
meriones_unguiculatus ENSMUGG00000010562
saimiri_boliviensis_boliviensis ENSSBOG00000028791
dasypus_novemcinctus ENSDNOG00000002177
pteropus_vampyrus ENSPVAG00000006653
myotis_lucifugus ENSMLUG00000012083
capra_hircus ENSCHIG00000013981
ovis_aries ENSOARG00000008118
bos_taurus ENSBTAG00000008347
bos_mutus ENSBMUG00000019522
bison_bison_bison ENSBBBG00000011362
sus_scrofa ENSSSCG00000014829
vicugna_pacos ENSVPAG00000004657
tursiops_truncatus ENSTTRG00000005403
equus_caballus ENSECAG00000022115
equus_asinus_asinus ENSEASG00005017939
canis_lupus_familiaris ENSCAFG00000005585
vulpes_vulpes ENSVVUG00000024543
canis_lupus_dingo ENSCAFG00020002202
vulpes_vulpes ENSVVUG00000027883
mustela_putorius_furo ENSMPUG00000009716
choloepus_hoffmanni ENSCHOG00000003662
sorex_araneus ENSSARG00000003792
loxodonta_africana ENSLAFG00000003800
echinops_telfairi ENSETEG00000009413
sarcophilus_harrisii ENSSHAG00000014091
phascolarctos_cinereus ENSPCIG00000021813
monodelphis_domestica ENSMODG00000007576
ornithorhynchus_anatinus ENSOANG00000013906
xenopus_tropicalis ENSXETG00000023199
latimeria_chalumnae ENSLACG00000004317
eptatretus_burgeri ENSEBUG00000003240
ciona_intestinalis ENSCING00000013289
ciona_savignyi ENSCSAVG00000006671
drosophila_melanogaster FBgn0031357
caenorhabditis_elegans_strain_n2 WBGene00016989
