clupea_harengus ENSCHAG00000024088
haplochromis_burtoni ENSHBUG00000001875
monopterus_albus ENSMALG00000019317
mastacembelus_armatus ENSMAMG00000015232
anabas_testudineus ENSATEG00000019638
lates_calcarifer ENSLCAG00010003952
scophthalmus_maximus ENSSMAG00000005517
seriola_dumerili ENSSDUG00000003357
seriola_lalandi ENSSLDG00000005656
cottoperca_gobio ENSCGOG00000004680
larimichthys_crocea ENSLCRG00005013001
gadus_morhua ENSGMOG00000007132
hucho_hucho ENSHHUG00000008240
esox_lucius ENSELUG00000024211
paramormyrops_kingsleyae ENSPKIG00000014339
scleropages_formosus ENSSFOG00015009599
lepisosteus_oculatus ENSLOCG00000005233
erpetoichthys_calabaricus ENSECRG00000006670
latimeria_chalumnae ENSLACG00000003521
calidris_pygmaea ENSCPGG00000017832
calidris_pygmaea ENSCPGG00000017827
calidris_pugnax ENSCPUG00000013370
melopsittacus_undulatus ENSMUNG00000016589
manacus_vitellinus ENSMVIG00005018880
lepidothrix_coronata ENSLCOG00000007655
serinus_canaria ENSSCAG00000009385
zonotrichia_albicollis ENSZALG00000014294
taeniopygia_guttata ENSTGUG00000007066
taeniopygia_guttata ENSTGUG00000007102
taeniopygia_guttata ENSTGUG00000016972
lonchura_striata ENSLSDG00000009212
ficedula_albicollis ENSFALG00000012814
cyanistes_caeruleus ENSCCEG00000001240
parus_major ENSPMJG00000000269
anser_brachyrhynchus ENSABRG00000008158
anas_platyrhynchos ENSAPLG00000007056
gallus_gallus ENSGALG00000015589
meleagris_gallopavo ENSMGAG00000008310
coturnix_japonica ENSCJPG00005000723
numida_meleagris ENSNMEG00000007577
apteryx_haastii ENSAHAG00000003306
apteryx_owenii ENSAOWG00000008235
apteryx_rowi ENSARWG00000005808
dromaius_novaehollandiae ENSDNVG00000013618
nothoprocta_perdicaria ENSNPEG00000015896
crocodylus_porosus ENSCPRG00005001827
gopherus_agassizii ENSGAGG00000009137
chelonoidis_abingdonii ENSCABG00000019035
gopherus_agassizii ENSGAGG00000006964
chrysemys_picta ENSCPBG00000010853
pelodiscus_sinensis ENSPSIG00000015278
anolis_carolinensis ENSACAG00000010533
pogona_vitticeps ENSPVIG00000025360
notechis_scutatus ENSNSUG00000004670
salvator_merianae ENSSMRG00000006503
sphenodon_punctatus ENSSPUG00000001144
phascolarctos_cinereus ENSPCIG00000013216
vombatus_ursinus ENSVURG00010018314
notamacropus_eugenii ENSMEUG00000004375
sarcophilus_harrisii ENSSHAG00000016015
monodelphis_domestica ENSMODG00000020264
mandrillus_leucophaeus ENSMLEG00000041689
chlorocebus_sabaeus ENSCSAG00000015082
macaca_mulatta ENSMMUG00000018284
macaca_fascicularis ENSMFAG00000043794
macaca_nemestrina ENSMNEG00000032256
cercocebus_atys ENSCATG00000033755
papio_anubis ENSPANG00000017879
theropithecus_gelada ENSTGEG00000025152
piliocolobus_tephrosceles ENSPTEG00000036267
colobus_angolensis ENSCANG00000041965
rhinopithecus_roxellana ENSRROG00000031046
rhinopithecus_bieti ENSRBIG00000005363
pan_paniscus ENSPPAG00000033989
pan_troglodytes ENSPTRG00000017043
homo_sapiens ENSG00000113318
gorilla_gorilla ENSGGOG00000008712
pongo_abelii ENSPPYG00000015601
nomascus_leucogenys ENSNLEG00000012994
callithrix_jacchus ENSCJAG00000019548
saimiri_boliviensis ENSSBOG00000034934
cebus_capucinus ENSCCAG00000022745
aotus_nancymaae ENSANAG00000021323
carlito_syrichta ENSTSYG00000005906
prolemur_simus ENSPSMG00000022936
microcebus_murinus ENSMICG00000016187
propithecus_coquereli ENSPCOG00000020396
otolemur_garnettii ENSOGAG00000011410
castor_canadensis ENSCCNG00000024014
castor_canadensis ENSCCNG00000024314
dipodomys_ordii ENSDORG00000005509
mus_spicilegus ENSMSIG00000012586
mus_musculus ENSMUSG00000014850
mus_spretus MGP_SPRETEiJ_G0019651
mus_caroli MGP_CAROLIEiJ_G0018767
mus_pahari MGP_PahariEiJ_G0015846
rattus_norvegicus ENSRNOG00000013673
meriones_unguiculatus ENSMUGG00000011152
cricetulus_griseus ENSCGRG00001012207
cricetulus_griseus ENSCGRG00015013725
cricetulus_griseus ENSCGRG00000003116
mesocricetus_auratus ENSMAUG00000021619
microtus_ochrogaster ENSMOCG00000018492
peromyscus_maniculatus ENSPEMG00000000200
nannospalax_galili ENSNGAG00000014298
jaculus_jaculus ENSJJAG00000021941
oryctolagus_cuniculus ENSOCUG00000016921
ochotona_princeps ENSOPRG00000006751
chinchilla_lanigera ENSCLAG00000006074
octodon_degus ENSODEG00000004134
cavia_porcellus ENSCPOG00000011122
cavia_aperea ENSCAPG00000016437
heterocephalus_glaber ENSHGLG00100012395
heterocephalus_glaber ENSHGLG00100001646
heterocephalus_glaber ENSHGLG00000004412
fukomys_damarensis ENSFDAG00000002527
marmota_marmota ENSMMMG00000007726
ictidomys_tridecemlineatus ENSSTOG00000025220
urocitellus_parryii ENSUPAG00010006689
spermophilus_dauricus ENSSDAG00000011741
tupaia_belangeri ENSTBEG00000007001
pteropus_vampyrus ENSPVAG00000008907
myotis_lucifugus ENSMLUG00000001865
ursus_maritimus ENSUMAG00000002941
ursus_americanus ENSUAMG00000006377
ailuropoda_melanoleuca ENSAMEG00000015754
neovison_vison ENSNVIG00000000962
mustela_putorius ENSMPUG00000008661
canis_lupus ENSCAFG00000008788
canis_lupus ENSCAFG00020000422
vulpes_vulpes ENSVVUG00000024903
panthera_tigris ENSPTIG00000000043
panthera_pardus ENSPPRG00000018081
felis_catus ENSFCAG00000005686
equus_caballus ENSECAG00000009962
equus_asinus ENSEASG00005002611
ovis_aries ENSOARG00000014867
capra_hircus ENSCHIG00000026585
bos_indicus ENSBIXG00000027934
bos_indicus ENSBIXG00005027416
bos_taurus ENSBTAG00000007684
bos_mutus ENSBMUG00000002868
bison_bison ENSBBBG00000002773
tursiops_truncatus ENSTTRG00000016443
sus_scrofa ENSSSCG00000014126
vicugna_pacos ENSVPAG00000009414
sorex_araneus ENSSARG00000007426
erinaceus_europaeus ENSEEUG00000011580
choloepus_hoffmanni ENSCHOG00000011992
dasypus_novemcinctus ENSDNOG00000005942
loxodonta_africana ENSLAFG00000029236
loxodonta_africana ENSLAFG00000015797
procavia_capensis ENSPCAG00000004639
echinops_telfairi ENSETEG00000017145
ornithorhynchus_anatinus ENSOANG00000001605
ornithorhynchus_anatinus ENSOANG00000030259
xenopus_tropicalis ENSXETG00000018421
callorhinchus_milii ENSCMIG00000008383
petromyzon_marinus ENSPMAG00000001973
eptatretus_burgeri ENSEBUG00000016727
eptatretus_burgeri ENSEBUG00000004542
marmota_marmota ENSMMMG00000007490
saccharomyces_cerevisiae YCR092C
