gadus_morhua ENSGMOG00000004384
capra_hircus ENSCHIG00000014423
erinaceus_europaeus ENSEEUG00000004599
equus_caballus ENSECAG00000021190
equus_asinus_asinus ENSEASG00005000753
loxodonta_africana ENSLAFG00000012703
procavia_capensis ENSPCAG00000004229
oryctolagus_cuniculus ENSOCUG00000012623
echinops_telfairi ENSETEG00000010155
dasypus_novemcinctus ENSDNOG00000016956
choloepus_hoffmanni ENSCHOG00000013892
ornithorhynchus_anatinus ENSOANG00000002796
latimeria_chalumnae ENSLACG00000010613
