vicugna_pacos ENSVPAG00000008046
propithecus_coquereli ENSPCOG00000018934
microcebus_murinus ENSMICG00000043729
prolemur_simus ENSPSMG00000009134
otolemur_garnettii ENSOGAG00000032749
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022350
mus_spicilegus ENSMSIG00000011055
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021445
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021444
mus_musculus ENSMUSG00000079547
mus_musculus ENSMUSG00000037548
mus_spicilegus ENSMSIG00000020366
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022351
rattus_norvegicus ENSRNOG00000051002
rattus_norvegicus ENSRNOG00000049491
meriones_unguiculatus ENSMUGG00000017265
cricetulus_griseus_chok1gshd ENSCGRG00001001555
cricetulus_griseus_crigri-picr ENSCGRG00015028332
cricetulus_griseus_crigri ENSCGRG00000005746
mesocricetus_auratus ENSMAUG00000008923
microtus_ochrogaster ENSMOCG00000022309
peromyscus_maniculatus_bairdii ENSPEMG00000018040
nannospalax_galili ENSNGAG00000015143
jaculus_jaculus ENSJJAG00000004664
heterocephalus_glaber_male ENSHGLG00100018447
heterocephalus_glaber_female ENSHGLG00000017060
fukomys_damarensis ENSFDAG00000001345
cavia_porcellus ENSCPOG00000002810
cavia_aperea ENSCAPG00000017482
octodon_degus ENSODEG00000017802
chinchilla_lanigera ENSCLAG00000008468
urocitellus_parryii ENSUPAG00010005014
ictidomys_tridecemlineatus ENSSTOG00000019821
spermophilus_dauricus ENSSDAG00000023367
marmota_marmota_marmota ENSMMMG00000024223
castor_canadensis ENSCCNG00000026808
dipodomys_ordii ENSDORG00000005172
oryctolagus_cuniculus ENSOCUG00000026567
ochotona_princeps ENSOPRG00000007415
tupaia_belangeri ENSTBEG00000016414
procavia_capensis ENSPCAG00000013170
loxodonta_africana ENSLAFG00000004768
echinops_telfairi ENSETEG00000007799
dasypus_novemcinctus ENSDNOG00000045752
phascolarctos_cinereus ENSPCIG00000019944
notamacropus_eugenii ENSMEUG00000002227
sarcophilus_harrisii ENSSHAG00000003762
monodelphis_domestica ENSMODG00000014310
anas_platyrhynchos_platyrhynchos ENSAPLG00000030807
anas_platyrhynchos_platyrhynchos ENSAPLG00000018924
anas_platyrhynchos_platyrhynchos ENSAPLG00000027589
anas_platyrhynchos_platyrhynchos ENSAPLG00000025656
anas_platyrhynchos_platyrhynchos ENSAPLG00000029677
anas_platyrhynchos_platyrhynchos ENSAPLG00000016710
anas_platyrhynchos_platyrhynchos ENSAPLG00000029883
anas_platyrhynchos_platyrhynchos ENSAPLG00000024671
anas_platyrhynchos_platyrhynchos ENSAPLG00000024093
anas_platyrhynchos_platyrhynchos ENSAPLG00000018555
anas_platyrhynchos_platyrhynchos ENSAPLG00000028846
anas_platyrhynchos_platyrhynchos ENSAPLG00000020903
anas_platyrhynchos_platyrhynchos ENSAPLG00000025729
anas_platyrhynchos_platyrhynchos ENSAPLG00000019515
anas_platyrhynchos_platyrhynchos ENSAPLG00000000715
anas_platyrhynchos_platyrhynchos ENSAPLG00000019896
anas_platyrhynchos_platyrhynchos ENSAPLG00000027037
anas_platyrhynchos_platyrhynchos ENSAPLG00000022168
anas_platyrhynchos_platyrhynchos ENSAPLG00000018451
anas_platyrhynchos_platyrhynchos ENSAPLG00000019977
anas_platyrhynchos_platyrhynchos ENSAPLG00000030414
anas_platyrhynchos_platyrhynchos ENSAPLG00000027105
anas_platyrhynchos_platyrhynchos ENSAPLG00000028902
anas_platyrhynchos_platyrhynchos ENSAPLG00000018188
anas_platyrhynchos_platyrhynchos ENSAPLG00000030663
anas_platyrhynchos_platyrhynchos ENSAPLG00000019184
manacus_vitellinus ENSMVIG00005004632
manacus_vitellinus ENSMVIG00005006965
lepidothrix_coronata ENSLCOG00000000237
calidris_pygmaea ENSCPGG00000003857
dromaius_novaehollandiae ENSDNVG00000012124
anolis_carolinensis ENSACAG00000008949
pogona_vitticeps ENSPVIG00000005031
pogona_vitticeps ENSPVIG00000002810
notechis_scutatus ENSNSUG00000004212
salvator_merianae ENSSMRG00000003665
apteryx_owenii ENSAOWG00000010910
apteryx_rowi ENSARWG00000012826
apteryx_haastii ENSAHAG00000000388
dromaius_novaehollandiae ENSDNVG00000012127
gallus_gallus ENSGALG00000038393
meleagris_gallopavo ENSMGAG00000009767
numida_meleagris ENSNMEG00000022738
coturnix_japonica ENSCJPG00005015707
gallus_gallus ENSGALG00000000162
meleagris_gallopavo ENSMGAG00000017193
numida_meleagris ENSNMEG00000022740
anas_platyrhynchos_platyrhynchos ENSAPLG00000022573
calidris_pygmaea ENSCPGG00000008835
calidris_pygmaea ENSCPGG00000017396
calidris_pugnax ENSCPUG00000000913
apteryx_rowi ENSARWG00000012732
apteryx_owenii ENSAOWG00000011020
apteryx_haastii ENSAHAG00000007413
dromaius_novaehollandiae ENSDNVG00000012119
gopherus_agassizii ENSGAGG00000016616
chrysemys_picta_bellii ENSCPBG00000008368
xenopus_tropicalis ENSXETG00000034043
