chinchilla_lanigera ENSCLAG00000008686
sus_scrofa ENSSSCG00000031249
ailuropoda_melanoleuca ENSAMEG00000002066
ursus_maritimus ENSUMAG00000025418
mustela_putorius_furo ENSMPUG00000010248
neovison_vison ENSNVIG00000007848
canis_lupus_familiaris ENSCAFG00000031003
canis_lupus_familiaris ENSCAFG00000014422
canis_lupus_dingo ENSCAFG00020019438
vulpes_vulpes ENSVVUG00000023922
panthera_pardus ENSPPRG00000001982
felis_catus ENSFCAG00000013390
dasypus_novemcinctus ENSDNOG00000034679
scleropages_formosus ENSSFOG00015007311
paramormyrops_kingsleyae ENSPKIG00000009145
takifugu_rubripes ENSTRUG00000024914
tetraodon_nigroviridis ENSTNIG00000016478
mola_mola ENSMMOG00000003814
acanthochromis_polyacanthus ENSAPOG00000007314
xiphophorus_couchianus ENSXCOG00000001057
astatotilapia_calliptera ENSACLG00000015115
haplochromis_burtoni ENSHBUG00000003346
pundamilia_nyererei ENSPNYG00000001489
maylandia_zebra ENSMZEG00005007958
oryzias_melastigma ENSOMEG00000022275
scophthalmus_maximus ENSSMAG00000010851
cynoglossus_semilaevis ENSCSEG00000011534
poecilia_mexicana ENSPMEG00000021925
poecilia_formosa ENSPFOG00000005608
poecilia_reticulata ENSPREG00000009135
xiphophorus_maculatus ENSXMAG00000015370
gambusia_affinis ENSGAFG00000009675
cyprinodon_variegatus ENSCVAG00000004445
fundulus_heteroclitus ENSFHEG00000007830
kryptolebias_marmoratus ENSKMAG00000012654
anabas_testudineus ENSATEG00000020076
mastacembelus_armatus ENSMAMG00000001376
monopterus_albus ENSMALG00000016664
seriola_dumerili ENSSDUG00000017892
seriola_lalandi_dorsalis ENSSLDG00000006596
amphiprion_ocellaris ENSAOCG00000017371
amphiprion_percula ENSAPEG00000016514
stegastes_partitus ENSSPAG00000009530
gasterosteus_aculeatus ENSGACG00000005937
periophthalmus_magnuspinnatus ENSPMGG00000012470
hippocampus_comes ENSHCOG00000002045
gadus_morhua ENSGMOG00000019283
pygocentrus_nattereri ENSPNAG00000004423
astyanax_mexicanus ENSAMXG00000003751
esox_lucius ENSELUG00000011005
ictalurus_punctatus ENSIPUG00000002677
scleropages_formosus ENSSFOG00015018220
paramormyrops_kingsleyae ENSPKIG00000004144
anabas_testudineus ENSATEG00000010197
mastacembelus_armatus ENSMAMG00000004297
amphiprion_ocellaris ENSAOCG00000018250
amphiprion_percula ENSAPEG00000014846
acanthochromis_polyacanthus ENSAPOG00000003531
stegastes_partitus ENSSPAG00000020659
labrus_bergylta ENSLBEG00000019731
labrus_bergylta ENSLBEG00000005788
gasterosteus_aculeatus ENSGACG00000010131
tetraodon_nigroviridis ENSTNIG00000017213
takifugu_rubripes ENSTRUG00000025356
seriola_dumerili ENSSDUG00000014311
seriola_lalandi_dorsalis ENSSLDG00000022174
scophthalmus_maximus ENSSMAG00000018257
xiphophorus_maculatus ENSXMAG00000009754
gambusia_affinis ENSGAFG00000019717
poecilia_formosa ENSPFOG00000015983
poecilia_mexicana ENSPMEG00000016644
poecilia_latipinna ENSPLAG00000017040
cyprinodon_variegatus ENSCVAG00000003391
fundulus_heteroclitus ENSFHEG00000009781
kryptolebias_marmoratus ENSKMAG00000012027
oryzias_latipes_asm223469v1 ENSORLG00015014689
oryzias_latipes ENSORLG00000028257
oryzias_melastigma ENSOMEG00000013356
maylandia_zebra ENSMZEG00005001609
pundamilia_nyererei ENSPNYG00000015393
haplochromis_burtoni ENSHBUG00000006581
astatotilapia_calliptera ENSACLG00000011512
neolamprologus_brichardi ENSNBRG00000023039
cynoglossus_semilaevis ENSCSEG00000003006
monopterus_albus ENSMALG00000017534
hippocampus_comes ENSHCOG00000020544
mola_mola ENSMMOG00000008976
periophthalmus_magnuspinnatus ENSPMGG00000001919
gadus_morhua ENSGMOG00000011026
esox_lucius ENSELUG00000009709
pygocentrus_nattereri ENSPNAG00000013064
lepisosteus_oculatus ENSLOCG00000009417
stegastes_partitus ENSSPAG00000020358
marmota_marmota_marmota ENSMMMG00000020470
spermophilus_dauricus ENSSDAG00000005134
urocitellus_parryii ENSUPAG00010015959
ictidomys_tridecemlineatus ENSSTOG00000030927
mus_musculus ENSMUSG00000079666
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027940
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026945
mus_pahari MGP_PahariEiJ_G0021718
rattus_norvegicus ENSRNOG00000051419
meriones_unguiculatus ENSMUGG00000004114
mesocricetus_auratus ENSMAUG00000015458
peromyscus_maniculatus_bairdii ENSPEMG00000009217
cricetulus_griseus_crigri-picr ENSCGRG00015001925
cricetulus_griseus_chok1gshd ENSCGRG00001016797
cricetulus_griseus_crigri ENSCGRG00000005394
nannospalax_galili ENSNGAG00000012730
fukomys_damarensis ENSFDAG00000015865
ovis_aries ENSOARG00000016311
ornithorhynchus_anatinus ENSOANG00000000653
chelonoidis_abingdonii ENSCABG00000021701
gopherus_agassizii ENSGAGG00000005431
chrysemys_picta_bellii ENSCPBG00000007290
pelodiscus_sinensis ENSPSIG00000015931
dromaius_novaehollandiae ENSDNVG00000017910
apteryx_rowi ENSARWG00000008319
meleagris_gallopavo ENSMGAG00000003911
gallus_gallus ENSGALG00000005675
coturnix_japonica ENSCJPG00005005475
numida_meleagris ENSNMEG00000015309
melopsittacus_undulatus ENSMUNG00000008755
taeniopygia_guttata ENSTGUG00000006048
lonchura_striata_domestica ENSLSDG00000000666
serinus_canaria ENSSCAG00000007943
junco_hyemalis ENSJHYG00000017248
zonotrichia_albicollis ENSZALG00000005592
parus_major ENSPMJG00000016504
cyanistes_caeruleus ENSCCEG00000020566
ficedula_albicollis ENSFALG00000003350
lepidothrix_coronata ENSLCOG00000007010
calidris_pygmaea ENSCPGG00000013715
calidris_pugnax ENSCPUG00000013591
manacus_vitellinus ENSMVIG00005014769
anser_brachyrhynchus ENSABRG00000017558
apteryx_haastii ENSAHAG00000019064
apteryx_owenii ENSAOWG00000012998
nothoprocta_perdicaria ENSNPEG00000001855
crocodylus_porosus ENSCPRG00005005020
anolis_carolinensis ENSACAG00000008261
pogona_vitticeps ENSPVIG00000021064
salvator_merianae ENSSMRG00000022099
notechis_scutatus ENSNSUG00000013211
sphenodon_punctatus ENSSPUG00000014247
xenopus_tropicalis ENSXETG00000013285
phascolarctos_cinereus ENSPCIG00000024195
monodelphis_domestica ENSMODG00000003425
sarcophilus_harrisii ENSSHAG00000001153
petromyzon_marinus ENSPMAG00000000739
